,Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week
46,47,Trading Places,Usher,8,2009-01-01,2009-01-01
47,48,White Horse,Taylor Swift,6,2009-01-01,2009-01-01
48,49,Just Like Me,Jamie Foxx ft. T.I.,2,2009-01-01,2009-01-01
49,50,Already Gone,Sugarland,13,2009-01-01,2009-01-01
50,51,Swagga Like Us,Jay-Z & T.I. ft. Kanye West & Lil Wayne,15,2009-01-01,2009-01-01
51,52,In Color,Jamey Johnson,12,2009-01-01,2009-01-01
52,53,Bust Your Windows,Jazmine Sullivan,11,2009-01-01,2009-01-01
53,54,Feel That Fire,Dierks Bentley,11,2009-01-01,2009-01-01
54,55,Here,Rascal Flatts,12,2009-01-01,2009-01-01
55,56,Cowgirls Don't Cry,Brooks & Dunn ft. Reba McEntire,6,2009-01-01,2009-01-01
56,57,Country Boy,Alan Jackson,8,2009-01-01,2009-01-01
57,58,She Wouldn't Be Gone,Blake Shelton,9,2009-01-01,2009-01-01
58,59,Start A Band,Brad Paisley Duet With Keith Urban,10,2009-01-01,2009-01-01
59,60,Right Here (Departed),Brandy,15,2009-01-01,2009-01-01
60,61,Mad,Ne-Yo,3,2009-01-01,2009-01-01
61,62,Seventeen Forever,Metro Station,2,2009-01-01,2009-01-01
62,63,Playa Cardz Right,Keyshia Cole ft. 2Pac,6,2009-01-01,2009-01-01
63,64,Don't,Billy Currington,9,2009-01-01,2009-01-01
64,65,God Love Her,Toby Keith,5,2009-01-01,2009-01-01
65,66,Keeps Gettin' Better,Christina Aguilera,12,2009-01-01,2009-01-01
66,67,Lookin' For A Good Time,Lady Antebellum,11,2009-01-01,2009-01-01
67,68,Beautiful,Akon ft. Colby O'Donis & Kardinal Offishall,3,2009-01-01,2009-01-01
68,69,Universal Mind Control,Common ft. Pharrell,3,2009-01-01,2009-01-01
69,70,Second Chance,Shinedown,4,2009-01-01,2009-01-01
70,71,Sex On Fire,Kings Of Leon,9,2009-01-01,2009-01-01
71,72,Just A Dream,Carrie Underwood,20,2009-01-01,2009-01-01
72,73,She Got Her Own,Ne-Yo ft. Jamie Foxx & Fabolous,2,2009-01-01,2009-01-01
73,74,My Life,The Game ft. Lil Wayne,20,2009-01-01,2009-01-01
74,75,Sweet Thing,Keith Urban,6,2009-01-01,2009-01-01
75,76,IfULeave,Musiq Soulchild ft. Mary J. Blige,5,2009-01-01,2009-01-01
76,77,"You're Gonna Go Far, Kid",The Offspring,11,2009-01-01,2009-01-01
77,78,Come On Get Higher,Matt Nathanson,17,2009-01-01,2009-01-01
78,79,Down The Road,Kenny Chesney With Mac McAnally,3,2009-01-01,2009-01-01
79,80,I Don't Care,Apocalyptica ft. Adam Gontier,10,2009-01-01,2009-01-01
80,81,Run,Leona Lewis,1,2009-01-01,2009-01-01
81,82,Let It Go,Tim McGraw,15,2009-01-01,2009-01-01
82,83,Dead And Gone,T.I. ft. Justin Timberlake,3,2009-01-01,2009-01-01
83,84,Krazy,Pitbull ft. Lil Jon,13,2009-01-01,2009-01-01
84,85,What About Now,Daughtry,20,2009-01-01,2009-01-01
85,86,Arab Money,Busta Rhymes ft. Ron Browz,3,2009-01-01,2009-01-01
86,87,Broken,Lifehouse,9,2009-01-01,2009-01-01
87,88,Without You,Hinder,5,2009-01-01,2009-01-01
88,89,River Of Love,George Strait,3,2009-01-01,2009-01-01
89,90,Turnin Me On,Keri Hilson ft. Lil Wayne,1,2009-01-01,2009-01-01
90,91,Everybody Wants To Go To Heaven,Kenny Chesney With The Wailers,19,2009-01-01,2009-01-01
91,92,Poker Face,Lady Gaga,1,2009-01-01,2009-01-01
92,93,When It Hurts,Avant,2,2009-01-01,2009-01-01
93,94,Bad Girlfriend,Theory Of A Deadman,12,2009-01-01,2009-01-01
94,95,Don't Trust Me,3OH!3,2,2009-01-01,2009-01-01
95,96,Diva,Beyonce,1,2009-01-01,2009-01-01
96,97,Beep,Bobby V ft. Yung Joc,1,2009-01-01,2009-01-01
97,98,Anything Goes,Randy Houser,5,2009-01-01,2009-01-01
98,99,Rockin' That Thang,The-Dream,1,2009-01-01,2009-01-01
99,100,It Won't Be Like This For Long,Darius Rucker,1,2009-01-01,2009-01-01
100,1,Single Ladies (Put A Ring On It),Beyonce,11,2009-01-08,2009-01-08
101,2,Just Dance,Lady Gaga ft. Colby O'Donis,21,2009-01-08,2009-01-08
102,3,Live Your Life,T.I. ft. Rihanna,14,2009-01-08,2009-01-08
103,4,Heartless,Kanye West,8,2009-01-08,2009-01-08
104,5,Love Story,Taylor Swift,16,2009-01-08,2009-01-08
105,6,Hot N Cold,Katy Perry,22,2009-01-08,2009-01-08
106,7,Womanizer,Britney Spears,13,2009-01-08,2009-01-08
107,8,Love Lockdown,Kanye West,15,2009-01-08,2009-01-08
108,9,Whatever You Like,T.I.,21,2009-01-08,2009-01-08
109,10,If I Were A Boy,Beyonce,12,2009-01-08,2009-01-08
110,11,Circus,Britney Spears,4,2009-01-08,2009-01-08
111,12,I'm Yours,Jason Mraz,37,2009-01-08,2009-01-08
112,13,Right Now (Na Na Na),Akon,14,2009-01-08,2009-01-08
113,14,So What,P!nk,19,2009-01-08,2009-01-08
114,15,Let It Rock,Kevin Rudolf ft. Lil Wayne,18,2009-01-08,2009-01-08
115,16,Gotta Be Somebody,Nickelback,13,2009-01-08,2009-01-08
116,17,Miss Independent,Ne-Yo,19,2009-01-08,2009-01-08
117,18,Gives You Hell,The All-American Rejects,7,2009-01-08,2009-01-08
118,19,Disturbia,Rihanna,28,2009-01-08,2009-01-08
119,20,Rehab,Rihanna,8,2009-01-08,2009-01-08
120,21,I Hate This Part,The Pussycat Dolls,5,2009-01-08,2009-01-08
121,22,Chicken Fried,Zac Brown Band,15,2009-01-08,2009-01-08
122,23,Mrs. Officer,Lil Wayne ft. Bobby Valentino & Kidd Kidd,19,2009-01-08,2009-01-08
123,24,Addicted,Saving Abel,29,2009-01-08,2009-01-08
124,25,Can't Believe It,T-Pain ft. Lil Wayne,22,2009-01-08,2009-01-08
125,26,You Found Me,The Fray,6,2009-01-08,2009-01-08
126,27,Crush,David Archuleta,20,2009-01-08,2009-01-08
127,28,Viva La Vida,Coldplay,34,2009-01-08,2009-01-08
128,29,Untouched,The Veronicas,5,2009-01-08,2009-01-08
129,30,One More Drink,Ludacris Co-Starring T-Pain,9,2009-01-08,2009-01-08
130,31,Pop Champagne,Jim Jones & Ron Browz ft. Juelz Santana,11,2009-01-08,2009-01-08
131,32,Chopped 'N' Skrewed,T-Pain ft. Ludacris,11,2009-01-08,2009-01-08
132,33,Decode,Paramore,8,2009-01-08,2009-01-08
133,34,I'm So Paid,Akon ft. Lil Wayne & Young Jeezy,11,2009-01-08,2009-01-08
134,35,Sober,P!nk,5,2009-01-08,2009-01-08
135,36,Fall For You,Secondhand Serenade,29,2009-01-08,2009-01-08
136,37,I Don't Care,Fall Out Boy,16,2009-01-08,2009-01-08
137,38,Green Light,John Legend ft. Andre 3000,17,2009-01-08,2009-01-08
138,39,Better In Time,Leona Lewis,25,2009-01-08,2009-01-08
139,40,Light On,David Cook,12,2009-01-08,2009-01-08
140,41,White Horse,Taylor Swift,7,2009-01-08,2009-01-08
141,42,Seventeen Forever,Metro Station,3,2009-01-08,2009-01-08
142,43,Put It On Ya,Plies ft. Chris J,6,2009-01-08,2009-01-08
143,44,Shattered (Turn The Car Around),O.A.R.,21,2009-01-08,2009-01-08
144,45,Closer,Ne-Yo,37,2009-01-08,2009-01-08
145,46,Keeps Gettin' Better,Christina Aguilera,13,2009-01-08,2009-01-08
146,47,Swagga Like Us,Jay-Z & T.I. ft. Kanye West & Lil Wayne,16,2009-01-08,2009-01-08
147,48,Human,The Killers,13,2009-01-08,2009-01-08
148,49,Lovebug,Jonas Brothers,13,2009-01-08,2009-01-08
149,50,Love Remains The Same,Gavin Rossdale,30,2009-01-08,2009-01-08
150,51,About You Now,Miranda Cosgrove,1,2009-01-08,2009-01-08
151,52,Cowgirls Don't Cry,Brooks & Dunn ft. Reba McEntire,7,2009-01-08,2009-01-08
152,53,All Summer Long,The Rock Heroes,12,2009-01-08,2009-01-08
153,54,Beautiful,Akon ft. Colby O'Donis & Kardinal Offishall,4,2009-01-08,2009-01-08
154,55,In Color,Jamey Johnson,13,2009-01-08,2009-01-08
155,56,Don't Trust Me,3OH!3,3,2009-01-08,2009-01-08
156,57,Just Like Me,Jamie Foxx ft. T.I.,3,2009-01-08,2009-01-08
157,58,Roll With Me,Montgomery Gentry,16,2009-01-08,2009-01-08
158,59,Come On Get Higher,Matt Nathanson,18,2009-01-08,2009-01-08
159,60,Second Chance,Shinedown,5,2009-01-08,2009-01-08
160,61,Mad,Ne-Yo,4,2009-01-08,2009-01-08
161,62,Universal Mind Control,Common ft. Pharrell,4,2009-01-08,2009-01-08
162,63,"You're Gonna Go Far, Kid",The Offspring,12,2009-01-08,2009-01-08
163,64,Krazy,Pitbull ft. Lil Jon,14,2009-01-08,2009-01-08
164,65,Right Here (Departed),Brandy,16,2009-01-08,2009-01-08
165,66,She Wouldn't Be Gone,Blake Shelton,10,2009-01-08,2009-01-08
166,67,Dead And Gone,T.I. ft. Justin Timberlake,4,2009-01-08,2009-01-08
167,68,Trading Places,Usher,9,2009-01-08,2009-01-08
168,69,Already Gone,Sugarland,14,2009-01-08,2009-01-08
169,70,Country Boy,Alan Jackson,9,2009-01-08,2009-01-08
170,71,Kiss Me Thru The Phone,Soulja Boy Tell 'em ft. Sammie,1,2009-01-08,2009-01-08
171,72,J**z In My Pants,The Lonely Island,1,2009-01-08,2009-01-08
172,73,Sex On Fire,Kings Of Leon,10,2009-01-08,2009-01-08
173,74,God Love Her,Toby Keith,6,2009-01-08,2009-01-08
174,75,Feel That Fire,Dierks Bentley,12,2009-01-08,2009-01-08
175,76,Start A Band,Brad Paisley Duet With Keith Urban,11,2009-01-08,2009-01-08
176,77,Bust Your Windows,Jazmine Sullivan,12,2009-01-08,2009-01-08
177,78,I Don't Care,Apocalyptica ft. Adam Gontier,11,2009-01-08,2009-01-08
178,79,T-Shirt,Shontelle,16,2009-01-08,2009-01-08
179,80,Lookin' For A Good Time,Lady Antebellum,12,2009-01-08,2009-01-08
180,81,Poker Face,Lady Gaga,2,2009-01-08,2009-01-08
181,82,Diva,Beyonce,2,2009-01-08,2009-01-08
182,83,La La Land,Demi Lovato,1,2009-01-08,2009-01-08
183,84,Fly On The Wall,Miley Cyrus,1,2009-01-08,2009-01-08
184,85,Without You,Hinder,6,2009-01-08,2009-01-08
185,86,Lollipop,Framing Hanley,1,2009-01-08,2009-01-08
186,87,Here,Rascal Flatts,13,2009-01-08,2009-01-08
187,88,Playa Cardz Right,Keyshia Cole ft. 2Pac,7,2009-01-08,2009-01-08
188,89,Bad Girlfriend,Theory Of A Deadman,13,2009-01-08,2009-01-08
189,90,Don't,Billy Currington,10,2009-01-08,2009-01-08
190,91,If Today Was Your Last Day,Nickelback,3,2009-01-08,2009-01-08
191,92,See You In My Nightmares,Kanye West ft. Lil Wayne,4,2009-01-08,2009-01-08
192,93,Sweet Thing,Keith Urban,7,2009-01-08,2009-01-08
193,94,Chasing Pavements,Adele,4,2009-01-08,2009-01-08
194,95,Broken,Lifehouse,10,2009-01-08,2009-01-08
195,96,Arab Money,Busta Rhymes ft. Ron Browz,4,2009-01-08,2009-01-08
196,97,She Got Her Own,Ne-Yo ft. Jamie Foxx & Fabolous,3,2009-01-08,2009-01-08
197,98,Down The Road,Kenny Chesney With Mac McAnally,4,2009-01-08,2009-01-08
198,99,Tell Me Something I Don't Know,Selena Gomez,1,2009-01-08,2009-01-08
199,100,Turnin Me On,Keri Hilson ft. Lil Wayne,2,2009-01-08,2009-01-08
200,1,Just Dance,Lady Gaga ft. Colby O'Donis,22,2009-01-15,2009-01-15
201,2,Single Ladies (Put A Ring On It),Beyonce,12,2009-01-15,2009-01-15
202,3,Live Your Life,T.I. ft. Rihanna,15,2009-01-15,2009-01-15
203,4,Love Story,Taylor Swift,17,2009-01-15,2009-01-15
204,5,Heartless,Kanye West,9,2009-01-15,2009-01-15
205,6,Hot N Cold,Katy Perry,23,2009-01-15,2009-01-15
206,7,I'm Yours,Jason Mraz,38,2009-01-15,2009-01-15
207,8,Womanizer,Britney Spears,14,2009-01-15,2009-01-15
208,9,Let It Rock,Kevin Rudolf ft. Lil Wayne,19,2009-01-15,2009-01-15
209,10,Love Lockdown,Kanye West,16,2009-01-15,2009-01-15
210,11,Whatever You Like,T.I.,22,2009-01-15,2009-01-15
211,12,Circus,Britney Spears,5,2009-01-15,2009-01-15
212,13,If I Were A Boy,Beyonce,13,2009-01-15,2009-01-15
213,14,So What,P!nk,20,2009-01-15,2009-01-15
214,15,Right Now (Na Na Na),Akon,15,2009-01-15,2009-01-15
215,16,Miss Independent,Ne-Yo,20,2009-01-15,2009-01-15
216,17,Gotta Be Somebody,Nickelback,14,2009-01-15,2009-01-15
217,18,Gives You Hell,The All-American Rejects,8,2009-01-15,2009-01-15
218,19,I Hate This Part,The Pussycat Dolls,6,2009-01-15,2009-01-15
219,20,Disturbia,Rihanna,29,2009-01-15,2009-01-15
220,21,Viva La Vida,Coldplay,35,2009-01-15,2009-01-15
221,22,Chicken Fried,Zac Brown Band,16,2009-01-15,2009-01-15
222,23,Rehab,Rihanna,9,2009-01-15,2009-01-15
223,24,You Found Me,The Fray,7,2009-01-15,2009-01-15
224,25,Addicted,Saving Abel,30,2009-01-15,2009-01-15
225,26,Untouched,The Veronicas,6,2009-01-15,2009-01-15
226,27,Pop Champagne,Jim Jones & Ron Browz ft. Juelz Santana,12,2009-01-15,2009-01-15
227,28,Mrs. Officer,Lil Wayne ft. Bobby Valentino & Kidd Kidd,20,2009-01-15,2009-01-15
228,29,Green Light,John Legend ft. Andre 3000,18,2009-01-15,2009-01-15
229,30,One More Drink,Ludacris Co-Starring T-Pain,10,2009-01-15,2009-01-15
230,31,Can't Believe It,T-Pain ft. Lil Wayne,23,2009-01-15,2009-01-15
231,32,Sober,P!nk,6,2009-01-15,2009-01-15
232,33,Chopped 'N' Skrewed,T-Pain ft. Ludacris,12,2009-01-15,2009-01-15
233,34,Better In Time,Leona Lewis,26,2009-01-15,2009-01-15
234,35,Crush,David Archuleta,21,2009-01-15,2009-01-15
235,36,I'm So Paid,Akon ft. Lil Wayne & Young Jeezy,12,2009-01-15,2009-01-15
236,37,Light On,David Cook,13,2009-01-15,2009-01-15
237,38,White Horse,Taylor Swift,8,2009-01-15,2009-01-15
238,39,I Don't Care,Fall Out Boy,17,2009-01-15,2009-01-15
239,40,Shattered (Turn The Car Around),O.A.R.,22,2009-01-15,2009-01-15
240,41,Decode,Paramore,9,2009-01-15,2009-01-15
241,42,Fall For You,Secondhand Serenade,30,2009-01-15,2009-01-15
242,43,Closer,Ne-Yo,38,2009-01-15,2009-01-15
243,44,Human,The Killers,14,2009-01-15,2009-01-15
244,45,Put It On Ya,Plies ft. Chris J,7,2009-01-15,2009-01-15
245,46,Love Remains The Same,Gavin Rossdale,31,2009-01-15,2009-01-15
246,47,About You Now,Miranda Cosgrove,2,2009-01-15,2009-01-15
247,48,Keeps Gettin' Better,Christina Aguilera,14,2009-01-15,2009-01-15
248,49,Mad,Ne-Yo,5,2009-01-15,2009-01-15
249,50,Swagga Like Us,Jay-Z & T.I. ft. Kanye West & Lil Wayne,17,2009-01-15,2009-01-15
250,51,Seventeen Forever,Metro Station,4,2009-01-15,2009-01-15
251,52,Roll With Me,Montgomery Gentry,17,2009-01-15,2009-01-15
252,53,Cowgirls Don't Cry,Brooks & Dunn ft. Reba McEntire,8,2009-01-15,2009-01-15
253,54,In Color,Jamey Johnson,14,2009-01-15,2009-01-15
254,55,Feel That Fire,Dierks Bentley,13,2009-01-15,2009-01-15
255,56,La La Land,Demi Lovato,2,2009-01-15,2009-01-15
256,57,Already Gone,Sugarland,15,2009-01-15,2009-01-15
257,58,She Wouldn't Be Gone,Blake Shelton,11,2009-01-15,2009-01-15
258,59,Country Boy,Alan Jackson,10,2009-01-15,2009-01-15
259,60,Dead And Gone,T.I. ft. Justin Timberlake,5,2009-01-15,2009-01-15
260,61,Beautiful,Akon ft. Colby O'Donis & Kardinal Offishall,5,2009-01-15,2009-01-15
261,62,Start A Band,Brad Paisley Duet With Keith Urban,12,2009-01-15,2009-01-15
262,63,God Love Her,Toby Keith,7,2009-01-15,2009-01-15
263,64,Trading Places,Usher,10,2009-01-15,2009-01-15
264,65,"You're Gonna Go Far, Kid",The Offspring,13,2009-01-15,2009-01-15
265,66,Lovebug,Jonas Brothers,14,2009-01-15,2009-01-15
266,67,Come On Get Higher,Matt Nathanson,19,2009-01-15,2009-01-15
267,68,Second Chance,Shinedown,6,2009-01-15,2009-01-15
268,69,Just Like Me,Jamie Foxx ft. T.I.,4,2009-01-15,2009-01-15
269,70,Krazy,Pitbull ft. Lil Jon,15,2009-01-15,2009-01-15
270,71,Lookin' For A Good Time,Lady Antebellum,13,2009-01-15,2009-01-15
271,72,Don't,Billy Currington,11,2009-01-15,2009-01-15
272,73,Here,Rascal Flatts,14,2009-01-15,2009-01-15
273,74,All Summer Long,The Rock Heroes,13,2009-01-15,2009-01-15
274,75,Sex On Fire,Kings Of Leon,11,2009-01-15,2009-01-15
275,76,Bust Your Windows,Jazmine Sullivan,13,2009-01-15,2009-01-15
276,77,Don't Trust Me,3OH!3,4,2009-01-15,2009-01-15
277,78,Diva,Beyonce,3,2009-01-15,2009-01-15
278,79,Kiss Me Thru The Phone,Soulja Boy Tell 'em ft. Sammie,2,2009-01-15,2009-01-15
279,80,Sweet Thing,Keith Urban,8,2009-01-15,2009-01-15
280,81,Right Here (Departed),Brandy,17,2009-01-15,2009-01-15
281,82,Down The Road,Kenny Chesney With Mac McAnally,5,2009-01-15,2009-01-15
282,83,Poker Face,Lady Gaga,3,2009-01-15,2009-01-15
283,84,Universal Mind Control,Common ft. Pharrell,5,2009-01-15,2009-01-15
284,85,Turnin Me On,Keri Hilson ft. Lil Wayne,3,2009-01-15,2009-01-15
285,86,Playa Cardz Right,Keyshia Cole ft. 2Pac,8,2009-01-15,2009-01-15
286,87,I Don't Care,Apocalyptica ft. Adam Gontier,12,2009-01-15,2009-01-15
287,88,Broken,Lifehouse,11,2009-01-15,2009-01-15
288,89,Bad Girlfriend,Theory Of A Deadman,14,2009-01-15,2009-01-15
289,90,She Got Her Own,Ne-Yo ft. Jamie Foxx & Fabolous,4,2009-01-15,2009-01-15
290,91,Fly On The Wall,Miley Cyrus,2,2009-01-15,2009-01-15
291,92,IfULeave,Musiq Soulchild ft. Mary J. Blige,6,2009-01-15,2009-01-15
292,93,Without You,Hinder,7,2009-01-15,2009-01-15
293,94,Everybody Wants To Go To Heaven,Kenny Chesney With The Wailers,20,2009-01-15,2009-01-15
294,95,Rockin' That Thang,The-Dream,2,2009-01-15,2009-01-15
295,96,That's Not My Name,The Ting Tings,2,2009-01-15,2009-01-15
296,97,Arab Money,Busta Rhymes ft. Ron Browz,5,2009-01-15,2009-01-15
297,98,T-Shirt,Shontelle,17,2009-01-15,2009-01-15
298,99,If Today Was Your Last Day,Nickelback,4,2009-01-15,2009-01-15
299,100,River Of Love,George Strait,4,2009-01-15,2009-01-15
300,1,Just Dance,Lady Gaga ft. Colby O'Donis,23,2009-01-22,2009-01-22
301,2,Single Ladies (Put A Ring On It),Beyonce,13,2009-01-22,2009-01-22
302,3,Heartless,Kanye West,10,2009-01-22,2009-01-22
303,4,Live Your Life,T.I. ft. Rihanna,16,2009-01-22,2009-01-22
304,5,Love Story,Taylor Swift,18,2009-01-22,2009-01-22
305,6,Hot N Cold,Katy Perry,24,2009-01-22,2009-01-22
306,7,I'm Yours,Jason Mraz,39,2009-01-22,2009-01-22
307,8,Let It Rock,Kevin Rudolf ft. Lil Wayne,20,2009-01-22,2009-01-22
308,9,Womanizer,Britney Spears,15,2009-01-22,2009-01-22
309,10,Gives You Hell,The All-American Rejects,9,2009-01-22,2009-01-22
310,11,Circus,Britney Spears,6,2009-01-22,2009-01-22
311,12,Love Lockdown,Kanye West,17,2009-01-22,2009-01-22
312,13,Whatever You Like,T.I.,23,2009-01-22,2009-01-22
313,14,Right Now (Na Na Na),Akon,16,2009-01-22,2009-01-22
314,15,Miss Independent,Ne-Yo,21,2009-01-22,2009-01-22
315,16,So What,P!nk,21,2009-01-22,2009-01-22
316,17,Gotta Be Somebody,Nickelback,15,2009-01-22,2009-01-22
317,18,I Hate This Part,The Pussycat Dolls,7,2009-01-22,2009-01-22
318,19,If I Were A Boy,Beyonce,14,2009-01-22,2009-01-22
319,20,You Found Me,The Fray,8,2009-01-22,2009-01-22
320,21,Untouched,The Veronicas,7,2009-01-22,2009-01-22
321,22,Pop Champagne,Jim Jones & Ron Browz ft. Juelz Santana,13,2009-01-22,2009-01-22
322,23,Rehab,Rihanna,10,2009-01-22,2009-01-22
323,24,One More Drink,Ludacris Co-Starring T-Pain,11,2009-01-22,2009-01-22
324,25,Sober,P!nk,7,2009-01-22,2009-01-22
325,26,Green Light,John Legend ft. Andre 3000,19,2009-01-22,2009-01-22
326,27,Chicken Fried,Zac Brown Band,17,2009-01-22,2009-01-22
327,28,Disturbia,Rihanna,30,2009-01-22,2009-01-22
328,29,Viva La Vida,Coldplay,36,2009-01-22,2009-01-22
329,30,Dead And Gone,T.I. ft. Justin Timberlake,6,2009-01-22,2009-01-22
330,31,Addicted,Saving Abel,31,2009-01-22,2009-01-22
331,32,Chopped 'N' Skrewed,T-Pain ft. Ludacris,13,2009-01-22,2009-01-22
332,33,Mad,Ne-Yo,6,2009-01-22,2009-01-22
333,34,Mrs. Officer,Lil Wayne ft. Bobby Valentino & Kidd Kidd,21,2009-01-22,2009-01-22
334,35,I'm So Paid,Akon ft. Lil Wayne & Young Jeezy,13,2009-01-22,2009-01-22
335,36,I Don't Care,Fall Out Boy,18,2009-01-22,2009-01-22
336,37,White Horse,Taylor Swift,9,2009-01-22,2009-01-22
337,38,Better In Time,Leona Lewis,27,2009-01-22,2009-01-22
338,39,Light On,David Cook,14,2009-01-22,2009-01-22
339,40,Can't Believe It,T-Pain ft. Lil Wayne,24,2009-01-22,2009-01-22
340,41,Shattered (Turn The Car Around),O.A.R.,23,2009-01-22,2009-01-22
341,42,Human,The Killers,15,2009-01-22,2009-01-22
342,43,Beautiful,Akon ft. Colby O'Donis & Kardinal Offishall,6,2009-01-22,2009-01-22
343,44,Feel That Fire,Dierks Bentley,14,2009-01-22,2009-01-22
344,45,Decode,Paramore,10,2009-01-22,2009-01-22
345,46,Put It On Ya,Plies ft. Chris J,8,2009-01-22,2009-01-22
346,47,Crush,David Archuleta,22,2009-01-22,2009-01-22
347,48,God Love Her,Toby Keith,8,2009-01-22,2009-01-22
348,49,She Wouldn't Be Gone,Blake Shelton,12,2009-01-22,2009-01-22
349,50,Closer,Ne-Yo,39,2009-01-22,2009-01-22
350,51,Diva,Beyonce,4,2009-01-22,2009-01-22
351,52,Cowgirls Don't Cry,Brooks & Dunn ft. Reba McEntire,9,2009-01-22,2009-01-22
352,53,Already Gone,Sugarland,16,2009-01-22,2009-01-22
353,54,Roll With Me,Montgomery Gentry,18,2009-01-22,2009-01-22
354,55,Country Boy,Alan Jackson,11,2009-01-22,2009-01-22
355,56,Trading Places,Usher,11,2009-01-22,2009-01-22
356,57,In Color,Jamey Johnson,15,2009-01-22,2009-01-22
357,58,Start A Band,Brad Paisley Duet With Keith Urban,13,2009-01-22,2009-01-22
358,59,Don't,Billy Currington,12,2009-01-22,2009-01-22
359,60,Kiss Me Thru The Phone,Soulja Boy Tell 'em ft. Sammie,3,2009-01-22,2009-01-22
360,61,Turnin Me On,Keri Hilson ft. Lil Wayne,4,2009-01-22,2009-01-22
361,62,La La Land,Demi Lovato,3,2009-01-22,2009-01-22
362,63,Keeps Gettin' Better,Christina Aguilera,15,2009-01-22,2009-01-22
363,64,Sex On Fire,Kings Of Leon,12,2009-01-22,2009-01-22
364,65,Here,Rascal Flatts,15,2009-01-22,2009-01-22
365,66,Down The Road,Kenny Chesney With Mac McAnally,6,2009-01-22,2009-01-22
366,67,Just Like Me,Jamie Foxx ft. T.I.,5,2009-01-22,2009-01-22
367,68,"You're Gonna Go Far, Kid",The Offspring,14,2009-01-22,2009-01-22
368,69,Second Chance,Shinedown,7,2009-01-22,2009-01-22
