,Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week
76,77,Stacy's Mom,Fountains Of Wayne,13,2004-01-01,2004-01-01
77,78,Pass That Dutch,Missy Elliott,12,2004-01-01,2004-01-01
78,79,Wave On Wave,Pat Green,19,2004-01-01,2004-01-01
79,80,Still Frame,Trapt,8,2004-01-01,2004-01-01
80,81,I Melt,Rascal Flatts,20,2004-01-01,2004-01-01
81,82,I'm Still In Love With You,Sean Paul ft. Sasha,1,2004-01-01,2004-01-01
82,83,Me Against The Music,Britney Spears ft. Madonna,11,2004-01-01,2004-01-01
83,84,Love You More,Ginuwine,10,2004-01-01,2004-01-01
84,85,Gangsta Girl,Big Tymers ft. R. Kelly,2,2004-01-01,2004-01-01
85,86,Walking In Memphis,Lonestar,9,2004-01-01,2004-01-01
86,87,Weak And Powerless,A Perfect Circle,15,2004-01-01,2004-01-01
87,88,Tough Little Boys,Gary Allan,20,2004-01-01,2004-01-01
88,89,In My Life,Juvenile ft. Mannie Fresh,1,2004-01-01,2004-01-01
89,90,Another Postcard (Chimps),Barenaked Ladies,12,2004-01-01,2004-01-01
90,91,Alone,Lasgo,2,2004-01-01,2004-01-01
91,92,You,Ryan Duarte,2,2004-01-01,2004-01-01
92,93,Shake That Monkey,Too Short ft. Lil Jon & The East Side Boyz,7,2004-01-01,2004-01-01
93,94,Bigger Than My Body,John Mayer,19,2004-01-01,2004-01-01
94,95,Long Black Train,Josh Turner,4,2004-01-01,2004-01-01
95,96,Neva Eva,Trillville,3,2004-01-01,2004-01-01
96,97,Heaven,Live,19,2004-01-01,2004-01-01
97,98,Knock Knock,Monica,15,2004-01-01,2004-01-01
98,99,Freek-A-Leek,Petey Pablo,1,2004-01-01,2004-01-01
99,100,One More Chance,Michael Jackson,5,2004-01-01,2004-01-01
100,1,Hey Ya!,OutKast,13,2004-01-08,2004-01-08
101,2,The Way You Move,OutKast ft. Sleepy Brown,16,2004-01-08,2004-01-08
102,3,Milkshake,Kelis,15,2004-01-08,2004-01-08
103,4,You Don't Know My Name,Alicia Keys,9,2004-01-08,2004-01-08
104,5,Stand Up,Ludacris ft. Shawnna,19,2004-01-08,2004-01-08
105,6,Walked Outta Heaven,Jagged Edge,19,2004-01-08,2004-01-08
106,7,Suga Suga,Baby Bash ft. Frankie J,21,2004-01-08,2004-01-08
107,8,Here Without You,3 Doors Down,20,2004-01-08,2004-01-08
108,9,Slow Jamz,Twista ft. Kanye West & Jamie Foxx,6,2004-01-08,2004-01-08
109,10,"Me, Myself And I",Beyonce,9,2004-01-08,2004-01-08
110,11,It's My Life,No Doubt,11,2004-01-08,2004-01-08
111,12,Someday,Nickelback,21,2004-01-08,2004-01-08
112,13,Get Low,Lil Jon & The East Side Boyz ft. Ying Yang Twins,37,2004-01-08,2004-01-08
113,14,Baby Boy,Beyonce ft. Sean Paul,22,2004-01-08,2004-01-08
114,15,Damn!,YoungBloodZ ft. Lil Jon,23,2004-01-08,2004-01-08
115,16,Holidae In,Chingy ft. Ludacris & Snoop Dogg,17,2004-01-08,2004-01-08
116,17,Change Clothes,JAY-Z,9,2004-01-08,2004-01-08
117,18,Read Your Mind,Avant,15,2004-01-08,2004-01-08
118,19,Step In The Name Of Love,R. Kelly,21,2004-01-08,2004-01-08
119,20,Runnin (Dying To Live),Tupac ft. The Notorious B.I.G.,13,2004-01-08,2004-01-08
120,21,Numb,Linkin Park,10,2004-01-08,2004-01-08
121,22,White Flag,Dido,17,2004-01-08,2004-01-08
122,23,Why Don't You & I,Santana ft. Alex Band Or Chad Kroeger,25,2004-01-08,2004-01-08
123,24,Gigolo,Nick Cannon ft. R. Kelly,9,2004-01-08,2004-01-08
124,25,Headstrong,Trapt,38,2004-01-08,2004-01-08
125,26,Salt Shaker,Ying Yang Twins ft. Lil Jon & The East Side Boyz,9,2004-01-08,2004-01-08
126,27,Stunt 101,G Unit,11,2004-01-08,2004-01-08
127,28,Wat Da Hook Gon Be,Murphy Lee ft. Jermaine Dupri,14,2004-01-08,2004-01-08
128,29,The First Cut Is The Deepest,Sheryl Crow,12,2004-01-08,2004-01-08
129,30,So Far Away,Staind,24,2004-01-08,2004-01-08
130,31,Through The Wire,Kanye West,7,2004-01-08,2004-01-08
131,32,Perfect,Simple Plan,11,2004-01-08,2004-01-08
132,33,The Voice Within,Christina Aguilera,7,2004-01-08,2004-01-08
133,34,There Goes My Life,Kenny Chesney,10,2004-01-08,2004-01-08
134,35,Remember When,Alan Jackson,5,2004-01-08,2004-01-08
135,36,Bright Lights,matchbox twenty,16,2004-01-08,2004-01-08
136,37,Unwell,matchbox twenty,43,2004-01-08,2004-01-08
137,38,Gangsta Nation,Westside Connection ft. Nate Dogg,6,2004-01-08,2004-01-08
138,39,F**k It (I Don't Want You Back),Eamon,6,2004-01-08,2004-01-08
139,40,Shake Ya Tailft.her,"Nelly, P. Diddy & Murphy Lee",29,2004-01-08,2004-01-08
140,41,Not Today,Mary J. Blige ft. Eve,5,2004-01-08,2004-01-08
141,42,My Baby,Bow Wow ft. Jagged Edge,6,2004-01-08,2004-01-08
142,43,Why Can't I?,Liz Phair,17,2004-01-08,2004-01-08
143,44,Invisible,Clay Aiken,8,2004-01-08,2004-01-08
144,45,With You,Jessica Simpson,3,2004-01-08,2004-01-08
145,46,Hotel,Cassidy ft. R. Kelly,4,2004-01-08,2004-01-08
146,47,Fallen,Sarah McLachlan,12,2004-01-08,2004-01-08
147,48,You Can't Take The Honky Tonk Out Of The Girl,Brooks & Dunn,10,2004-01-08,2004-01-08
148,49,Harder To Breathe,Maroon 5,21,2004-01-08,2004-01-08
149,50,Sorry 2004,Ruben Studdard,2,2004-01-08,2004-01-08
150,51,Fallen,Mya,7,2004-01-08,2004-01-08
151,52,(There's Gotta Be) More To Life,Stacie Orrico,17,2004-01-08,2004-01-08
152,53,Yeah!,Usher ft. Lil Jon & Ludacris,1,2004-01-08,2004-01-08
153,54,Breathe,Michelle Branch,10,2004-01-08,2004-01-08
154,55,(I Hate) Everything About You,Three Days Grace,7,2004-01-08,2004-01-08
155,56,I Love This Bar,Toby Keith,19,2004-01-08,2004-01-08
156,57,More & More,Joe,8,2004-01-08,2004-01-08
157,58,American Soldier,Toby Keith,3,2004-01-08,2004-01-08
158,59,Badaboom,B2K ft. Fabolous,4,2004-01-08,2004-01-08
159,60,Splash Waterfalls,Ludacris,2,2004-01-08,2004-01-08
160,61,I Wanna Do It All,Terri Clark,5,2004-01-08,2004-01-08
161,62,Watch The Wind Blow By,Tim McGraw,5,2004-01-08,2004-01-08
162,63,Forthenight,Musiq,10,2004-01-08,2004-01-08
163,64,Hit That,The Offspring,4,2004-01-08,2004-01-08
164,65,Honesty (Write Me A List),Rodney Atkins,15,2004-01-08,2004-01-08
165,66,Are You Gonna Be My Girl,Jet,4,2004-01-08,2004-01-08
166,67,Clubbin,Marques Houston ft. Joe Budden & Pied Piper,19,2004-01-08,2004-01-08
167,68,She's Not Just A Pretty Face,Shania Twain,6,2004-01-08,2004-01-08
168,69,Little Moments,Brad Paisley,4,2004-01-08,2004-01-08
169,70,My Immortal,Evanescence,1,2004-01-08,2004-01-08
170,71,I Am The Highway,Audioslave,1,2004-01-08,2004-01-08
171,72,Away From Me,Puddle Of Mudd,8,2004-01-08,2004-01-08
172,73,The Set Up,Obie Trice ft. Nate Dogg,1,2004-01-08,2004-01-08
173,74,Cowboys Like Us,George Strait,15,2004-01-08,2004-01-08
174,75,Megalomaniac,Incubus,2,2004-01-08,2004-01-08
175,76,Pop That Booty,"Marques Houston ft. Jermaine ""JD"" Dupri",5,2004-01-08,2004-01-08
176,77,Rubber Band Man,T.I.,1,2004-01-08,2004-01-08
177,78,Drinkin' Bone,Tracy Byrd,7,2004-01-08,2004-01-08
178,79,Hell Yeah,Montgomery Gentry,11,2004-01-08,2004-01-08
179,80,Still Frame,Trapt,9,2004-01-08,2004-01-08
180,81,Rain On Me,Ashanti,20,2004-01-08,2004-01-08
181,82,I'm Still In Love With You,Sean Paul ft. Sasha,2,2004-01-08,2004-01-08
182,83,In My Life,Juvenile ft. Mannie Fresh,2,2004-01-08,2004-01-08
183,84,Stacy's Mom,Fountains Of Wayne,14,2004-01-08,2004-01-08
184,85,Gangsta Girl,Big Tymers ft. R. Kelly,3,2004-01-08,2004-01-08
185,86,Chicks Dig It,Chris Cagle,11,2004-01-08,2004-01-08
186,87,Shake That Monkey,Too Short ft. Lil Jon & The East Side Boyz,8,2004-01-08,2004-01-08
187,88,Wave On Wave,Pat Green,20,2004-01-08,2004-01-08
188,89,Pass That Dutch,Missy Elliott,13,2004-01-08,2004-01-08
189,90,Weak And Powerless,A Perfect Circle,16,2004-01-08,2004-01-08
190,91,Me Against The Music,Britney Spears ft. Madonna,12,2004-01-08,2004-01-08
191,92,Love You More,Ginuwine,11,2004-01-08,2004-01-08
192,93,Freek-A-Leek,Petey Pablo,2,2004-01-08,2004-01-08
193,94,Neva Eva,Trillville,4,2004-01-08,2004-01-08
194,95,Knock Knock,Monica,16,2004-01-08,2004-01-08
195,96,Bigger Than My Body,John Mayer,20,2004-01-08,2004-01-08
196,97,Heaven,Live,20,2004-01-08,2004-01-08
197,98,Another Postcard (Chimps),Barenaked Ladies,13,2004-01-08,2004-01-08
198,99,Alone,Lasgo,3,2004-01-08,2004-01-08
199,100,Walking In Memphis,Lonestar,10,2004-01-08,2004-01-08
200,1,Hey Ya!,OutKast,14,2004-01-15,2004-01-15
201,2,The Way You Move,OutKast ft. Sleepy Brown,17,2004-01-15,2004-01-15
202,3,Milkshake,Kelis,16,2004-01-15,2004-01-15
203,4,You Don't Know My Name,Alicia Keys,10,2004-01-15,2004-01-15
204,5,Stand Up,Ludacris ft. Shawnna,20,2004-01-15,2004-01-15
205,6,Walked Outta Heaven,Jagged Edge,20,2004-01-15,2004-01-15
206,7,Here Without You,3 Doors Down,21,2004-01-15,2004-01-15
207,8,Slow Jamz,Twista ft. Kanye West & Jamie Foxx,7,2004-01-15,2004-01-15
208,9,Suga Suga,Baby Bash ft. Frankie J,22,2004-01-15,2004-01-15
209,10,"Me, Myself And I",Beyonce,10,2004-01-15,2004-01-15
210,11,It's My Life,No Doubt,12,2004-01-15,2004-01-15
211,12,Someday,Nickelback,22,2004-01-15,2004-01-15
212,13,Get Low,Lil Jon & The East Side Boyz ft. Ying Yang Twins,38,2004-01-15,2004-01-15
213,14,Baby Boy,Beyonce ft. Sean Paul,23,2004-01-15,2004-01-15
214,15,Holidae In,Chingy ft. Ludacris & Snoop Dogg,18,2004-01-15,2004-01-15
215,16,Damn!,YoungBloodZ ft. Lil Jon,24,2004-01-15,2004-01-15
216,17,Change Clothes,JAY-Z,10,2004-01-15,2004-01-15
217,18,Read Your Mind,Avant,16,2004-01-15,2004-01-15
218,19,Step In The Name Of Love,R. Kelly,22,2004-01-15,2004-01-15
219,20,White Flag,Dido,18,2004-01-15,2004-01-15
220,21,Numb,Linkin Park,11,2004-01-15,2004-01-15
221,22,The First Cut Is The Deepest,Sheryl Crow,13,2004-01-15,2004-01-15
222,23,Why Don't You & I,Santana ft. Alex Band Or Chad Kroeger,26,2004-01-15,2004-01-15
223,24,Headstrong,Trapt,39,2004-01-15,2004-01-15
224,25,Salt Shaker,Ying Yang Twins ft. Lil Jon & The East Side Boyz,10,2004-01-15,2004-01-15
225,26,Runnin (Dying To Live),Tupac ft. The Notorious B.I.G.,14,2004-01-15,2004-01-15
226,27,Stunt 101,G Unit,12,2004-01-15,2004-01-15
227,28,So Far Away,Staind,25,2004-01-15,2004-01-15
228,29,Gigolo,Nick Cannon ft. R. Kelly,10,2004-01-15,2004-01-15
229,30,Unwell,matchbox twenty,44,2004-01-15,2004-01-15
230,31,Through The Wire,Kanye West,8,2004-01-15,2004-01-15
231,32,Wat Da Hook Gon Be,Murphy Lee ft. Jermaine Dupri,15,2004-01-15,2004-01-15
232,33,Perfect,Simple Plan,12,2004-01-15,2004-01-15
233,34,There Goes My Life,Kenny Chesney,11,2004-01-15,2004-01-15
234,35,Remember When,Alan Jackson,6,2004-01-15,2004-01-15
235,36,Bright Lights,matchbox twenty,17,2004-01-15,2004-01-15
236,37,Invisible,Clay Aiken,9,2004-01-15,2004-01-15
237,38,Shake Ya Tailft.her,"Nelly, P. Diddy & Murphy Lee",30,2004-01-15,2004-01-15
238,39,You Can't Take The Honky Tonk Out Of The Girl,Brooks & Dunn,11,2004-01-15,2004-01-15
239,40,Yeah!,Usher ft. Lil Jon & Ludacris,2,2004-01-15,2004-01-15
240,41,Fallen,Sarah McLachlan,13,2004-01-15,2004-01-15
241,42,Not Today,Mary J. Blige ft. Eve,6,2004-01-15,2004-01-15
242,43,Why Can't I?,Liz Phair,18,2004-01-15,2004-01-15
243,44,The Voice Within,Christina Aguilera,8,2004-01-15,2004-01-15
244,45,With You,Jessica Simpson,4,2004-01-15,2004-01-15
245,46,Hotel,Cassidy ft. R. Kelly,5,2004-01-15,2004-01-15
246,47,F**k It (I Don't Want You Back),Eamon,7,2004-01-15,2004-01-15
247,48,Sorry 2004,Ruben Studdard,3,2004-01-15,2004-01-15
248,49,Gangsta Nation,Westside Connection ft. Nate Dogg,7,2004-01-15,2004-01-15
249,50,Harder To Breathe,Maroon 5,22,2004-01-15,2004-01-15
250,51,I Love This Bar,Toby Keith,20,2004-01-15,2004-01-15
251,52,American Soldier,Toby Keith,4,2004-01-15,2004-01-15
252,53,I Wanna Do It All,Terri Clark,6,2004-01-15,2004-01-15
253,54,Watch The Wind Blow By,Tim McGraw,6,2004-01-15,2004-01-15
254,55,My Baby,Bow Wow ft. Jagged Edge,7,2004-01-15,2004-01-15
255,56,(There's Gotta Be) More To Life,Stacie Orrico,18,2004-01-15,2004-01-15
256,57,More & More,Joe,9,2004-01-15,2004-01-15
257,58,Breathe,Michelle Branch,11,2004-01-15,2004-01-15
258,59,Badaboom,B2K ft. Fabolous,5,2004-01-15,2004-01-15
259,60,Splash Waterfalls,Ludacris,3,2004-01-15,2004-01-15
260,61,Honesty (Write Me A List),Rodney Atkins,16,2004-01-15,2004-01-15
261,62,Little Moments,Brad Paisley,5,2004-01-15,2004-01-15
262,63,She's Not Just A Pretty Face,Shania Twain,7,2004-01-15,2004-01-15
263,64,(I Hate) Everything About You,Three Days Grace,8,2004-01-15,2004-01-15
264,65,Hit That,The Offspring,5,2004-01-15,2004-01-15
265,66,Are You Gonna Be My Girl,Jet,5,2004-01-15,2004-01-15
266,67,Fallen,Mya,8,2004-01-15,2004-01-15
267,68,Forthenight,Musiq,11,2004-01-15,2004-01-15
268,69,Drinkin' Bone,Tracy Byrd,8,2004-01-15,2004-01-15
269,70,My Immortal,Evanescence,2,2004-01-15,2004-01-15
270,71,I Am The Highway,Audioslave,2,2004-01-15,2004-01-15
271,72,In My Daughter's Eyes,Martina McBride,1,2004-01-15,2004-01-15
272,73,Cowboys Like Us,George Strait,16,2004-01-15,2004-01-15
273,74,Clubbin,Marques Houston ft. Joe Budden & Pied Piper,20,2004-01-15,2004-01-15
274,75,Megalomaniac,Incubus,3,2004-01-15,2004-01-15
275,76,Away From Me,Puddle Of Mudd,9,2004-01-15,2004-01-15
276,77,Rubber Band Man,T.I.,2,2004-01-15,2004-01-15
277,78,Hell Yeah,Montgomery Gentry,12,2004-01-15,2004-01-15
278,79,Chicks Dig It,Chris Cagle,12,2004-01-15,2004-01-15
279,80,In My Life,Juvenile ft. Mannie Fresh,3,2004-01-15,2004-01-15
280,81,Stacy's Mom,Fountains Of Wayne,15,2004-01-15,2004-01-15
281,82,Pop That Booty,"Marques Houston ft. Jermaine ""JD"" Dupri",6,2004-01-15,2004-01-15
282,83,Still Frame,Trapt,10,2004-01-15,2004-01-15
283,84,Shake That Monkey,Too Short ft. Lil Jon & The East Side Boyz,9,2004-01-15,2004-01-15
284,85,The Set Up,Obie Trice ft. Nate Dogg,2,2004-01-15,2004-01-15
285,86,I'm Still In Love With You,Sean Paul ft. Sasha,3,2004-01-15,2004-01-15
286,87,Freek-A-Leek,Petey Pablo,3,2004-01-15,2004-01-15
287,88,Gangsta Girl,Big Tymers ft. R. Kelly,4,2004-01-15,2004-01-15
288,89,Long Black Train,Josh Turner,5,2004-01-15,2004-01-15
289,90,Weak And Powerless,A Perfect Circle,17,2004-01-15,2004-01-15
290,91,Neva Eva,Trillville,5,2004-01-15,2004-01-15
291,92,Pass That Dutch,Missy Elliott,14,2004-01-15,2004-01-15
292,93,Knock Knock,Monica,17,2004-01-15,2004-01-15
293,94,Another Postcard (Chimps),Barenaked Ladies,14,2004-01-15,2004-01-15
294,95,Me Against The Music,Britney Spears ft. Madonna,13,2004-01-15,2004-01-15
295,96,Tipsy,J-Kwon,1,2004-01-15,2004-01-15
296,97,Love You More,Ginuwine,12,2004-01-15,2004-01-15
297,98,Alone,Lasgo,4,2004-01-15,2004-01-15
298,99,I Can Only Imagine,MercyMe,11,2004-01-15,2004-01-15
299,100,Walking In Memphis,Lonestar,11,2004-01-15,2004-01-15
300,1,Hey Ya!,OutKast,15,2004-01-22,2004-01-22
301,2,The Way You Move,OutKast ft. Sleepy Brown,18,2004-01-22,2004-01-22
302,3,Milkshake,Kelis,17,2004-01-22,2004-01-22
303,4,You Don't Know My Name,Alicia Keys,11,2004-01-22,2004-01-22
304,5,Slow Jamz,Twista ft. Kanye West & Jamie Foxx,8,2004-01-22,2004-01-22
305,6,Stand Up,Ludacris ft. Shawnna,21,2004-01-22,2004-01-22
306,7,Walked Outta Heaven,Jagged Edge,21,2004-01-22,2004-01-22
307,8,"Me, Myself And I",Beyonce,11,2004-01-22,2004-01-22
308,9,Suga Suga,Baby Bash ft. Frankie J,23,2004-01-22,2004-01-22
309,10,Here Without You,3 Doors Down,22,2004-01-22,2004-01-22
310,11,It's My Life,No Doubt,13,2004-01-22,2004-01-22
311,12,Someday,Nickelback,23,2004-01-22,2004-01-22
312,13,Read Your Mind,Avant,17,2004-01-22,2004-01-22
313,14,Yeah!,Usher ft. Lil Jon & Ludacris,3,2004-01-22,2004-01-22
314,15,Get Low,Lil Jon & The East Side Boyz ft. Ying Yang Twins,39,2004-01-22,2004-01-22
315,16,Numb,Linkin Park,12,2004-01-22,2004-01-22
316,17,Baby Boy,Beyonce ft. Sean Paul,24,2004-01-22,2004-01-22
317,18,White Flag,Dido,19,2004-01-22,2004-01-22
318,19,The First Cut Is The Deepest,Sheryl Crow,14,2004-01-22,2004-01-22
319,20,Damn!,YoungBloodZ ft. Lil Jon,25,2004-01-22,2004-01-22
320,21,Holidae In,Chingy ft. Ludacris & Snoop Dogg,19,2004-01-22,2004-01-22
321,22,Step In The Name Of Love,R. Kelly,23,2004-01-22,2004-01-22
322,23,Change Clothes,JAY-Z,11,2004-01-22,2004-01-22
323,24,Salt Shaker,Ying Yang Twins ft. Lil Jon & The East Side Boyz,11,2004-01-22,2004-01-22
324,25,Why Don't You & I,Santana ft. Alex Band Or Chad Kroeger,27,2004-01-22,2004-01-22
325,26,Through The Wire,Kanye West,9,2004-01-22,2004-01-22
326,27,Gigolo,Nick Cannon ft. R. Kelly,11,2004-01-22,2004-01-22
327,28,Runnin (Dying To Live),Tupac ft. The Notorious B.I.G.,15,2004-01-22,2004-01-22
328,29,Perfect,Simple Plan,13,2004-01-22,2004-01-22
329,30,Remember When,Alan Jackson,7,2004-01-22,2004-01-22
330,31,There Goes My Life,Kenny Chesney,12,2004-01-22,2004-01-22
331,32,Headstrong,Trapt,40,2004-01-22,2004-01-22
332,33,So Far Away,Staind,26,2004-01-22,2004-01-22
333,34,Unwell,matchbox twenty,45,2004-01-22,2004-01-22
334,35,Sorry 2004,Ruben Studdard,4,2004-01-22,2004-01-22
335,36,F**k It (I Don't Want You Back),Eamon,8,2004-01-22,2004-01-22
336,37,Wat Da Hook Gon Be,Murphy Lee ft. Jermaine Dupri,16,2004-01-22,2004-01-22
337,38,With You,Jessica Simpson,5,2004-01-22,2004-01-22
338,39,You Can't Take The Honky Tonk Out Of The Girl,Brooks & Dunn,12,2004-01-22,2004-01-22
339,40,Gangsta Nation,Westside Connection ft. Nate Dogg,8,2004-01-22,2004-01-22
340,41,The Voice Within,Christina Aguilera,9,2004-01-22,2004-01-22
341,42,Hotel,Cassidy ft. R. Kelly,6,2004-01-22,2004-01-22
342,43,Stunt 101,G Unit,13,2004-01-22,2004-01-22
343,44,American Soldier,Toby Keith,5,2004-01-22,2004-01-22
344,45,Bright Lights,matchbox twenty,18,2004-01-22,2004-01-22
345,46,Splash Waterfalls,Ludacris,4,2004-01-22,2004-01-22
346,47,Fallen,Sarah McLachlan,14,2004-01-22,2004-01-22
347,48,Invisible,Clay Aiken,10,2004-01-22,2004-01-22
348,49,I Wanna Do It All,Terri Clark,7,2004-01-22,2004-01-22
349,50,Watch The Wind Blow By,Tim McGraw,7,2004-01-22,2004-01-22
350,51,Not Today,Mary J. Blige ft. Eve,7,2004-01-22,2004-01-22
351,52,Why Can't I?,Liz Phair,19,2004-01-22,2004-01-22
352,53,Little Moments,Brad Paisley,6,2004-01-22,2004-01-22
353,54,More & More,Joe,10,2004-01-22,2004-01-22
354,55,My Baby,Bow Wow ft. Jagged Edge,8,2004-01-22,2004-01-22
355,56,She's Not Just A Pretty Face,Shania Twain,8,2004-01-22,2004-01-22
356,57,Honesty (Write Me A List),Rodney Atkins,17,2004-01-22,2004-01-22
357,58,In My Daughter's Eyes,Martina McBride,2,2004-01-22,2004-01-22
358,59,Badaboom,B2K ft. Fabolous,6,2004-01-22,2004-01-22
359,60,Drinkin' Bone,Tracy Byrd,9,2004-01-22,2004-01-22
360,61,My Immortal,Evanescence,3,2004-01-22,2004-01-22
361,62,(There's Gotta Be) More To Life,Stacie Orrico,19,2004-01-22,2004-01-22
362,63,Breathe,Michelle Branch,12,2004-01-22,2004-01-22
363,64,(I Hate) Everything About You,Three Days Grace,9,2004-01-22,2004-01-22
364,65,Are You Gonna Be My Girl,Jet,6,2004-01-22,2004-01-22
