,Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week
31,32,(There's No Place Like) Home For The Holidays,Perry Como,2,2019-01-01,2019-01-01
32,33,Leave Me Alone,Flipp Dinero,15,2019-01-01,2019-01-01
33,34,White Christmas,Bing Crosby,15,2019-01-01,2019-01-01
34,35,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,2,2019-01-01,2019-01-01
35,36,Going Bad,Meek Mill ft. Drake,4,2019-01-01,2019-01-01
36,37,A Lot,21 Savage,1,2019-01-01,2019-01-01
37,38,Trip,Ella Mai,21,2019-01-01,2019-01-01
38,39,I Like It,"Cardi B, Bad Bunny & J Balvin",38,2019-01-01,2019-01-01
39,40,Blue Christmas,Elvis Presley,1,2019-01-01,2019-01-01
40,41,Speechless,Dan + Shay,16,2019-01-01,2019-01-01
41,42,Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,2,2019-01-01,2019-01-01
42,43,Christmas (Baby Please Come Home),Darlene Love,2,2019-01-01,2019-01-01
43,44,Underneath The Tree,Kelly Clarkson,4,2019-01-01,2019-01-01
44,45,Run Rudolph Run,Chuck Berry,4,2019-01-01,2019-01-01
45,46,Natural,Imagine Dragons,23,2019-01-01,2019-01-01
46,47,Wow.,Post Malone,1,2019-01-01,2019-01-01
47,48,Love Lies,Khalid & Normani,45,2019-01-01,2019-01-01
48,49,Jingle Bells,Frank Sinatra,1,2019-01-01,2019-01-01
49,50,Beautiful,Bazzi ft. Camila Cabello,21,2019-01-01,2019-01-01
50,51,Better,Khalid,15,2019-01-01,2019-01-01
51,52,Shallow,Lady Gaga & Bradley Cooper,13,2019-01-01,2019-01-01
52,53,Cozy Little Christmas,Katy Perry,2,2019-01-01,2019-01-01
53,54,She Got The Best Of Me,Luke Combs,20,2019-01-01,2019-01-01
54,55,The Christmas Song,Lauren Daigle,2,2019-01-01,2019-01-01
55,56,Uproar,Lil Wayne,13,2019-01-01,2019-01-01
56,57,Swervin,A Boogie Wit da Hoodie ft. 6ix9ine,1,2019-01-01,2019-01-01
57,58,Can't Leave Without It,21 Savage,1,2019-01-01,2019-01-01
58,59,You Say,Lauren Daigle,24,2019-01-01,2019-01-01
59,60,Close To Me,Ellie Goulding X Diplo ft. Swae Lee,6,2019-01-01,2019-01-01
60,61,Best Shot,Jimmie Allen,15,2019-01-01,2019-01-01
61,62,Dangerous,Meek Mill ft. Jeremih & PnB Rock,19,2019-01-01,2019-01-01
62,63,Be Alright,Dean Lewis,9,2019-01-01,2019-01-01
63,64,Drunk Me,Mitchell Tenpenny,20,2019-01-01,2019-01-01
64,65,Startender,A Boogie Wit da Hoodie ft. Offset & Tyga,1,2019-01-01,2019-01-01
65,66,Look Back At It,A Boogie Wit da Hoodie,3,2019-01-01,2019-01-01
66,67,All My Friends,21 Savage,1,2019-01-01,2019-01-01
67,68,BAD!,XXXTENTACION,7,2019-01-01,2019-01-01
68,69,Backin' It Up,Pardison Fontaine ft. Cardi B,11,2019-01-01,2019-01-01
69,70,Break Da Law,21 Savage,1,2019-01-01,2019-01-01
70,71,Imagine,Ariana Grande,2,2019-01-01,2019-01-01
71,72,Talk To Me,Tory Lanez & Rich The Kid,9,2019-01-01,2019-01-01
72,73,Monster,21 Savage,1,2019-01-01,2019-01-01
73,74,Calling My Spirit,Kodak Black,4,2019-01-01,2019-01-01
74,75,Consequences,Camila Cabello,8,2019-01-01,2019-01-01
75,76,Armed And Dangerous,Juice WRLD,7,2019-01-01,2019-01-01
76,77,Arms Around You,XXXTENTACION x Lil Pump ft. Maluma & Swae Lee,9,2019-01-01,2019-01-01
77,78,Nothing Breaks Like A Heart,Mark Ronson ft. Miley Cyrus,4,2019-01-01,2019-01-01
78,79,Sixteen,Thomas Rhett,7,2019-01-01,2019-01-01
79,80,Burning Man,Dierks Bentley ft. Brothers Osborne,10,2019-01-01,2019-01-01
80,81,Beautiful Crazy,Luke Combs,7,2019-01-01,2019-01-01
81,82,When The Party's Over,Billie Eilish,10,2019-01-01,2019-01-01
82,83,Sweet But Psycho,Ava Max,2,2019-01-01,2019-01-01
83,84,This Feeling,The Chainsmokers ft. Kelsea Ballerini,11,2019-01-01,2019-01-01
84,85,You,Jacquees,5,2019-01-01,2019-01-01
85,86,1.5,21 Savage,1,2019-01-01,2019-01-01
86,87,Girl Like You,Jason Aldean,5,2019-01-01,2019-01-01
87,88,Out For The Night,21 Savage,1,2019-01-01,2019-01-01
88,89,Good Girl,Dustin Lynch,7,2019-01-01,2019-01-01
89,90,No Stylist,French Montana ft. Drake,14,2019-01-01,2019-01-01
90,91,Lovely,Billie Eilish & Khalid,9,2019-01-01,2019-01-01
91,92,Ella Quiere Beber,Anuel AA & Romeo Santos,8,2019-01-01,2019-01-01
92,93,Gun Smoke,21 Savage,1,2019-01-01,2019-01-01
93,94,Demons And Angels,A Boogie Wit da Hoodie ft. Juice WRLD,1,2019-01-01,2019-01-01
94,95,ASMR,21 Savage,1,2019-01-01,2019-01-01
95,96,Last Shot,Kip Moore,6,2019-01-01,2019-01-01
96,97,Fine China,Future & Juice WRLD,10,2019-01-01,2019-01-01
97,98,Envy Me,Calboy,2,2019-01-01,2019-01-01
98,99,Lost In Japan,Shawn Mendes X Zedd,14,2019-01-01,2019-01-01
99,100,This Is It,Scotty McCreery,3,2019-01-01,2019-01-01
100,1,Without Me,Halsey,13,2019-01-08,2019-01-08
101,2,"Thank U, Next",Ariana Grande,9,2019-01-08,2019-01-08
102,3,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,11,2019-01-08,2019-01-08
103,4,Sicko Mode,Travis Scott,22,2019-01-08,2019-01-08
104,5,High Hopes,Panic! At The Disco,22,2019-01-08,2019-01-08
105,6,Happier,Marshmello & Bastille,20,2019-01-08,2019-01-08
106,7,Girls Like You,Maroon 5 ft. Cardi B,32,2019-01-08,2019-01-08
107,8,Drip Too Hard,Lil Baby & Gunna,16,2019-01-08,2019-01-08
108,9,ZEZE,Kodak Black ft. Travis Scott & Offset,12,2019-01-08,2019-01-08
109,10,Better Now,Post Malone,36,2019-01-08,2019-01-08
110,11,Eastside,"benny blanco, Halsey & Khalid",25,2019-01-08,2019-01-08
111,12,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,16,2019-01-08,2019-01-08
112,13,Wow.,Post Malone,2,2019-01-08,2019-01-08
113,14,Youngblood,5 Seconds Of Summer,31,2019-01-08,2019-01-08
114,15,Mo Bamba,Sheck Wes,19,2019-01-08,2019-01-08
115,16,Breathin,Ariana Grande,20,2019-01-08,2019-01-08
116,17,Money,Cardi B,11,2019-01-08,2019-01-08
117,18,Lucid Dreams,Juice WRLD,34,2019-01-08,2019-01-08
118,19,Taki Taki,"DJ Snake ft. Selena Gomez, Ozuna & Cardi B",14,2019-01-08,2019-01-08
119,20,MIA,Bad Bunny ft. Drake,12,2019-01-08,2019-01-08
120,21,Going Bad,Meek Mill ft. Drake,5,2019-01-08,2019-01-08
121,22,Leave Me Alone,Flipp Dinero,16,2019-01-08,2019-01-08
122,23,Trip,Ella Mai,22,2019-01-08,2019-01-08
123,24,Speechless,Dan + Shay,17,2019-01-08,2019-01-08
124,25,Natural,Imagine Dragons,24,2019-01-08,2019-01-08
125,26,I Like It,"Cardi B, Bad Bunny & J Balvin",39,2019-01-08,2019-01-08
126,27,Love Lies,Khalid & Normani,46,2019-01-08,2019-01-08
127,28,Beautiful,Bazzi ft. Camila Cabello,22,2019-01-08,2019-01-08
128,29,Shallow,Lady Gaga & Bradley Cooper,14,2019-01-08,2019-01-08
129,30,Better,Khalid,16,2019-01-08,2019-01-08
130,31,She Got The Best Of Me,Luke Combs,21,2019-01-08,2019-01-08
131,32,Baby Shark,Pinkfong,1,2019-01-08,2019-01-08
132,33,Close To Me,Ellie Goulding X Diplo ft. Swae Lee,7,2019-01-08,2019-01-08
133,34,You Say,Lauren Daigle,25,2019-01-08,2019-01-08
134,35,Uproar,Lil Wayne,14,2019-01-08,2019-01-08
135,36,A Lot,21 Savage,2,2019-01-08,2019-01-08
136,37,Best Shot,Jimmie Allen,16,2019-01-08,2019-01-08
137,38,Swervin,A Boogie Wit da Hoodie ft. 6ix9ine,2,2019-01-08,2019-01-08
138,39,Drunk Me,Mitchell Tenpenny,21,2019-01-08,2019-01-08
139,40,Be Alright,Dean Lewis,10,2019-01-08,2019-01-08
140,41,Sweet But Psycho,Ava Max,3,2019-01-08,2019-01-08
141,42,Sixteen,Thomas Rhett,8,2019-01-08,2019-01-08
142,43,Talk To Me,Tory Lanez & Rich The Kid,10,2019-01-08,2019-01-08
143,44,Backin' It Up,Pardison Fontaine ft. Cardi B,12,2019-01-08,2019-01-08
144,45,Burning Man,Dierks Bentley ft. Brothers Osborne,11,2019-01-08,2019-01-08
145,46,Dangerous,Meek Mill ft. Jeremih & PnB Rock,20,2019-01-08,2019-01-08
146,47,Good Girl,Dustin Lynch,8,2019-01-08,2019-01-08
147,48,Beautiful Crazy,Luke Combs,8,2019-01-08,2019-01-08
148,49,Nothing Breaks Like A Heart,Mark Ronson ft. Miley Cyrus,5,2019-01-08,2019-01-08
149,50,This Feeling,The Chainsmokers ft. Kelsea Ballerini,12,2019-01-08,2019-01-08
150,51,Consequences,Camila Cabello,9,2019-01-08,2019-01-08
151,52,Girl Like You,Jason Aldean,6,2019-01-08,2019-01-08
152,53,Last Shot,Kip Moore,7,2019-01-08,2019-01-08
153,54,Look Back At It,A Boogie Wit da Hoodie,4,2019-01-08,2019-01-08
154,55,Arms Around You,XXXTENTACION x Lil Pump ft. Maluma & Swae Lee,10,2019-01-08,2019-01-08
155,56,Armed And Dangerous,Juice WRLD,8,2019-01-08,2019-01-08
156,57,This Is It,Scotty McCreery,4,2019-01-08,2019-01-08
157,58,Calling My Spirit,Kodak Black,5,2019-01-08,2019-01-08
158,59,You,Jacquees,6,2019-01-08,2019-01-08
159,60,No Stylist,French Montana ft. Drake,15,2019-01-08,2019-01-08
160,61,Startender,A Boogie Wit da Hoodie ft. Offset & Tyga,2,2019-01-08,2019-01-08
161,62,Electricity,Silk City x Dua Lipa,7,2019-01-08,2019-01-08
162,63,Imagine,Ariana Grande,3,2019-01-08,2019-01-08
163,64,Ella Quiere Beber,Anuel AA & Romeo Santos,9,2019-01-08,2019-01-08
164,65,Can't Leave Without It,21 Savage,2,2019-01-08,2019-01-08
165,66,Envy Me,Calboy,3,2019-01-08,2019-01-08
166,67,Smile (Living My Best Life),Lil' Duval ft. Snoop Dogg & Ball Greezy,18,2019-01-08,2019-01-08
167,68,When The Party's Over,Billie Eilish,11,2019-01-08,2019-01-08
168,69,Millionaire,Chris Stapleton,4,2019-01-08,2019-01-08
169,70,BAD!,XXXTENTACION,8,2019-01-08,2019-01-08
170,71,Lost In Japan,Shawn Mendes X Zedd,15,2019-01-08,2019-01-08
171,72,Pure Cocaine,Lil Baby,4,2019-01-08,2019-01-08
172,73,Lovely,Billie Eilish & Khalid,10,2019-01-08,2019-01-08
173,74,Fine China,Future & Juice WRLD,11,2019-01-08,2019-01-08
174,75,Take It From Me,Jordan Davis,1,2019-01-08,2019-01-08
175,76,What Makes You Country,Luke Bryan,1,2019-01-08,2019-01-08
176,77,Yosemite,Travis Scott,11,2019-01-08,2019-01-08
177,78,Monster,21 Savage,2,2019-01-08,2019-01-08
178,79,Blue Tacoma,Russell Dickerson,16,2019-01-08,2019-01-08
179,80,Down To The Honkytonk,Jake Owen,1,2019-01-08,2019-01-08
180,81,Close Friends,Lil Baby,12,2019-01-08,2019-01-08
181,82,Love Someone,Lukas Graham,1,2019-01-08,2019-01-08
182,83,Love Wins,Carrie Underwood,1,2019-01-08,2019-01-08
183,84,KIKA,6ix9ine ft. Tory Lanez,5,2019-01-08,2019-01-08
184,85,Nuketown,Ski Mask The Slump God ft. Juice WRLD,4,2019-01-08,2019-01-08
185,86,Ruin My Life,Zara Larsson,1,2019-01-08,2019-01-08
186,87,Body,Loud Luxury ft. Brando,1,2019-01-08,2019-01-08
187,88,Dip,Tyga & Nicki Minaj,7,2019-01-08,2019-01-08
188,89,Good Form,Nicki Minaj ft. Lil Wayne,4,2019-01-08,2019-01-08
189,90,Demons And Angels,A Boogie Wit da Hoodie ft. Juice WRLD,2,2019-01-08,2019-01-08
190,91,Here Tonight,Brett Young,1,2019-01-08,2019-01-08
191,92,Burn Out,Midland,1,2019-01-08,2019-01-08
192,93,Solo de Mi,Bad Bunny,1,2019-01-08,2019-01-08
193,94,Lucky You,Eminem ft. Joyner Lucas,13,2019-01-08,2019-01-08
194,95,Roses,benny blanco & Juice WRLD ft. Brendon Urie,1,2019-01-08,2019-01-08
195,96,whoa (mind in awe),XXXTENTACION,3,2019-01-08,2019-01-08
196,97,All My Friends,21 Savage,2,2019-01-08,2019-01-08
197,98,Make It Sweet,Old Dominion,1,2019-01-08,2019-01-08
198,99,Ocean Eyes,Billie Eilish,3,2019-01-08,2019-01-08
199,100,idontwannabeyouanymore,Billie Eilish,1,2019-01-08,2019-01-08
200,1,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,12,2019-01-15,2019-01-15
201,2,Without Me,Halsey,14,2019-01-15,2019-01-15
202,3,"Thank U, Next",Ariana Grande,10,2019-01-15,2019-01-15
203,4,Sicko Mode,Travis Scott,23,2019-01-15,2019-01-15
204,5,High Hopes,Panic! At The Disco,23,2019-01-15,2019-01-15
205,6,Happier,Marshmello & Bastille,21,2019-01-15,2019-01-15
206,7,Girls Like You,Maroon 5 ft. Cardi B,33,2019-01-15,2019-01-15
207,8,Drip Too Hard,Lil Baby & Gunna,17,2019-01-15,2019-01-15
208,9,Eastside,"benny blanco, Halsey & Khalid",26,2019-01-15,2019-01-15
209,10,ZEZE,Kodak Black ft. Travis Scott & Offset,13,2019-01-15,2019-01-15
210,11,Wow.,Post Malone,3,2019-01-15,2019-01-15
211,12,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,17,2019-01-15,2019-01-15
212,13,Better Now,Post Malone,37,2019-01-15,2019-01-15
213,14,Mo Bamba,Sheck Wes,20,2019-01-15,2019-01-15
214,15,Breathin,Ariana Grande,21,2019-01-15,2019-01-15
215,16,Youngblood,5 Seconds Of Summer,32,2019-01-15,2019-01-15
216,17,Money,Cardi B,12,2019-01-15,2019-01-15
217,18,Going Bad,Meek Mill ft. Drake,6,2019-01-15,2019-01-15
218,19,Taki Taki,"DJ Snake ft. Selena Gomez, Ozuna & Cardi B",15,2019-01-15,2019-01-15
219,20,MIA,Bad Bunny ft. Drake,13,2019-01-15,2019-01-15
220,21,Leave Me Alone,Flipp Dinero,17,2019-01-15,2019-01-15
221,22,Lucid Dreams,Juice WRLD,35,2019-01-15,2019-01-15
222,23,Shallow,Lady Gaga & Bradley Cooper,15,2019-01-15,2019-01-15
223,24,Better,Khalid,17,2019-01-15,2019-01-15
224,25,Speechless,Dan + Shay,18,2019-01-15,2019-01-15
225,26,Trip,Ella Mai,23,2019-01-15,2019-01-15
226,27,Beautiful,Bazzi ft. Camila Cabello,23,2019-01-15,2019-01-15
227,28,Love Lies,Khalid & Normani,47,2019-01-15,2019-01-15
228,29,Natural,Imagine Dragons,25,2019-01-15,2019-01-15
229,30,I Like It,"Cardi B, Bad Bunny & J Balvin",40,2019-01-15,2019-01-15
230,31,Close To Me,Ellie Goulding X Diplo ft. Swae Lee,8,2019-01-15,2019-01-15
231,32,She Got The Best Of Me,Luke Combs,22,2019-01-15,2019-01-15
232,33,A Lot,21 Savage,3,2019-01-15,2019-01-15
233,34,You Say,Lauren Daigle,26,2019-01-15,2019-01-15
234,35,Undecided,Chris Brown,1,2019-01-15,2019-01-15
235,36,Uproar,Lil Wayne,15,2019-01-15,2019-01-15
236,37,Sweet But Psycho,Ava Max,4,2019-01-15,2019-01-15
237,38,Baby Shark,Pinkfong,2,2019-01-15,2019-01-15
238,39,Best Shot,Jimmie Allen,17,2019-01-15,2019-01-15
239,40,Swervin,A Boogie Wit da Hoodie ft. 6ix9ine,3,2019-01-15,2019-01-15
240,41,Beautiful Crazy,Luke Combs,9,2019-01-15,2019-01-15
241,42,Be Alright,Dean Lewis,11,2019-01-15,2019-01-15
242,43,Nothing Breaks Like A Heart,Mark Ronson ft. Miley Cyrus,6,2019-01-15,2019-01-15
243,44,Good Girl,Dustin Lynch,9,2019-01-15,2019-01-15
244,45,Sixteen,Thomas Rhett,9,2019-01-15,2019-01-15
245,46,Crushed Up,Future,1,2019-01-15,2019-01-15
246,47,Burning Man,Dierks Bentley ft. Brothers Osborne,12,2019-01-15,2019-01-15
247,48,Backin' It Up,Pardison Fontaine ft. Cardi B,13,2019-01-15,2019-01-15
248,49,Look Back At It,A Boogie Wit da Hoodie,5,2019-01-15,2019-01-15
249,50,Girl Like You,Jason Aldean,7,2019-01-15,2019-01-15
250,51,This Feeling,The Chainsmokers ft. Kelsea Ballerini,13,2019-01-15,2019-01-15
251,52,Consequences,Camila Cabello,10,2019-01-15,2019-01-15
252,53,This Is It,Scotty McCreery,5,2019-01-15,2019-01-15
253,54,Armed And Dangerous,Juice WRLD,9,2019-01-15,2019-01-15
254,55,Arms Around You,XXXTENTACION x Lil Pump ft. Maluma & Swae Lee,11,2019-01-15,2019-01-15
255,56,Calling My Spirit,Kodak Black,6,2019-01-15,2019-01-15
256,57,Talk To Me,Tory Lanez & Rich The Kid,11,2019-01-15,2019-01-15
257,58,You,Jacquees,7,2019-01-15,2019-01-15
258,59,Startender,A Boogie Wit da Hoodie ft. Offset & Tyga,3,2019-01-15,2019-01-15
259,60,Last Shot,Kip Moore,8,2019-01-15,2019-01-15
260,61,No Stylist,French Montana ft. Drake,16,2019-01-15,2019-01-15
261,62,Electricity,Silk City x Dua Lipa,8,2019-01-15,2019-01-15
262,63,Envy Me,Calboy,4,2019-01-15,2019-01-15
263,64,Ella Quiere Beber,Anuel AA & Romeo Santos,10,2019-01-15,2019-01-15
264,65,Lovely,Billie Eilish & Khalid,11,2019-01-15,2019-01-15
265,66,Pure Cocaine,Lil Baby,5,2019-01-15,2019-01-15
266,67,Millionaire,Chris Stapleton,5,2019-01-15,2019-01-15
267,68,When The Party's Over,Billie Eilish,12,2019-01-15,2019-01-15
268,69,Take It From Me,Jordan Davis,2,2019-01-15,2019-01-15
269,70,Can't Leave Without It,21 Savage,3,2019-01-15,2019-01-15
270,71,Yosemite,Travis Scott,12,2019-01-15,2019-01-15
271,72,Fine China,Future & Juice WRLD,12,2019-01-15,2019-01-15
272,73,Imagine,Ariana Grande,4,2019-01-15,2019-01-15
273,74,What Makes You Country,Luke Bryan,2,2019-01-15,2019-01-15
274,75,Down To The Honkytonk,Jake Owen,2,2019-01-15,2019-01-15
275,76,Ruin My Life,Zara Larsson,2,2019-01-15,2019-01-15
276,77,BAD!,XXXTENTACION,9,2019-01-15,2019-01-15
277,78,Smile (Living My Best Life),Lil' Duval ft. Snoop Dogg & Ball Greezy,19,2019-01-15,2019-01-15
278,79,Blue Tacoma,Russell Dickerson,17,2019-01-15,2019-01-15
279,80,Body,Loud Luxury ft. Brando,2,2019-01-15,2019-01-15
280,81,Butterfly Doors,Lil Pump,1,2019-01-15,2019-01-15
281,82,Love Someone,Lukas Graham,2,2019-01-15,2019-01-15
282,83,Space Cadet,Metro Boomin ft. Gunna,5,2019-01-15,2019-01-15
283,84,Lost In Japan,Shawn Mendes X Zedd,16,2019-01-15,2019-01-15
284,85,Love Wins,Carrie Underwood,2,2019-01-15,2019-01-15
285,86,Nuketown,Ski Mask The Slump God ft. Juice WRLD,5,2019-01-15,2019-01-15
286,87,Valuable Pain,YoungBoy Never Broke Again,1,2019-01-15,2019-01-15
287,88,Here Tonight,Brett Young,2,2019-01-15,2019-01-15
288,89,Close Friends,Lil Baby,13,2019-01-15,2019-01-15
289,90,Monster,21 Savage,3,2019-01-15,2019-01-15
290,91,Roses,benny blanco & Juice WRLD ft. Brendon Urie,2,2019-01-15,2019-01-15
291,92,Make It Sweet,Old Dominion,2,2019-01-15,2019-01-15
292,93,Burn Out,Midland,2,2019-01-15,2019-01-15
293,94,Good Form,Nicki Minaj ft. Lil Wayne,5,2019-01-15,2019-01-15
294,95,Demons And Angels,A Boogie Wit da Hoodie ft. Juice WRLD,3,2019-01-15,2019-01-15
295,96,KIKA,6ix9ine ft. Tory Lanez,6,2019-01-15,2019-01-15
296,97,Ocean Eyes,Billie Eilish,4,2019-01-15,2019-01-15
297,98,idontwannabeyouanymore,Billie Eilish,2,2019-01-15,2019-01-15
298,99,Dip,Tyga & Nicki Minaj,8,2019-01-15,2019-01-15
299,100,Lucky You,Eminem ft. Joyner Lucas,14,2019-01-15,2019-01-15
300,1,Without Me,Halsey,15,2019-01-22,2019-01-22
301,2,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,13,2019-01-22,2019-01-22
302,3,Sicko Mode,Travis Scott,24,2019-01-22,2019-01-22
303,4,High Hopes,Panic! At The Disco,24,2019-01-22,2019-01-22
304,5,"Thank U, Next",Ariana Grande,11,2019-01-22,2019-01-22
305,6,Happier,Marshmello & Bastille,22,2019-01-22,2019-01-22
306,7,Girls Like You,Maroon 5 ft. Cardi B,34,2019-01-22,2019-01-22
307,8,Drip Too Hard,Lil Baby & Gunna,18,2019-01-22,2019-01-22
308,9,Wow.,Post Malone,4,2019-01-22,2019-01-22
309,10,ZEZE,Kodak Black ft. Travis Scott & Offset,14,2019-01-22,2019-01-22
310,11,Eastside,"benny blanco, Halsey & Khalid",27,2019-01-22,2019-01-22
311,12,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,18,2019-01-22,2019-01-22
312,13,Money,Cardi B,13,2019-01-22,2019-01-22
313,14,Mo Bamba,Sheck Wes,21,2019-01-22,2019-01-22
314,15,Better Now,Post Malone,38,2019-01-22,2019-01-22
315,16,Youngblood,5 Seconds Of Summer,33,2019-01-22,2019-01-22
316,17,Going Bad,Meek Mill ft. Drake,7,2019-01-22,2019-01-22
317,18,Breathin,Ariana Grande,22,2019-01-22,2019-01-22
318,19,Taki Taki,"DJ Snake ft. Selena Gomez, Ozuna & Cardi B",16,2019-01-22,2019-01-22
319,20,MIA,Bad Bunny ft. Drake,14,2019-01-22,2019-01-22
320,21,Leave Me Alone,Flipp Dinero,18,2019-01-22,2019-01-22
321,22,Better,Khalid,18,2019-01-22,2019-01-22
322,23,Lucid Dreams,Juice WRLD,36,2019-01-22,2019-01-22
323,24,Shallow,Lady Gaga & Bradley Cooper,16,2019-01-22,2019-01-22
324,25,Speechless,Dan + Shay,19,2019-01-22,2019-01-22
325,26,Beautiful,Bazzi ft. Camila Cabello,24,2019-01-22,2019-01-22
326,27,Lost In The Fire,Gesaffelstein & The Weeknd,1,2019-01-22,2019-01-22
327,28,Love Lies,Khalid & Normani,48,2019-01-22,2019-01-22
328,29,Trip,Ella Mai,24,2019-01-22,2019-01-22
329,30,I Like It,"Cardi B, Bad Bunny & J Balvin",41,2019-01-22,2019-01-22
330,31,Natural,Imagine Dragons,26,2019-01-22,2019-01-22
331,32,Close To Me,Ellie Goulding X Diplo ft. Swae Lee,9,2019-01-22,2019-01-22
332,33,Dancing With A Stranger,Sam Smith & Normani,1,2019-01-22,2019-01-22
333,34,A Lot,21 Savage,4,2019-01-22,2019-01-22
334,35,You Say,Lauren Daigle,27,2019-01-22,2019-01-22
335,36,Sweet But Psycho,Ava Max,5,2019-01-22,2019-01-22
336,37,Baby Shark,Pinkfong,3,2019-01-22,2019-01-22
337,38,She Got The Best Of Me,Luke Combs,23,2019-01-22,2019-01-22
338,39,Swervin,A Boogie Wit da Hoodie ft. 6ix9ine,4,2019-01-22,2019-01-22
339,40,Look Back At It,A Boogie Wit da Hoodie,6,2019-01-22,2019-01-22
340,41,Envy Me,Calboy,5,2019-01-22,2019-01-22
341,42,Beautiful Crazy,Luke Combs,10,2019-01-22,2019-01-22
342,43,Sixteen,Thomas Rhett,10,2019-01-22,2019-01-22
343,44,Be Alright,Dean Lewis,12,2019-01-22,2019-01-22
344,45,Backin' It Up,Pardison Fontaine ft. Cardi B,14,2019-01-22,2019-01-22
345,46,Girl Like You,Jason Aldean,8,2019-01-22,2019-01-22
346,47,Burning Man,Dierks Bentley ft. Brothers Osborne,13,2019-01-22,2019-01-22
347,48,Best Shot,Jimmie Allen,18,2019-01-22,2019-01-22
348,49,Uproar,Lil Wayne,16,2019-01-22,2019-01-22
349,50,Nothing Breaks Like A Heart,Mark Ronson ft. Miley Cyrus,7,2019-01-22,2019-01-22
350,51,This Feeling,The Chainsmokers ft. Kelsea Ballerini,14,2019-01-22,2019-01-22
351,52,This Is It,Scotty McCreery,6,2019-01-22,2019-01-22
352,53,Good Girl,Dustin Lynch,10,2019-01-22,2019-01-22
353,54,Twerk,City Girls ft. Cardi B,2,2019-01-22,2019-01-22
354,55,Calling My Spirit,Kodak Black,7,2019-01-22,2019-01-22
355,56,Undecided,Chris Brown,2,2019-01-22,2019-01-22
356,57,Saturday Nights,Khalid & Kane Brown,2,2019-01-22,2019-01-22
357,58,Armed And Dangerous,Juice WRLD,10,2019-01-22,2019-01-22
358,59,Crushed Up,Future,2,2019-01-22,2019-01-22
