,Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week
156,57,When She Says Baby,Jason Aldean,5,2014-01-08,2014-01-08
157,58,The Fox,Ylvis,17,2014-01-08,2014-01-08
158,59,All That Matters,Justin Bieber,5,2014-01-08,2014-01-08
159,60,TKO,Justin Timberlake,15,2014-01-08,2014-01-08
160,61,Sweet Annie,Zac Brown Band,11,2014-01-08,2014-01-08
161,62,Love Me Again,John Newman,6,2014-01-08,2014-01-08
162,63,The Language,Drake,10,2014-01-08,2014-01-08
163,64,Survival,Eminem,12,2014-01-08,2014-01-08
164,65,Do You Want To Build A Snowman?,"Kristen Bell, Agatha Lee Monn & Katie Lopez",1,2014-01-08,2014-01-08
165,66,Hey Brother,Avicii,4,2014-01-08,2014-01-08
166,67,We Were Us,Keith Urban And Miranda Lambert,16,2014-01-08,2014-01-08
167,68,All Of Me,John Legend,12,2014-01-08,2014-01-08
168,69,Don't Let Me Be Lonely,The Band Perry,11,2014-01-08,2014-01-08
169,70,Friday Night,Eric Paslay,11,2014-01-08,2014-01-08
170,71,Alone Together,Fall Out Boy,5,2014-01-08,2014-01-08
171,72,Compass,Lady Antebellum,8,2014-01-08,2014-01-08
172,73,XO,Beyonce,2,2014-01-08,2014-01-08
173,74,For The First Time In Forever,Kristen Bell & Idina Menzel,1,2014-01-08,2014-01-08
174,75,Radio,Darius Rucker,11,2014-01-08,2014-01-08
175,76,I Luv This Sh*t,August Alsina ft. Trinidad James,17,2014-01-08,2014-01-08
176,77,Sunny And 75,Joe Nichols,18,2014-01-08,2014-01-08
177,78,Up All Night,Jon Pardi,7,2014-01-08,2014-01-08
178,79,See You Tonight,Scotty McCreery,5,2014-01-08,2014-01-08
179,80,Bottoms Up,Brantley Gilbert,2,2014-01-08,2014-01-08
180,81,Bounce It,Juicy J ft. Wale & Trey Songz,18,2014-01-08,2014-01-08
181,82,Mine,Beyonce ft. Drake,2,2014-01-08,2014-01-08
182,83,Everybody's Got Somebody But Me,Hunter Hayes ft. Jason Mraz,8,2014-01-08,2014-01-08
183,84,Up Down (Do This All Day),T-Pain ft. B.o.B,6,2014-01-08,2014-01-08
184,85,Talk Dirty,Jason Derulo ft. 2 Chainz,2,2014-01-08,2014-01-08
185,86,Helluva Life,Frankie Ballard,4,2014-01-08,2014-01-08
186,87,Waiting For Superman,Daughtry,7,2014-01-08,2014-01-08
187,88,Heart Attack,Enrique Iglesias,2,2014-01-08,2014-01-08
188,89,Gorilla,Bruno Mars,16,2014-01-08,2014-01-08
189,90,Honest,Future,16,2014-01-08,2014-01-08
190,91,Perfume,Britney Spears,5,2014-01-08,2014-01-08
191,92,Do I Wanna Know?,Arctic Monkeys,4,2014-01-08,2014-01-08
192,93,The Heart Of Dixie,Danielle Bradbery,4,2014-01-08,2014-01-08
193,94,I Hold On,Dierks Bentley,2,2014-01-08,2014-01-08
194,95,Worst Behavior,Drake,3,2014-01-08,2014-01-08
195,96,Neon Lights,Demi Lovato,1,2014-01-08,2014-01-08
196,97,Lolly,Maejor Ali ft. Juicy J & Justin Bieber,4,2014-01-08,2014-01-08
197,98,Paranoid,Ty Dolla $ign ft. B.o.B,2,2014-01-08,2014-01-08
198,99,Bound 2,Kanye West,6,2014-01-08,2014-01-08
199,100,Old School Love,Lupe Fiasco ft. Ed Sheeran,4,2014-01-08,2014-01-08
200,1,Timber,Pitbull ft. Ke$ha,13,2014-01-15,2014-01-15
201,2,Counting Stars,OneRepublic,29,2014-01-15,2014-01-15
202,3,The Monster,Eminem ft. Rihanna,10,2014-01-15,2014-01-15
203,4,Royals,Lorde,27,2014-01-15,2014-01-15
204,5,Say Something,A Great Big World & Christina Aguilera,9,2014-01-15,2014-01-15
205,6,Dark Horse,Katy Perry ft. Juicy J,16,2014-01-15,2014-01-15
206,7,Let Her Go,Passenger,23,2014-01-15,2014-01-15
207,8,Wake Me Up!,Avicii,28,2014-01-15,2014-01-15
208,9,Wrecking Ball,Miley Cyrus,20,2014-01-15,2014-01-15
209,10,Demons,Imagine Dragons,37,2014-01-15,2014-01-15
210,11,Roar,Katy Perry,22,2014-01-15,2014-01-15
211,12,Story Of My Life,One Direction,10,2014-01-15,2014-01-15
212,13,Burn,Ellie Goulding,18,2014-01-15,2014-01-15
213,14,Team,Lorde,15,2014-01-15,2014-01-15
214,15,Drunk In Love,Beyonce ft. Jay Z,3,2014-01-15,2014-01-15
215,16,"Hold On, We're Going Home",Drake ft. Majid Jordan,22,2014-01-15,2014-01-15
216,17,Do What U Want,Lady Gaga ft. R. Kelly,11,2014-01-15,2014-01-15
217,18,Pompeii,Bastille,21,2014-01-15,2014-01-15
218,19,Blurred Lines,Robin Thicke ft. T.I. + Pharrell,38,2014-01-15,2014-01-15
219,20,Sweater Weather,The Neighbourhood,30,2014-01-15,2014-01-15
220,21,White Walls,Macklemore & Ryan Lewis ft. ScHoolboy Q & Hollis,16,2014-01-15,2014-01-15
221,22,23,"Mike WiLL Made-It ft. Miley Cyrus, Wiz Khalifa & Juicy J",16,2014-01-15,2014-01-15
222,23,Stay The Night,Zedd ft. Hayley Williams,16,2014-01-15,2014-01-15
223,24,Radioactive,Imagine Dragons,71,2014-01-15,2014-01-15
224,25,My Hitta,YG ft. Jeezy & Rich Homie Quan,14,2014-01-15,2014-01-15
225,26,Applause,Lady Gaga,21,2014-01-15,2014-01-15
226,27,Let It Go,Idina Menzel,6,2014-01-15,2014-01-15
227,28,Safe And Sound,Capital Cities,36,2014-01-15,2014-01-15
228,29,Unconditionally,Katy Perry,11,2014-01-15,2014-01-15
229,30,Brave,Sara Bareilles,30,2014-01-15,2014-01-15
230,31,Show Me,Kid Ink ft. Chris Brown,9,2014-01-15,2014-01-15
231,32,Adore You,Miley Cyrus,4,2014-01-15,2014-01-15
232,33,Holy Grail,Jay Z ft. Justin Timberlake,26,2014-01-15,2014-01-15
233,34,Stay,Florida Georgia Line,12,2014-01-15,2014-01-15
234,35,Sail,AWOLNATION,70,2014-01-15,2014-01-15
235,36,Drink A Beer,Luke Bryan,9,2014-01-15,2014-01-15
236,37,Turn Down For What,DJ Snake & Lil Jon,2,2014-01-15,2014-01-15
237,38,Let It Go,Demi Lovato,6,2014-01-15,2014-01-15
238,39,Gas Pedal,Sage The Gemini ft. IamSu!,24,2014-01-15,2014-01-15
239,40,Best Day Of My Life,American Authors,8,2014-01-15,2014-01-15
240,41,Love More,Chris Brown ft. Nicki Minaj,24,2014-01-15,2014-01-15
241,42,Replay,Zendaya,20,2014-01-15,2014-01-15
242,43,Whatever She's Got,David Nail,14,2014-01-15,2014-01-15
243,44,All Me,Drake ft. 2 Chainz & Big Sean,15,2014-01-15,2014-01-15
244,45,That's My Kind Of Night,Luke Bryan,21,2014-01-15,2014-01-15
245,46,Rap God,Eminem,12,2014-01-15,2014-01-15
246,47,It Won't Stop,Sevyn Streeter ft. Chris Brown,14,2014-01-15,2014-01-15
247,48,Chillin' It,Cole Swindell,12,2014-01-15,2014-01-15
248,49,Talk Dirty,Jason Derulo ft. 2 Chainz,3,2014-01-15,2014-01-15
249,50,Wasting All These Tears,Cassadee Pope,18,2014-01-15,2014-01-15
250,51,Animals,Martin Garrix,16,2014-01-15,2014-01-15
251,52,Drunk Last Night,Eli Young Band,18,2014-01-15,2014-01-15
252,53,Hey Brother,Avicii,5,2014-01-15,2014-01-15
253,54,XO,Beyonce,3,2014-01-15,2014-01-15
254,55,Marry Me,Jason Derulo,14,2014-01-15,2014-01-15
255,56,When She Says Baby,Jason Aldean,6,2014-01-15,2014-01-15
256,57,Sweet Annie,Zac Brown Band,12,2014-01-15,2014-01-15
257,58,Carolina,Parmalee,16,2014-01-15,2014-01-15
258,59,Love Me Again,John Newman,7,2014-01-15,2014-01-15
259,60,All Of Me,John Legend,13,2014-01-15,2014-01-15
260,61,Don't Let Me Be Lonely,The Band Perry,12,2014-01-15,2014-01-15
261,62,Friday Night,Eric Paslay,12,2014-01-15,2014-01-15
262,63,Compass,Lady Antebellum,9,2014-01-15,2014-01-15
263,64,Do You Want To Build A Snowman?,"Kristen Bell, Agatha Lee Monn & Katie Lopez",2,2014-01-15,2014-01-15
264,65,Radio,Darius Rucker,12,2014-01-15,2014-01-15
265,66,Waiting For Superman,Daughtry,8,2014-01-15,2014-01-15
266,67,Berzerk,Eminem,19,2014-01-15,2014-01-15
267,68,The Language,Drake,11,2014-01-15,2014-01-15
268,69,Up All Night,Jon Pardi,8,2014-01-15,2014-01-15
269,70,We Were Us,Keith Urban And Miranda Lambert,17,2014-01-15,2014-01-15
270,71,For The First Time In Forever,Kristen Bell & Idina Menzel,2,2014-01-15,2014-01-15
271,72,I Luv This Sh*t,August Alsina ft. Trinidad James,18,2014-01-15,2014-01-15
272,73,Helluva Life,Frankie Ballard,5,2014-01-15,2014-01-15
273,74,TKO,Justin Timberlake,16,2014-01-15,2014-01-15
274,75,The Fox,Ylvis,18,2014-01-15,2014-01-15
275,76,Alone Together,Fall Out Boy,6,2014-01-15,2014-01-15
276,77,Survival,Eminem,13,2014-01-15,2014-01-15
277,78,Up Down (Do This All Day),T-Pain ft. B.o.B,7,2014-01-15,2014-01-15
278,79,The Man,Aloe Blacc,2,2014-01-15,2014-01-15
279,80,All That Matters,Justin Bieber,6,2014-01-15,2014-01-15
280,81,Love Don't Die,The Fray,1,2014-01-15,2014-01-15
281,82,See You Tonight,Scotty McCreery,6,2014-01-15,2014-01-15
282,83,I Hold On,Dierks Bentley,3,2014-01-15,2014-01-15
283,84,Do I Wanna Know?,Arctic Monkeys,5,2014-01-15,2014-01-15
284,85,Sunny And 75,Joe Nichols,19,2014-01-15,2014-01-15
285,86,Work B**ch!,Britney Spears,13,2014-01-15,2014-01-15
286,87,Paranoid,Ty Dolla $ign ft. B.o.B,3,2014-01-15,2014-01-15
287,88,Neon Lights,Demi Lovato,2,2014-01-15,2014-01-15
288,89,The Heart Of Dixie,Danielle Bradbery,5,2014-01-15,2014-01-15
289,90,Drink To That All Night,Jerrod Niemann,1,2014-01-15,2014-01-15
290,91,Bottoms Up,Brantley Gilbert,3,2014-01-15,2014-01-15
291,92,Perfume,Britney Spears,6,2014-01-15,2014-01-15
292,93,Bounce It,Juicy J ft. Wale & Trey Songz,19,2014-01-15,2014-01-15
293,94,Young Girls,Bruno Mars,1,2014-01-15,2014-01-15
294,95,Everybody's Got Somebody But Me,Hunter Hayes ft. Jason Mraz,9,2014-01-15,2014-01-15
295,96,19 You + Me,Dan + Shay,1,2014-01-15,2014-01-15
296,97,Old School Love,Lupe Fiasco ft. Ed Sheeran,5,2014-01-15,2014-01-15
297,98,Happy,Pharrell Williams,1,2014-01-15,2014-01-15
298,99,Worst Behavior,Drake,4,2014-01-15,2014-01-15
299,100,Honest,Future,17,2014-01-15,2014-01-15
300,1,Timber,Pitbull ft. Ke$ha,14,2014-01-22,2014-01-22
301,2,Counting Stars,OneRepublic,30,2014-01-22,2014-01-22
302,3,The Monster,Eminem ft. Rihanna,11,2014-01-22,2014-01-22
303,4,Dark Horse,Katy Perry ft. Juicy J,17,2014-01-22,2014-01-22
304,5,Say Something,A Great Big World & Christina Aguilera,10,2014-01-22,2014-01-22
305,6,Let Her Go,Passenger,24,2014-01-22,2014-01-22
306,7,Royals,Lorde,28,2014-01-22,2014-01-22
307,8,Wake Me Up!,Avicii,29,2014-01-22,2014-01-22
308,9,Demons,Imagine Dragons,38,2014-01-22,2014-01-22
309,10,Story Of My Life,One Direction,11,2014-01-22,2014-01-22
310,11,Team,Lorde,16,2014-01-22,2014-01-22
311,12,Pompeii,Bastille,22,2014-01-22,2014-01-22
312,13,Roar,Katy Perry,23,2014-01-22,2014-01-22
313,14,Wrecking Ball,Miley Cyrus,21,2014-01-22,2014-01-22
314,15,Burn,Ellie Goulding,19,2014-01-22,2014-01-22
315,16,Drunk In Love,Beyonce ft. Jay Z,4,2014-01-22,2014-01-22
316,17,"Hold On, We're Going Home",Drake ft. Majid Jordan,23,2014-01-22,2014-01-22
317,18,Stay The Night,Zedd ft. Hayley Williams,17,2014-01-22,2014-01-22
318,19,Do What U Want,Lady Gaga ft. R. Kelly,12,2014-01-22,2014-01-22
319,20,Sweater Weather,The Neighbourhood,31,2014-01-22,2014-01-22
320,21,Show Me,Kid Ink ft. Chris Brown,10,2014-01-22,2014-01-22
321,22,White Walls,Macklemore & Ryan Lewis ft. ScHoolboy Q & Hollis,17,2014-01-22,2014-01-22
322,23,23,"Mike WiLL Made-It ft. Miley Cyrus, Wiz Khalifa & Juicy J",17,2014-01-22,2014-01-22
323,24,The Man,Aloe Blacc,3,2014-01-22,2014-01-22
324,25,Let It Go,Idina Menzel,7,2014-01-22,2014-01-22
325,26,Brave,Sara Bareilles,31,2014-01-22,2014-01-22
326,27,My Hitta,YG ft. Jeezy & Rich Homie Quan,15,2014-01-22,2014-01-22
327,28,Blurred Lines,Robin Thicke ft. T.I. + Pharrell,39,2014-01-22,2014-01-22
328,29,Talk Dirty,Jason Derulo ft. 2 Chainz,4,2014-01-22,2014-01-22
329,30,Safe And Sound,Capital Cities,37,2014-01-22,2014-01-22
330,31,Radioactive,Imagine Dragons,72,2014-01-22,2014-01-22
331,32,Unconditionally,Katy Perry,12,2014-01-22,2014-01-22
332,33,Drink A Beer,Luke Bryan,10,2014-01-22,2014-01-22
333,34,Adore You,Miley Cyrus,5,2014-01-22,2014-01-22
334,35,Stay,Florida Georgia Line,13,2014-01-22,2014-01-22
335,36,Love Me Again,John Newman,8,2014-01-22,2014-01-22
336,37,Applause,Lady Gaga,22,2014-01-22,2014-01-22
337,38,Best Day Of My Life,American Authors,9,2014-01-22,2014-01-22
338,39,Whatever She's Got,David Nail,15,2014-01-22,2014-01-22
339,40,Love More,Chris Brown ft. Nicki Minaj,25,2014-01-22,2014-01-22
340,41,Sail,AWOLNATION,71,2014-01-22,2014-01-22
341,42,All Me,Drake ft. 2 Chainz & Big Sean,16,2014-01-22,2014-01-22
342,43,Holy Grail,Jay Z ft. Justin Timberlake,27,2014-01-22,2014-01-22
343,44,Hey Brother,Avicii,6,2014-01-22,2014-01-22
344,45,Replay,Zendaya,21,2014-01-22,2014-01-22
345,46,Rap God,Eminem,13,2014-01-22,2014-01-22
346,47,Gas Pedal,Sage The Gemini ft. IamSu!,25,2014-01-22,2014-01-22
347,48,Chillin' It,Cole Swindell,13,2014-01-22,2014-01-22
348,49,It Won't Stop,Sevyn Streeter ft. Chris Brown,15,2014-01-22,2014-01-22
349,50,XO,Beyonce,4,2014-01-22,2014-01-22
350,51,Turn Down For What,DJ Snake & Lil Jon,3,2014-01-22,2014-01-22
351,52,Let It Go,Demi Lovato,7,2014-01-22,2014-01-22
352,53,When She Says Baby,Jason Aldean,7,2014-01-22,2014-01-22
353,54,All Of Me,John Legend,14,2014-01-22,2014-01-22
354,55,Sweet Annie,Zac Brown Band,13,2014-01-22,2014-01-22
355,56,Happy,Pharrell Williams,2,2014-01-22,2014-01-22
356,57,Wasting All These Tears,Cassadee Pope,19,2014-01-22,2014-01-22
357,58,Drunk Last Night,Eli Young Band,19,2014-01-22,2014-01-22
358,59,Animals,Martin Garrix,17,2014-01-22,2014-01-22
359,60,Do You Want To Build A Snowman?,"Kristen Bell, Agatha Lee Monn & Katie Lopez",3,2014-01-22,2014-01-22
360,61,Don't Let Me Be Lonely,The Band Perry,13,2014-01-22,2014-01-22
361,62,Friday Night,Eric Paslay,13,2014-01-22,2014-01-22
362,63,Compass,Lady Antebellum,10,2014-01-22,2014-01-22
363,64,Up All Night,Jon Pardi,9,2014-01-22,2014-01-22
364,65,For The First Time In Forever,Kristen Bell & Idina Menzel,3,2014-01-22,2014-01-22
365,66,Radio,Darius Rucker,13,2014-01-22,2014-01-22
366,67,Carolina,Parmalee,17,2014-01-22,2014-01-22
367,68,The Language,Drake,12,2014-01-22,2014-01-22
368,69,Up Down (Do This All Day),T-Pain ft. B.o.B,8,2014-01-22,2014-01-22
369,70,Helluva Life,Frankie Ballard,6,2014-01-22,2014-01-22
370,71,Marry Me,Jason Derulo,15,2014-01-22,2014-01-22
