,Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week
36,37,My Wish,Rascal Flatts,16,2007-01-01,2007-01-01
37,38,It's Not Over,Daughtry,5,2007-01-01,2007-01-01
38,39,Through Glass,Stone Sour,21,2007-01-01,2007-01-01
39,40,She's Everything,Brad Paisley,12,2007-01-01,2007-01-01
40,41,Hip Hop Is Dead,Nas ft. will.i.am,3,2007-01-01,2007-01-01
41,42,Here It Goes Again,OK Go,17,2007-01-01,2007-01-01
42,43,Suddenly I See,KT Tunstall,21,2007-01-01,2007-01-01
43,44,White & Nerdy,"""Weird Al"" Yankovic",13,2007-01-01,2007-01-01
44,45,Watching You,Rodney Atkins,8,2007-01-01,2007-01-01
45,46,What Hurts The Most,Rascal Flatts,47,2007-01-01,2007-01-01
46,47,My Little Girl,Tim McGraw,15,2007-01-01,2007-01-01
47,48,Tim McGraw,Taylor Swift,16,2007-01-01,2007-01-01
48,49,Stuntin' Like My Daddy,Birdman & Lil Wayne,17,2007-01-01,2007-01-01
49,50,You Don't Know,"Eminem, 50 Cent, Lloyd Banks & Ca$his",3,2007-01-01,2007-01-01
50,51,Tell Me,Diddy ft. Christina Aguilera,10,2007-01-01,2007-01-01
51,52,Want To,Sugarland,14,2007-01-01,2007-01-01
52,53,Ice Box,Omarion,4,2007-01-01,2007-01-01
53,54,Show Stopper,Danity Kane,19,2007-01-01,2007-01-01
54,55,Top Back,T.I.,3,2007-01-01,2007-01-01
55,56,Here (In Your Arms),Hellogoodbye,8,2007-01-01,2007-01-01
56,57,When You Were Young,The Killers,20,2007-01-01,2007-01-01
57,58,Lost One,Jay-Z ft. Chrisette Michele,3,2007-01-01,2007-01-01
58,59,Maneater,Nelly Furtado,15,2007-01-01,2007-01-01
59,60,Show Me What You Got,JAY-Z,12,2007-01-01,2007-01-01
60,61,Come To Me,Diddy ft. Nicole Scherzinger,17,2007-01-01,2007-01-01
61,62,Rockstar,Nickelback,13,2007-01-01,2007-01-01
62,63,Poppin',Chris Brown ft. Jay Biz,4,2007-01-01,2007-01-01
63,64,Break It Off,Rihanna & Sean Paul,5,2007-01-01,2007-01-01
64,65,Unappreciated,Cherish,13,2007-01-01,2007-01-01
65,66,Into The Ocean,Blue October,3,2007-01-01,2007-01-01
66,67,Boston,Augustana,12,2007-01-01,2007-01-01
67,68,Zoom,Lil' Boosie ft. Yung Joc,4,2007-01-01,2007-01-01
68,69,Face Down,The Red Jumpsuit Apparatus,20,2007-01-01,2007-01-01
69,70,It Just Comes Natural,George Strait,8,2007-01-01,2007-01-01
70,71,Amarillo Sky,Jason Aldean,11,2007-01-01,2007-01-01
71,72,The Sweet Escape,Gwen Stefani ft. Akon,2,2007-01-01,2007-01-01
72,73,Pain,Three Days Grace,4,2007-01-01,2007-01-01
73,74,Stupid Boy,Keith Urban,3,2007-01-01,2007-01-01
74,75,You Save Me,Kenny Chesney,17,2007-01-01,2007-01-01
75,76,Throw Some D's,Rich Boy ft. Polow Da Don,3,2007-01-01,2007-01-01
76,77,Love Like Winter,AFI,2,2007-01-01,2007-01-01
77,78,Upgrade U,Beyonce ft. Jay Z,8,2007-01-01,2007-01-01
78,79,Anna-Molly,Incubus,4,2007-01-01,2007-01-01
79,80,The Saints Are Coming,U2 & Green Day,6,2007-01-01,2007-01-01
80,81,Streetcorner Symphony,Rob Thomas,13,2007-01-01,2007-01-01
81,82,Red High Heels,Kellie Pickler,4,2007-01-01,2007-01-01
82,83,Ladies Love Country Boys,Trace Adkins,3,2007-01-01,2007-01-01
83,84,Fidelity,Regina Spektor,2,2007-01-01,2007-01-01
84,85,River,Sarah McLachlan,3,2007-01-01,2007-01-01
85,86,The Way I Live,Baby Boy Da Prince ft. Lil Boosie,2,2007-01-01,2007-01-01
86,87,Nothing Left To Lose,Mat Kearney,9,2007-01-01,2007-01-01
87,88,A Great Big Sled,The Killers ft. Toni Halliday,2,2007-01-01,2007-01-01
88,89,Happy Xmas (War Is Over),The Fray,2,2007-01-01,2007-01-01
89,90,I Loved Her First,Heartland,20,2007-01-01,2007-01-01
90,91,Come Back To Me,Vanessa Hudgens,15,2007-01-01,2007-01-01
91,92,Some People Change,Montgomery Gentry,11,2007-01-01,2007-01-01
92,93,Take Me As I Am,Mary J. Blige,14,2007-01-01,2007-01-01
93,94,Lost Without U,Robin Thicke,3,2007-01-01,2007-01-01
94,95,Listen,Beyonce,1,2007-01-01,2007-01-01
95,96,Dem Jeans,Chingy ft. Jermaine Dupri,8,2007-01-01,2007-01-01
96,97,On The Hotline,Pretty Ricky,1,2007-01-01,2007-01-01
97,98,Ay Chico (Lengua Afuera),Pitbull,5,2007-01-01,2007-01-01
98,99,Tell Me Baby,Red Hot Chili Peppers,17,2007-01-01,2007-01-01
99,100,Tu Amor,RBD,8,2007-01-01,2007-01-01
100,1,Irreplaceable,Beyonce,11,2007-01-08,2007-01-08
101,2,Fergalicious,Fergie,15,2007-01-08,2007-01-08
102,3,Smack That,Akon ft. Eminem,15,2007-01-08,2007-01-08
103,4,I Wanna Love You,Akon ft. Snoop Dogg,14,2007-01-08,2007-01-08
104,5,How To Save A Life,The Fray,38,2007-01-08,2007-01-08
105,6,My Love,Justin Timberlake ft. T.I.,17,2007-01-08,2007-01-08
106,7,We Fly High,Jim Jones,13,2007-01-08,2007-01-08
107,8,It Ends Tonight,The All-American Rejects,14,2007-01-08,2007-01-08
108,9,Lips Of An Angel,Hinder,25,2007-01-08,2007-01-08
109,10,Say It Right,Nelly Furtado,8,2007-01-08,2007-01-08
110,11,Shortie Like Mine,Bow Wow ft. Chris Brown & Johnta Austin,13,2007-01-08,2007-01-08
111,12,SexyBack,Justin Timberlake,26,2007-01-08,2007-01-08
112,13,Welcome To The Black Parade,My Chemical Romance,16,2007-01-08,2007-01-08
113,14,Money Maker,Ludacris ft. Pharrell,21,2007-01-08,2007-01-08
114,15,Wind It Up,Gwen Stefani,9,2007-01-08,2007-01-08
115,16,Walk It Out,Unk,17,2007-01-08,2007-01-08
116,17,Before He Cheats,Carrie Underwood,18,2007-01-08,2007-01-08
117,18,Chasing Cars,Snow Patrol,33,2007-01-08,2007-01-08
118,19,White & Nerdy,"""Weird Al"" Yankovic",14,2007-01-08,2007-01-08
119,20,Far Away,Nickelback,24,2007-01-08,2007-01-08
120,21,Keep Holding On,Avril Lavigne,5,2007-01-08,2007-01-08
121,22,Waiting On The World To Change,John Mayer,25,2007-01-08,2007-01-08
122,23,Hurt,Christina Aguilera,14,2007-01-08,2007-01-08
123,24,Walk Away (Remember Me),Paula DeAnda ft. The DEY,13,2007-01-08,2007-01-08
124,25,Too Little Too Late,JoJo,20,2007-01-08,2007-01-08
125,26,Runaway Love,Ludacris ft. Mary J. Blige,7,2007-01-08,2007-01-08
126,27,Promise,Ciara,8,2007-01-08,2007-01-08
127,28,Wait A Minute,The Pussycat Dolls ft. Timbaland,8,2007-01-08,2007-01-08
128,29,Say Goodbye,Chris Brown,21,2007-01-08,2007-01-08
129,30,Call Me When You're Sober,Evanescence,20,2007-01-08,2007-01-08
130,31,Make It Rain,Fat Joe ft. Lil Wayne,9,2007-01-08,2007-01-08
131,32,Money In The Bank,Lil Scrappy ft. Young Buck,16,2007-01-08,2007-01-08
132,33,Snow ((Hey Oh)),Red Hot Chili Peppers,7,2007-01-08,2007-01-08
133,34,What Goes Around...Comes Around,Justin Timberlake,4,2007-01-08,2007-01-08
134,35,What Hurts The Most,Rascal Flatts,48,2007-01-08,2007-01-08
135,36,I Luv It,Young Jeezy,7,2007-01-08,2007-01-08
136,37,That's That,Snoop Dogg ft. R. Kelly,7,2007-01-08,2007-01-08
137,38,It's Not Over,Daughtry,6,2007-01-08,2007-01-08
138,39,Here It Goes Again,OK Go,18,2007-01-08,2007-01-08
139,40,Tim McGraw,Taylor Swift,17,2007-01-08,2007-01-08
140,41,Show Stopper,Danity Kane,20,2007-01-08,2007-01-08
141,42,My Wish,Rascal Flatts,17,2007-01-08,2007-01-08
142,43,Suddenly I See,KT Tunstall,22,2007-01-08,2007-01-08
143,44,Through Glass,Stone Sour,22,2007-01-08,2007-01-08
144,45,Maneater,Nelly Furtado,16,2007-01-08,2007-01-08
145,46,She's Everything,Brad Paisley,13,2007-01-08,2007-01-08
146,47,You,Lloyd ft. Lil Wayne,8,2007-01-08,2007-01-08
147,48,Watching You,Rodney Atkins,9,2007-01-08,2007-01-08
148,49,My Little Girl,Tim McGraw,16,2007-01-08,2007-01-08
149,50,Stuntin' Like My Daddy,Birdman & Lil Wayne,18,2007-01-08,2007-01-08
150,51,Ice Box,Omarion,5,2007-01-08,2007-01-08
151,52,Here (In Your Arms),Hellogoodbye,9,2007-01-08,2007-01-08
152,53,Tell Me,Diddy ft. Christina Aguilera,11,2007-01-08,2007-01-08
153,54,Rockstar,Nickelback,14,2007-01-08,2007-01-08
154,55,You Don't Know,"Eminem, 50 Cent, Lloyd Banks & Ca$his",4,2007-01-08,2007-01-08
155,56,Face Down,The Red Jumpsuit Apparatus,21,2007-01-08,2007-01-08
156,57,Want To,Sugarland,15,2007-01-08,2007-01-08
157,58,Boston,Augustana,13,2007-01-08,2007-01-08
158,59,Show Me What You Got,JAY-Z,13,2007-01-08,2007-01-08
159,60,Top Back,T.I.,4,2007-01-08,2007-01-08
160,61,Hip Hop Is Dead,Nas ft. will.i.am,4,2007-01-08,2007-01-08
161,62,If We Were A Movie,Hannah Montana,5,2007-01-08,2007-01-08
162,63,Pain,Three Days Grace,5,2007-01-08,2007-01-08
163,64,Zoom,Lil' Boosie ft. Yung Joc,5,2007-01-08,2007-01-08
164,65,Into The Ocean,Blue October,4,2007-01-08,2007-01-08
165,66,Amarillo Sky,Jason Aldean,12,2007-01-08,2007-01-08
166,67,Come To Me,Diddy ft. Nicole Scherzinger,18,2007-01-08,2007-01-08
167,68,Love Like Winter,AFI,3,2007-01-08,2007-01-08
168,69,Red High Heels,Kellie Pickler,5,2007-01-08,2007-01-08
169,70,Listen,Beyonce,2,2007-01-08,2007-01-08
170,71,Unappreciated,Cherish,14,2007-01-08,2007-01-08
171,72,Come Back To Me,Vanessa Hudgens,16,2007-01-08,2007-01-08
172,73,Lost One,Jay-Z ft. Chrisette Michele,4,2007-01-08,2007-01-08
173,74,The Saints Are Coming,U2 & Green Day,7,2007-01-08,2007-01-08
174,75,The Sweet Escape,Gwen Stefani ft. Akon,3,2007-01-08,2007-01-08
175,76,You Save Me,Kenny Chesney,18,2007-01-08,2007-01-08
176,77,Stupid Boy,Keith Urban,4,2007-01-08,2007-01-08
177,78,Poppin',Chris Brown ft. Jay Biz,5,2007-01-08,2007-01-08
178,79,Love Me Or Hate Me (F**k You!!!!),Lady Sovereign,8,2007-01-08,2007-01-08
179,80,It Just Comes Natural,George Strait,9,2007-01-08,2007-01-08
180,81,Ring The Alarm,Beyonce,14,2007-01-08,2007-01-08
181,82,Ladies Love Country Boys,Trace Adkins,4,2007-01-08,2007-01-08
182,83,Dem Jeans,Chingy ft. Jermaine Dupri,9,2007-01-08,2007-01-08
183,84,Who Said,Hannah Montana,4,2007-01-08,2007-01-08
184,85,Tell Me Baby,Red Hot Chili Peppers,18,2007-01-08,2007-01-08
185,86,Alyssa Lies,Jason Michael Carroll,1,2007-01-08,2007-01-08
186,87,Throw Some D's,Rich Boy ft. Polow Da Don,4,2007-01-08,2007-01-08
187,88,Nothing Left To Lose,Mat Kearney,10,2007-01-08,2007-01-08
188,89,Honestly,Cartel,1,2007-01-08,2007-01-08
189,90,Chicken Noodle Soup.,Webstar & Young B ft. The Voice Of Harlem,13,2007-01-08,2007-01-08
190,91,The Way I Live,Baby Boy Da Prince ft. Lil Boosie,3,2007-01-08,2007-01-08
191,92,Anna-Molly,Incubus,5,2007-01-08,2007-01-08
192,93,Fidelity,Regina Spektor,3,2007-01-08,2007-01-08
193,94,U + Ur Hand,P!nk,1,2007-01-08,2007-01-08
194,95,Streetcorner Symphony,Rob Thomas,14,2007-01-08,2007-01-08
195,96,King Kong,Jibbs ft. Chamillionaire,1,2007-01-08,2007-01-08
196,97,Some People Change,Montgomery Gentry,12,2007-01-08,2007-01-08
197,98,And I Am Telling You I'm Not Going,Jennifer Hudson,1,2007-01-08,2007-01-08
198,99,Best Of Both Worlds,Hannah Montana,2,2007-01-08,2007-01-08
199,100,Hate (I Really Don't Like You),Plain White T's,6,2007-01-08,2007-01-08
200,1,Irreplaceable,Beyonce,12,2007-01-15,2007-01-15
201,2,I Wanna Love You,Akon ft. Snoop Dogg,15,2007-01-15,2007-01-15
202,3,Fergalicious,Fergie,16,2007-01-15,2007-01-15
203,4,Smack That,Akon ft. Eminem,16,2007-01-15,2007-01-15
204,5,Say It Right,Nelly Furtado,9,2007-01-15,2007-01-15
205,6,My Love,Justin Timberlake ft. T.I.,18,2007-01-15,2007-01-15
206,7,How To Save A Life,The Fray,39,2007-01-15,2007-01-15
207,8,We Fly High,Jim Jones,14,2007-01-15,2007-01-15
208,9,Welcome To The Black Parade,My Chemical Romance,17,2007-01-15,2007-01-15
209,10,It Ends Tonight,The All-American Rejects,15,2007-01-15,2007-01-15
210,11,Shortie Like Mine,Bow Wow ft. Chris Brown & Johnta Austin,14,2007-01-15,2007-01-15
211,12,Lips Of An Angel,Hinder,26,2007-01-15,2007-01-15
212,13,SexyBack,Justin Timberlake,27,2007-01-15,2007-01-15
213,14,Walk It Out,Unk,18,2007-01-15,2007-01-15
214,15,Waiting On The World To Change,John Mayer,26,2007-01-15,2007-01-15
215,16,Chasing Cars,Snow Patrol,34,2007-01-15,2007-01-15
216,17,Runaway Love,Ludacris ft. Mary J. Blige,8,2007-01-15,2007-01-15
217,18,Money Maker,Ludacris ft. Pharrell,22,2007-01-15,2007-01-15
218,19,Keep Holding On,Avril Lavigne,6,2007-01-15,2007-01-15
219,20,Before He Cheats,Carrie Underwood,19,2007-01-15,2007-01-15
220,21,What Goes Around...Comes Around,Justin Timberlake,5,2007-01-15,2007-01-15
221,22,Promise,Ciara,9,2007-01-15,2007-01-15
222,23,Walk Away (Remember Me),Paula DeAnda ft. The DEY,14,2007-01-15,2007-01-15
223,24,Far Away,Nickelback,25,2007-01-15,2007-01-15
224,25,Wind It Up,Gwen Stefani,10,2007-01-15,2007-01-15
225,26,Hurt,Christina Aguilera,15,2007-01-15,2007-01-15
226,27,Make It Rain,Fat Joe ft. Lil Wayne,10,2007-01-15,2007-01-15
227,28,It's Not Over,Daughtry,7,2007-01-15,2007-01-15
228,29,That's That,Snoop Dogg ft. R. Kelly,8,2007-01-15,2007-01-15
229,30,Suddenly I See,KT Tunstall,23,2007-01-15,2007-01-15
230,31,You,Lloyd ft. Lil Wayne,9,2007-01-15,2007-01-15
231,32,Wait A Minute,The Pussycat Dolls ft. Timbaland,9,2007-01-15,2007-01-15
232,33,Too Little Too Late,JoJo,21,2007-01-15,2007-01-15
233,34,White & Nerdy,"""Weird Al"" Yankovic",15,2007-01-15,2007-01-15
234,35,Call Me When You're Sober,Evanescence,21,2007-01-15,2007-01-15
235,36,Say Goodbye,Chris Brown,22,2007-01-15,2007-01-15
236,37,What Hurts The Most,Rascal Flatts,49,2007-01-15,2007-01-15
237,38,I Luv It,Young Jeezy,8,2007-01-15,2007-01-15
238,39,Snow ((Hey Oh)),Red Hot Chili Peppers,8,2007-01-15,2007-01-15
239,40,She's Everything,Brad Paisley,14,2007-01-15,2007-01-15
240,41,Through Glass,Stone Sour,23,2007-01-15,2007-01-15
241,42,Money In The Bank,Lil Scrappy ft. Young Buck,17,2007-01-15,2007-01-15
242,43,Tim McGraw,Taylor Swift,18,2007-01-15,2007-01-15
243,44,Watching You,Rodney Atkins,10,2007-01-15,2007-01-15
244,45,Ice Box,Omarion,6,2007-01-15,2007-01-15
245,46,Boston,Augustana,14,2007-01-15,2007-01-15
246,47,My Wish,Rascal Flatts,18,2007-01-15,2007-01-15
247,48,Here (In Your Arms),Hellogoodbye,10,2007-01-15,2007-01-15
248,49,Here It Goes Again,OK Go,19,2007-01-15,2007-01-15
249,50,Tell Me,Diddy ft. Christina Aguilera,12,2007-01-15,2007-01-15
250,51,Face Down,The Red Jumpsuit Apparatus,22,2007-01-15,2007-01-15
251,52,My Little Girl,Tim McGraw,17,2007-01-15,2007-01-15
252,53,The Sweet Escape,Gwen Stefani ft. Akon,4,2007-01-15,2007-01-15
253,54,Maneater,Nelly Furtado,17,2007-01-15,2007-01-15
254,55,Rockstar,Nickelback,15,2007-01-15,2007-01-15
255,56,Want To,Sugarland,16,2007-01-15,2007-01-15
256,57,Stuntin' Like My Daddy,Birdman & Lil Wayne,19,2007-01-15,2007-01-15
257,58,Top Back,T.I.,5,2007-01-15,2007-01-15
258,59,Pain,Three Days Grace,6,2007-01-15,2007-01-15
259,60,If We Were A Movie,Hannah Montana,6,2007-01-15,2007-01-15
260,61,Poppin',Chris Brown ft. Jay Biz,6,2007-01-15,2007-01-15
261,62,Into The Ocean,Blue October,5,2007-01-15,2007-01-15
262,63,Amarillo Sky,Jason Aldean,13,2007-01-15,2007-01-15
263,64,Stupid Boy,Keith Urban,5,2007-01-15,2007-01-15
264,65,Red High Heels,Kellie Pickler,6,2007-01-15,2007-01-15
265,66,Zoom,Lil' Boosie ft. Yung Joc,6,2007-01-15,2007-01-15
266,67,Listen,Beyonce,3,2007-01-15,2007-01-15
267,68,Lost One,Jay-Z ft. Chrisette Michele,5,2007-01-15,2007-01-15
268,69,Alyssa Lies,Jason Michael Carroll,2,2007-01-15,2007-01-15
269,70,It Just Comes Natural,George Strait,10,2007-01-15,2007-01-15
270,71,You Don't Know,"Eminem, 50 Cent, Lloyd Banks & Ca$his",5,2007-01-15,2007-01-15
271,72,Come To Me,Diddy ft. Nicole Scherzinger,19,2007-01-15,2007-01-15
272,73,Throw Some D's,Rich Boy ft. Polow Da Don,5,2007-01-15,2007-01-15
273,74,Come Back To Me,Vanessa Hudgens,17,2007-01-15,2007-01-15
274,75,Unappreciated,Cherish,15,2007-01-15,2007-01-15
275,76,Love Like Winter,AFI,4,2007-01-15,2007-01-15
276,77,Break It Off,Rihanna & Sean Paul,6,2007-01-15,2007-01-15
277,78,Hip Hop Is Dead,Nas ft. will.i.am,5,2007-01-15,2007-01-15
278,79,Ladies Love Country Boys,Trace Adkins,5,2007-01-15,2007-01-15
279,80,Show Me What You Got,JAY-Z,14,2007-01-15,2007-01-15
280,81,Lost Without U,Robin Thicke,4,2007-01-15,2007-01-15
281,82,Streetcorner Symphony,Rob Thomas,15,2007-01-15,2007-01-15
282,83,The Way I Live,Baby Boy Da Prince ft. Lil Boosie,4,2007-01-15,2007-01-15
283,84,And I Am Telling You I'm Not Going,Jennifer Hudson,2,2007-01-15,2007-01-15
284,85,Doe Boy Fresh,Three 6 Mafia ft. Chamillionaire,1,2007-01-15,2007-01-15
285,86,You Save Me,Kenny Chesney,19,2007-01-15,2007-01-15
286,87,Cupid's Chokehold/Breakfast In America,Gym Class Heroes ft. Patrick Stump,1,2007-01-15,2007-01-15
287,88,Nothing Left To Lose,Mat Kearney,11,2007-01-15,2007-01-15
288,89,U + Ur Hand,P!nk,2,2007-01-15,2007-01-15
289,90,Some People Change,Montgomery Gentry,13,2007-01-15,2007-01-15
290,91,The Saints Are Coming,U2 & Green Day,8,2007-01-15,2007-01-15
291,92,Anna-Molly,Incubus,6,2007-01-15,2007-01-15
292,93,Love Me Or Hate Me (F**k You!!!!),Lady Sovereign,9,2007-01-15,2007-01-15
293,94,Upgrade U,Beyonce ft. Jay Z,9,2007-01-15,2007-01-15
294,95,On The Hotline,Pretty Ricky,2,2007-01-15,2007-01-15
295,96,Honestly,Cartel,2,2007-01-15,2007-01-15
296,97,Little Bit Of Life,Craig Morgan,4,2007-01-15,2007-01-15
297,98,King Kong,Jibbs ft. Chamillionaire,2,2007-01-15,2007-01-15
298,99,Candyman,Christina Aguilera,1,2007-01-15,2007-01-15
299,100,Tell Me Baby,Red Hot Chili Peppers,19,2007-01-15,2007-01-15
300,1,Irreplaceable,Beyonce,13,2007-01-22,2007-01-22
301,2,I Wanna Love You,Akon ft. Snoop Dogg,16,2007-01-22,2007-01-22
302,3,Fergalicious,Fergie,17,2007-01-22,2007-01-22
303,4,Say It Right,Nelly Furtado,10,2007-01-22,2007-01-22
304,5,Smack That,Akon ft. Eminem,17,2007-01-22,2007-01-22
305,6,We Fly High,Jim Jones,15,2007-01-22,2007-01-22
306,7,How To Save A Life,The Fray,40,2007-01-22,2007-01-22
307,8,My Love,Justin Timberlake ft. T.I.,19,2007-01-22,2007-01-22
308,9,Welcome To The Black Parade,My Chemical Romance,18,2007-01-22,2007-01-22
309,10,It Ends Tonight,The All-American Rejects,16,2007-01-22,2007-01-22
310,11,Shortie Like Mine,Bow Wow ft. Chris Brown & Johnta Austin,15,2007-01-22,2007-01-22
311,12,What Goes Around...Comes Around,Justin Timberlake,6,2007-01-22,2007-01-22
312,13,Runaway Love,Ludacris ft. Mary J. Blige,9,2007-01-22,2007-01-22
313,14,Lips Of An Angel,Hinder,27,2007-01-22,2007-01-22
314,15,Walk It Out,Unk,19,2007-01-22,2007-01-22
315,16,SexyBack,Justin Timberlake,28,2007-01-22,2007-01-22
316,17,Promise,Ciara,10,2007-01-22,2007-01-22
317,18,You,Lloyd ft. Lil Wayne,10,2007-01-22,2007-01-22
318,19,Make It Rain,Fat Joe ft. Lil Wayne,11,2007-01-22,2007-01-22
319,20,Walk Away (Remember Me),Paula DeAnda ft. The DEY,15,2007-01-22,2007-01-22
320,21,It's Not Over,Daughtry,8,2007-01-22,2007-01-22
321,22,Keep Holding On,Avril Lavigne,7,2007-01-22,2007-01-22
322,23,Waiting On The World To Change,John Mayer,27,2007-01-22,2007-01-22
323,24,Chasing Cars,Snow Patrol,35,2007-01-22,2007-01-22
324,25,That's That,Snoop Dogg ft. R. Kelly,9,2007-01-22,2007-01-22
325,26,Before He Cheats,Carrie Underwood,20,2007-01-22,2007-01-22
326,27,Money Maker,Ludacris ft. Pharrell,23,2007-01-22,2007-01-22
327,28,Far Away,Nickelback,26,2007-01-22,2007-01-22
328,29,Hurt,Christina Aguilera,16,2007-01-22,2007-01-22
329,30,Ice Box,Omarion,7,2007-01-22,2007-01-22
330,31,The Sweet Escape,Gwen Stefani ft. Akon,5,2007-01-22,2007-01-22
331,32,Wait A Minute,The Pussycat Dolls ft. Timbaland,10,2007-01-22,2007-01-22
332,33,Snow ((Hey Oh)),Red Hot Chili Peppers,9,2007-01-22,2007-01-22
333,34,I Luv It,Young Jeezy,9,2007-01-22,2007-01-22
334,35,Suddenly I See,KT Tunstall,24,2007-01-22,2007-01-22
335,36,Wind It Up,Gwen Stefani,11,2007-01-22,2007-01-22
336,37,Boston,Augustana,15,2007-01-22,2007-01-22
337,38,Here (In Your Arms),Hellogoodbye,11,2007-01-22,2007-01-22
338,39,Watching You,Rodney Atkins,11,2007-01-22,2007-01-22
339,40,Tim McGraw,Taylor Swift,19,2007-01-22,2007-01-22
340,41,Through Glass,Stone Sour,24,2007-01-22,2007-01-22
341,42,She's Everything,Brad Paisley,15,2007-01-22,2007-01-22
342,43,What Hurts The Most,Rascal Flatts,50,2007-01-22,2007-01-22
343,44,Say Goodbye,Chris Brown,23,2007-01-22,2007-01-22
344,45,Too Little Too Late,JoJo,22,2007-01-22,2007-01-22
345,46,Money In The Bank,Lil Scrappy ft. Young Buck,18,2007-01-22,2007-01-22
346,47,Call Me When You're Sober,Evanescence,22,2007-01-22,2007-01-22
347,48,White & Nerdy,"""Weird Al"" Yankovic",16,2007-01-22,2007-01-22
348,49,My Wish,Rascal Flatts,19,2007-01-22,2007-01-22
349,50,Top Back,T.I.,6,2007-01-22,2007-01-22
350,51,Tell Me,Diddy ft. Christina Aguilera,13,2007-01-22,2007-01-22
351,52,Face Down,The Red Jumpsuit Apparatus,23,2007-01-22,2007-01-22
352,53,Stupid Boy,Keith Urban,6,2007-01-22,2007-01-22
353,54,Poppin',Chris Brown ft. Jay Biz,7,2007-01-22,2007-01-22
354,55,Into The Ocean,Blue October,6,2007-01-22,2007-01-22
355,56,Pain,Three Days Grace,7,2007-01-22,2007-01-22
356,57,Rockstar,Nickelback,16,2007-01-22,2007-01-22
357,58,Here It Goes Again,OK Go,20,2007-01-22,2007-01-22
358,59,Amarillo Sky,Jason Aldean,14,2007-01-22,2007-01-22
359,60,Want To,Sugarland,17,2007-01-22,2007-01-22
360,61,Zoom,Lil' Boosie ft. Yung Joc,7,2007-01-22,2007-01-22
361,62,My Little Girl,Tim McGraw,18,2007-01-22,2007-01-22
362,63,It Just Comes Natural,George Strait,11,2007-01-22,2007-01-22
363,64,Maneater,Nelly Furtado,18,2007-01-22,2007-01-22
364,65,Break It Off,Rihanna & Sean Paul,7,2007-01-22,2007-01-22
365,66,Red High Heels,Kellie Pickler,7,2007-01-22,2007-01-22
366,67,Lost Without U,Robin Thicke,5,2007-01-22,2007-01-22
367,68,Listen,Beyonce,4,2007-01-22,2007-01-22
