,Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week
86,87,Larger Than Life,Backstreet Boys,16,2000-01-01,2000-01-01
87,88,There She Goes,Sixpence None The Richer,17,2000-01-01,2000-01-01
88,89,The Greatest Romance Ever Sold,Prince,11,2000-01-01,2000-01-01
89,90,The Rockafeller Skank,Fatboy Slim,24,2000-01-01,2000-01-01
90,91,Give You What You Want (Fa Sure),Chico DeBarge,11,2000-01-01,2000-01-01
91,92,Music Of My Heart,'N Sync & Gloria Estefan,18,2000-01-01,2000-01-01
92,93,A Country Boy Can Survive (Y2K Version),Chad Brock With Hank Williams Jr. & George Jones,1,2000-01-01,2000-01-01
93,94,I Wanna Know,Joe,1,2000-01-01,2000-01-01
94,95,Re-arranged,Limp Bizkit,5,2000-01-01,2000-01-01
95,96,L.A. Song,Beth Hart,6,2000-01-01,2000-01-01
96,97,Gotta Man,Eve,16,2000-01-01,2000-01-01
97,98,The Quittin' Kind,Joe Diffie,1,2000-01-01,2000-01-01
98,99,Steam,Ty Herndon,12,2000-01-01,2000-01-01
99,100,NAStradamus,Nas,6,2000-01-01,2000-01-01
100,1,Smooth,Santana ft. Rob Thomas,24,2000-01-08,2000-01-08
101,2,Back At One,Brian McKnight,20,2000-01-08,2000-01-08
102,3,I Wanna Love You Forever,Jessica Simpson,13,2000-01-08,2000-01-08
103,4,My Love Is Your Love,Whitney Houston,19,2000-01-08,2000-01-08
104,5,Hot Boyz,"Missy ""Misdemeanor"" Elliott ft. NAS, EVE & Q-Tip",7,2000-01-08,2000-01-08
105,6,I Knew I Loved You,Savage Garden,12,2000-01-08,2000-01-08
106,7,Auld Lang Syne,Kenny G,3,2000-01-08,2000-01-08
107,8,I Need To Know,Marc Anthony,18,2000-01-08,2000-01-08
108,9,Bring It All To Me,Blaque,12,2000-01-08,2000-01-08
109,10,U Know What's Up,Donell Jones,16,2000-01-08,2000-01-08
110,11,What A Girl Wants,Christina Aguilera,7,2000-01-08,2000-01-08
111,12,Girl On TV,LFO,8,2000-01-08,2000-01-08
112,13,Blue (Da Ba Dee),Eiffel 65,5,2000-01-08,2000-01-08
113,14,24/7,Kevon Edmonds,10,2000-01-08,2000-01-08
114,15,He Can't Love U,Jagged Edge,5,2000-01-08,2000-01-08
115,16,Then The Morning Comes,Smash Mouth,11,2000-01-08,2000-01-08
116,17,That's The Way It Is,Celine Dion,9,2000-01-08,2000-01-08
117,18,The Christmas Song (Chestnuts Roasting On An Open Fire),Christina Aguilera,4,2000-01-08,2000-01-08
118,19,Waiting For Tonight,Jennifer Lopez,13,2000-01-08,2000-01-08
119,20,Get It On Tonite,Montell Jordan,12,2000-01-08,2000-01-08
120,21,Don't Say You Love Me,M2M,8,2000-01-08,2000-01-08
121,22,Dancin',Guy,4,2000-01-08,2000-01-08
122,23,Stay The Night,IMx,14,2000-01-08,2000-01-08
123,24,Meet Virginia,Train,14,2000-01-08,2000-01-08
124,25,Unpretty,TLC,29,2000-01-08,2000-01-08
125,26,Learn To Fly,Foo Fighters,13,2000-01-08,2000-01-08
126,27,Steal My Sunshine,Len,22,2000-01-08,2000-01-08
127,28,Where My Girls At?,702,37,2000-01-08,2000-01-08
128,29,Back That Thang Up,Juvenile ft. Mannie Fresh & Lil' Wayne,27,2000-01-08,2000-01-08
129,30,Big Deal,LeAnn Rimes,13,2000-01-08,2000-01-08
130,31,Someday,Sugar Ray,28,2000-01-08,2000-01-08
131,32,Hanginaround,Counting Crows,10,2000-01-08,2000-01-08
132,33,"4, 5, 6",Sole ft. JT Money & Kandi,11,2000-01-08,2000-01-08
133,34,Take A Picture,Filter,7,2000-01-08,2000-01-08
134,35,Mambo No. 5 (A Little Bit Of...),Lou Bega,20,2000-01-08,2000-01-08
135,36,Get Gone,Ideal,21,2000-01-08,2000-01-08
136,37,Black Balloon,Goo Goo Dolls,27,2000-01-08,2000-01-08
137,38,Got Your Money,Ol' Dirty Bastard ft. Kelis,12,2000-01-08,2000-01-08
138,39,Rhythm Divine,Enrique Iglesias,6,2000-01-08,2000-01-08
139,40,You Can Do It,Ice Cube ft. Mack 10 & Ms. Toi,6,2000-01-08,2000-01-08
140,41,Thank God I Found You,Mariah Carey ft. Joe & 98 Degrees,5,2000-01-08,2000-01-08
141,42,If You Love Me,Mint Condition,10,2000-01-08,2000-01-08
142,43,Breathe,Faith Hill,10,2000-01-08,2000-01-08
143,44,Say My Name,Destiny's Child,3,2000-01-08,2000-01-08
144,45,Amazed,Lonestar,23,2000-01-08,2000-01-08
145,46,Shake Your Bon-Bon,Ricky Martin,8,2000-01-08,2000-01-08
146,47,Satisfy You,Puff Daddy ft. R. Kelly,16,2000-01-08,2000-01-08
147,48,Got To Get It,Sisqo ft. Make It Hot,8,2000-01-08,2000-01-08
148,49,This Gift,98 Degrees,2,2000-01-08,2000-01-08
149,50,He Didn't Have To Be,Brad Paisley,12,2000-01-08,2000-01-08
150,51,All The Small Things,Blink-182,6,2000-01-08,2000-01-08
151,52,Cowboy Take Me Away,Dixie Chicks,7,2000-01-08,2000-01-08
152,53,What Do You Say,Reba,11,2000-01-08,2000-01-08
153,54,Caught Out There,Kelis,6,2000-01-08,2000-01-08
154,55,My Best Friend,Tim McGraw,7,2000-01-08,2000-01-08
155,56,When I Said I Do,Clint Black,13,2000-01-08,2000-01-08
156,57,Higher,Creed,18,2000-01-08,2000-01-08
157,58,Will 2K,Will Smith ft. K-Ci,11,2000-01-08,2000-01-08
158,59,Sexual (Li Da Di),Amber,22,2000-01-08,2000-01-08
159,60,None Of Ur Friends Business,Ginuwine,5,2000-01-08,2000-01-08
160,61,Deck The Halls,SHeDAISY,3,2000-01-08,2000-01-08
161,62,Show Me The Meaning Of Being Lonely,Backstreet Boys,2,2000-01-08,2000-01-08
162,63,Pop A Top,Alan Jackson,9,2000-01-08,2000-01-08
163,64,Angels,Robbie Williams,8,2000-01-08,2000-01-08
164,65,Deep Inside,Mary J. Blige,9,2000-01-08,2000-01-08
165,66,Heartbreaker,Mariah Carey ft. Jay-Z,19,2000-01-08,2000-01-08
166,67,15 Minutes,Marc Nelson,15,2000-01-08,2000-01-08
167,68,Bling Bling,"B.G. ft. Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",17,2000-01-08,2000-01-08
168,69,One Night Stand,J-Shin ft. LaTocha Scott,3,2000-01-08,2000-01-08
169,70,The Great Beyond,R.E.M.,3,2000-01-08,2000-01-08
170,71,I Love You,Martina McBride,20,2000-01-08,2000-01-08
171,72,Tha Block Is Hot,Lil' Wayne ft. Juvenile & B.G.,6,2000-01-08,2000-01-08
172,73,N 2 Gether Now,Limp Bizkit ft. Method Man,6,2000-01-08,2000-01-08
173,74,No More Rain (In This Cloud),Angie Stone,3,2000-01-08,2000-01-08
174,75,A Country Boy Can Survive (Y2K Version),Chad Brock With Hank Williams Jr. & George Jones,2,2000-01-08,2000-01-08
175,76,All Things Considered,Yankee Grey,17,2000-01-08,2000-01-08
176,77,G'd Up,Snoop Dogg Presents Tha Eastsidaz,1,2000-01-08,2000-01-08
177,78,Guerrilla Radio,Rage Against The Machine,11,2000-01-08,2000-01-08
178,79,The Chemicals Between Us,Bush,15,2000-01-08,2000-01-08
179,80,Smile,Lonestar,4,2000-01-08,2000-01-08
180,81,We Can't Be Friends,Deborah Cox With R.L.,18,2000-01-08,2000-01-08
181,82,Notorious B.I.G.,The Notorious B.I.G. ft. Puff Daddy & Lil' Kim,5,2000-01-08,2000-01-08
182,83,All I Want For Christmas Is You,Mariah Carey,1,2000-01-08,2000-01-08
183,84,There She Goes,Sixpence None The Richer,18,2000-01-08,2000-01-08
184,85,The Greatest Romance Ever Sold,Prince,12,2000-01-08,2000-01-08
185,86,I Wanna Know,Joe,2,2000-01-08,2000-01-08
186,87,Give You What You Want (Fa Sure),Chico DeBarge,12,2000-01-08,2000-01-08
187,88,Bug A Boo,Destiny's Child,16,2000-01-08,2000-01-08
188,89,(You Drive Me) Crazy,Britney Spears,17,2000-01-08,2000-01-08
189,90,Home To You,John Michael Montgomery,15,2000-01-08,2000-01-08
190,91,Left & Right,D'Angelo ft. Method Man And Redman,5,2000-01-08,2000-01-08
191,92,The Rockafeller Skank,Fatboy Slim,25,2000-01-08,2000-01-08
192,93,She Thinks My Tractor's Sexy,Kenny Chesney,8,2000-01-08,2000-01-08
193,94,Love Is Blind,Eve ft. Faith Evans,1,2000-01-08,2000-01-08
194,95,"Live, Laugh, Love",Clay Walker,6,2000-01-08,2000-01-08
195,96,Larger Than Life,Backstreet Boys,17,2000-01-08,2000-01-08
196,97,The Best Man I Can Be,"Ginuwine, R.L., Tyrese, Case",1,2000-01-08,2000-01-08
197,98,L.A. Song,Beth Hart,7,2000-01-08,2000-01-08
198,99,Re-arranged,Limp Bizkit,6,2000-01-08,2000-01-08
199,100,The Quittin' Kind,Joe Diffie,2,2000-01-08,2000-01-08
200,1,What A Girl Wants,Christina Aguilera,8,2000-01-15,2000-01-15
201,2,Smooth,Santana ft. Rob Thomas,25,2000-01-15,2000-01-15
202,3,Back At One,Brian McKnight,21,2000-01-15,2000-01-15
203,4,I Knew I Loved You,Savage Garden,13,2000-01-15,2000-01-15
204,5,I Wanna Love You Forever,Jessica Simpson,14,2000-01-15,2000-01-15
205,6,My Love Is Your Love,Whitney Houston,20,2000-01-15,2000-01-15
206,7,Hot Boyz,"Missy ""Misdemeanor"" Elliott ft. NAS, EVE & Q-Tip",8,2000-01-15,2000-01-15
207,8,Auld Lang Syne,Kenny G,4,2000-01-15,2000-01-15
208,9,I Need To Know,Marc Anthony,19,2000-01-15,2000-01-15
209,10,Bring It All To Me,Blaque,13,2000-01-15,2000-01-15
210,11,Blue (Da Ba Dee),Eiffel 65,6,2000-01-15,2000-01-15
211,12,Girl On TV,LFO,9,2000-01-15,2000-01-15
212,13,U Know What's Up,Donell Jones,17,2000-01-15,2000-01-15
213,14,That's The Way It Is,Celine Dion,10,2000-01-15,2000-01-15
214,15,Then The Morning Comes,Smash Mouth,12,2000-01-15,2000-01-15
215,16,24/7,Kevon Edmonds,11,2000-01-15,2000-01-15
216,17,Waiting For Tonight,Jennifer Lopez,14,2000-01-15,2000-01-15
217,18,He Can't Love U,Jagged Edge,6,2000-01-15,2000-01-15
218,19,Get It On Tonite,Montell Jordan,13,2000-01-15,2000-01-15
219,20,Learn To Fly,Foo Fighters,14,2000-01-15,2000-01-15
220,21,Meet Virginia,Train,15,2000-01-15,2000-01-15
221,22,Steal My Sunshine,Len,23,2000-01-15,2000-01-15
222,23,Amazed,Lonestar,24,2000-01-15,2000-01-15
223,24,Back That Thang Up,Juvenile ft. Mannie Fresh & Lil' Wayne,28,2000-01-15,2000-01-15
224,25,Unpretty,TLC,30,2000-01-15,2000-01-15
225,26,Where My Girls At?,702,38,2000-01-15,2000-01-15
226,27,Someday,Sugar Ray,29,2000-01-15,2000-01-15
227,28,Big Deal,LeAnn Rimes,14,2000-01-15,2000-01-15
228,29,Hanginaround,Counting Crows,11,2000-01-15,2000-01-15
229,30,Breathe,Faith Hill,11,2000-01-15,2000-01-15
230,31,Take A Picture,Filter,8,2000-01-15,2000-01-15
231,32,Mambo No. 5 (A Little Bit Of...),Lou Bega,21,2000-01-15,2000-01-15
232,33,Rhythm Divine,Enrique Iglesias,7,2000-01-15,2000-01-15
233,34,Black Balloon,Goo Goo Dolls,28,2000-01-15,2000-01-15
234,35,You Can Do It,Ice Cube ft. Mack 10 & Ms. Toi,7,2000-01-15,2000-01-15
235,36,Dancin',Guy,5,2000-01-15,2000-01-15
236,37,Thank God I Found You,Mariah Carey ft. Joe & 98 Degrees,6,2000-01-15,2000-01-15
237,38,Say My Name,Destiny's Child,4,2000-01-15,2000-01-15
238,39,Cowboy Take Me Away,Dixie Chicks,8,2000-01-15,2000-01-15
239,40,Got Your Money,Ol' Dirty Bastard ft. Kelis,13,2000-01-15,2000-01-15
240,41,Stay The Night,IMx,15,2000-01-15,2000-01-15
241,42,He Didn't Have To Be,Brad Paisley,13,2000-01-15,2000-01-15
242,43,What Do You Say,Reba,12,2000-01-15,2000-01-15
243,44,Get Gone,Ideal,22,2000-01-15,2000-01-15
244,45,If You Love Me,Mint Condition,11,2000-01-15,2000-01-15
245,46,My Best Friend,Tim McGraw,8,2000-01-15,2000-01-15
246,47,Shake Your Bon-Bon,Ricky Martin,9,2000-01-15,2000-01-15
247,48,"4, 5, 6",Sole ft. JT Money & Kandi,12,2000-01-15,2000-01-15
248,49,Got To Get It,Sisqo ft. Make It Hot,9,2000-01-15,2000-01-15
249,50,All The Small Things,Blink-182,7,2000-01-15,2000-01-15
250,51,Satisfy You,Puff Daddy ft. R. Kelly,17,2000-01-15,2000-01-15
251,52,Pop A Top,Alan Jackson,10,2000-01-15,2000-01-15
252,53,When I Said I Do,Clint Black,14,2000-01-15,2000-01-15
253,54,Angels,Robbie Williams,9,2000-01-15,2000-01-15
254,55,Show Me The Meaning Of Being Lonely,Backstreet Boys,3,2000-01-15,2000-01-15
255,56,Caught Out There,Kelis,7,2000-01-15,2000-01-15
256,57,Will 2K,Will Smith ft. K-Ci,12,2000-01-15,2000-01-15
257,58,Sexual (Li Da Di),Amber,23,2000-01-15,2000-01-15
258,59,Bling Bling,"B.G. ft. Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",18,2000-01-15,2000-01-15
259,60,Higher,Creed,19,2000-01-15,2000-01-15
260,61,Heartbreaker,Mariah Carey ft. Jay-Z,20,2000-01-15,2000-01-15
261,62,The Great Beyond,R.E.M.,4,2000-01-15,2000-01-15
262,63,None Of Ur Friends Business,Ginuwine,6,2000-01-15,2000-01-15
263,64,Don't Say You Love Me,M2M,9,2000-01-15,2000-01-15
264,65,Smile,Lonestar,5,2000-01-15,2000-01-15
265,66,No More Rain (In This Cloud),Angie Stone,4,2000-01-15,2000-01-15
266,67,Deep Inside,Mary J. Blige,10,2000-01-15,2000-01-15
267,68,All Things Considered,Yankee Grey,18,2000-01-15,2000-01-15
268,69,I Wanna Know,Joe,3,2000-01-15,2000-01-15
269,70,Falls Apart,Sugar Ray,1,2000-01-15,2000-01-15
270,71,Home To You,John Michael Montgomery,16,2000-01-15,2000-01-15
271,72,There She Goes,Sixpence None The Richer,19,2000-01-15,2000-01-15
272,73,(You Drive Me) Crazy,Britney Spears,18,2000-01-15,2000-01-15
273,74,One Night Stand,J-Shin ft. LaTocha Scott,4,2000-01-15,2000-01-15
274,75,The Chemicals Between Us,Bush,16,2000-01-15,2000-01-15
275,76,The Rockafeller Skank,Fatboy Slim,26,2000-01-15,2000-01-15
276,77,G'd Up,Snoop Dogg Presents Tha Eastsidaz,2,2000-01-15,2000-01-15
277,78,15 Minutes,Marc Nelson,16,2000-01-15,2000-01-15
278,79,This Gift,98 Degrees,3,2000-01-15,2000-01-15
279,80,We Can't Be Friends,Deborah Cox With R.L.,19,2000-01-15,2000-01-15
280,81,Tha Block Is Hot,Lil' Wayne ft. Juvenile & B.G.,7,2000-01-15,2000-01-15
281,82,"Live, Laugh, Love",Clay Walker,7,2000-01-15,2000-01-15
282,83,Guerrilla Radio,Rage Against The Machine,12,2000-01-15,2000-01-15
283,84,N 2 Gether Now,Limp Bizkit ft. Method Man,7,2000-01-15,2000-01-15
284,85,She Thinks My Tractor's Sexy,Kenny Chesney,9,2000-01-15,2000-01-15
285,86,Bug A Boo,Destiny's Child,17,2000-01-15,2000-01-15
286,87,Larger Than Life,Backstreet Boys,18,2000-01-15,2000-01-15
287,88,Notorious B.I.G.,The Notorious B.I.G. ft. Puff Daddy & Lil' Kim,6,2000-01-15,2000-01-15
288,89,Back At One,Mark Wills,1,2000-01-15,2000-01-15
289,90,L.A. Song,Beth Hart,8,2000-01-15,2000-01-15
290,91,Love Is Blind,Eve ft. Faith Evans,2,2000-01-15,2000-01-15
291,92,A Country Boy Can Survive (Y2K Version),Chad Brock With Hank Williams Jr. & George Jones,3,2000-01-15,2000-01-15
292,93,Music Of My Heart,'N Sync & Gloria Estefan,19,2000-01-15,2000-01-15
293,94,Give You What You Want (Fa Sure),Chico DeBarge,13,2000-01-15,2000-01-15
294,95,Do It Again (Put Ya Hands Up),Jay-Z ft. Beanie Sigel & Amil,1,2000-01-15,2000-01-15
295,96,Re-arranged,Limp Bizkit,7,2000-01-15,2000-01-15
296,97,The Best Man I Can Be,"Ginuwine, R.L., Tyrese, Case",2,2000-01-15,2000-01-15
297,98,What's My Name,DMX,1,2000-01-15,2000-01-15
298,99,The Greatest Romance Ever Sold,Prince,13,2000-01-15,2000-01-15
299,100,The Quittin' Kind,Joe Diffie,3,2000-01-15,2000-01-15
300,1,What A Girl Wants,Christina Aguilera,9,2000-01-22,2000-01-22
301,2,I Knew I Loved You,Savage Garden,14,2000-01-22,2000-01-22
302,3,Smooth,Santana ft. Rob Thomas,26,2000-01-22,2000-01-22
303,4,Back At One,Brian McKnight,22,2000-01-22,2000-01-22
304,5,Bring It All To Me,Blaque,14,2000-01-22,2000-01-22
305,6,I Need To Know,Marc Anthony,20,2000-01-22,2000-01-22
306,7,Hot Boyz,"Missy ""Misdemeanor"" Elliott ft. NAS, EVE & Q-Tip",9,2000-01-22,2000-01-22
307,8,I Wanna Love You Forever,Jessica Simpson,15,2000-01-22,2000-01-22
308,9,Blue (Da Ba Dee),Eiffel 65,7,2000-01-22,2000-01-22
309,10,My Love Is Your Love,Whitney Houston,21,2000-01-22,2000-01-22
310,11,That's The Way It Is,Celine Dion,11,2000-01-22,2000-01-22
311,12,Then The Morning Comes,Smash Mouth,13,2000-01-22,2000-01-22
312,13,U Know What's Up,Donell Jones,18,2000-01-22,2000-01-22
313,14,Waiting For Tonight,Jennifer Lopez,15,2000-01-22,2000-01-22
314,15,Get It On Tonite,Montell Jordan,14,2000-01-22,2000-01-22
315,16,Say My Name,Destiny's Child,5,2000-01-22,2000-01-22
316,17,Amazed,Lonestar,25,2000-01-22,2000-01-22
317,18,He Can't Love U,Jagged Edge,7,2000-01-22,2000-01-22
318,19,Learn To Fly,Foo Fighters,15,2000-01-22,2000-01-22
319,20,Meet Virginia,Train,16,2000-01-22,2000-01-22
320,21,Take A Picture,Filter,9,2000-01-22,2000-01-22
321,22,Girl On TV,LFO,10,2000-01-22,2000-01-22
322,23,Breathe,Faith Hill,12,2000-01-22,2000-01-22
323,24,24/7,Kevon Edmonds,12,2000-01-22,2000-01-22
324,25,Show Me The Meaning Of Being Lonely,Backstreet Boys,4,2000-01-22,2000-01-22
325,26,Thank God I Found You,Mariah Carey ft. Joe & 98 Degrees,7,2000-01-22,2000-01-22
326,27,Big Deal,LeAnn Rimes,15,2000-01-22,2000-01-22
327,28,Back That Thang Up,Juvenile ft. Mannie Fresh & Lil' Wayne,29,2000-01-22,2000-01-22
328,29,Hanginaround,Counting Crows,12,2000-01-22,2000-01-22
329,30,Steal My Sunshine,Len,24,2000-01-22,2000-01-22
330,31,Cowboy Take Me Away,Dixie Chicks,9,2000-01-22,2000-01-22
331,32,Rhythm Divine,Enrique Iglesias,8,2000-01-22,2000-01-22
332,33,What Do You Say,Reba,13,2000-01-22,2000-01-22
333,34,Where My Girls At?,702,39,2000-01-22,2000-01-22
334,35,All The Small Things,Blink-182,8,2000-01-22,2000-01-22
335,36,Unpretty,TLC,31,2000-01-22,2000-01-22
336,37,Someday,Sugar Ray,30,2000-01-22,2000-01-22
337,38,My Best Friend,Tim McGraw,9,2000-01-22,2000-01-22
338,39,Black Balloon,Goo Goo Dolls,29,2000-01-22,2000-01-22
339,40,Got To Get It,Sisqo ft. Make It Hot,10,2000-01-22,2000-01-22
340,41,He Didn't Have To Be,Brad Paisley,14,2000-01-22,2000-01-22
341,42,Mambo No. 5 (A Little Bit Of...),Lou Bega,22,2000-01-22,2000-01-22
342,43,Pop A Top,Alan Jackson,11,2000-01-22,2000-01-22
343,44,Dancin',Guy,6,2000-01-22,2000-01-22
344,45,Got Your Money,Ol' Dirty Bastard ft. Kelis,14,2000-01-22,2000-01-22
345,46,You Can Do It,Ice Cube ft. Mack 10 & Ms. Toi,8,2000-01-22,2000-01-22
346,47,Smile,Lonestar,6,2000-01-22,2000-01-22
347,48,None Of Ur Friends Business,Ginuwine,7,2000-01-22,2000-01-22
348,49,When I Said I Do,Clint Black,15,2000-01-22,2000-01-22
349,50,I Wanna Know,Joe,4,2000-01-22,2000-01-22
350,51,If You Love Me,Mint Condition,12,2000-01-22,2000-01-22
351,52,Satisfy You,Puff Daddy ft. R. Kelly,18,2000-01-22,2000-01-22
352,53,Angels,Robbie Williams,10,2000-01-22,2000-01-22
353,54,Shake Your Bon-Bon,Ricky Martin,10,2000-01-22,2000-01-22
354,55,Back At One,Mark Wills,2,2000-01-22,2000-01-22
355,56,No More Rain (In This Cloud),Angie Stone,5,2000-01-22,2000-01-22
356,57,Love Is Blind,Eve ft. Faith Evans,3,2000-01-22,2000-01-22
357,58,Sexual (Li Da Di),Amber,24,2000-01-22,2000-01-22
358,59,Caught Out There,Kelis,8,2000-01-22,2000-01-22
359,60,The Great Beyond,R.E.M.,5,2000-01-22,2000-01-22
360,61,Higher,Creed,20,2000-01-22,2000-01-22
