,Top_Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week,Duration,Loudness,Tempo,Tempo_Confidence,Meter,Meter_Confidence,Key,Key_Confidence,Mode,Mode_Confidence,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Speechiness,Valence,Artist_Genres
24,100,All Around Me,Justin Bieber,1,2020-02-26,2020-02-26,136.90668,-7.564,117.127,0.161,4.0,0.839,0.0,0.129,0.0,0.511,0.809,0.566,0.438,0.0,0.212,0.0367,0.692,"['canadian pop', 'pop']"
25,54,All Bad,Future ft. Lil Uzi Vert,1,2020-05-27,2020-05-27,207.73865,-7.043,142.039,0.581,4.0,1.0,6.0,0.007,0.0,0.183,0.0144,0.931,0.667,0.0,0.15,0.318,0.667,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
26,84,All Dat,Moneybagg Yo X Megan Thee Stallion,4,2020-01-15,2020-01-22,143.95796,-3.904,120.047,0.089,5.0,1.0,2.0,0.502,1.0,0.467,0.00534,0.792,0.772,0.0,0.237,0.27,0.414,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
27,90,All I Want,Olivia Rodrigo,2,2020-01-15,2020-01-22,177.32277,-6.585,77.599,0.211,3.0,0.281,0.0,0.611,0.0,0.637,0.0902,0.376,0.43,0.0,0.0912,0.0328,0.129,['pop']
28,1,All I Want For Christmas Is You,Mariah Carey,43,2020-01-01,2020-12-30,241.10667,-7.463,150.273,0.153,4.0,0.919,7.0,0.459,1.0,0.471,0.164,0.336,0.627,0.0,0.0708,0.0384,0.35,"['dance pop', 'pop', 'urban contemporary']"
29,45,All In,Lil Baby,8,2020-05-06,2020-07-01,156.03229,-6.442,95.084,0.7,4.0,1.0,11.0,0.322,1.0,0.379,0.0716,0.836,0.649,0.0,0.0943,0.332,0.294,"['atl hip hop', 'atl trap', 'rap', 'trap']"
30,67,All In,YoungBoy Never Broke Again,3,2020-09-02,2020-09-23,156.66254,-6.133,154.868,0.053,4.0,0.139,8.0,0.382,1.0,0.551,0.053,0.511,0.654,0.0,0.316,0.314,0.279,"['baton rouge rap', 'trap']"
31,77,All These N**gas,King Von ft. Lil Durk,1,2020-11-18,2020-11-18,144.78667,-7.495,145.962,0.76,4.0,1.0,5.0,0.459,0.0,0.57,0.00522,0.793,0.462,0.0,0.191,0.119,0.356,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']"
32,21,Alone Again,The Weeknd,1,2020-04-01,2020-04-01,250.05333,-7.953,65.375,0.0,4.0,0.312,4.0,0.606,0.0,0.502,0.033,0.218,0.652,0.111,0.172,0.0641,0.0599,"['canadian contemporary r&b', 'canadian pop', 'pop']"
33,83,Always Do,The Kid LAROI,1,2020-11-18,2020-11-18,151.70464,-6.865,167.827,0.066,4.0,1.0,8.0,0.589,1.0,0.629,0.0442,0.762,0.426,0.0,0.0858,0.113,0.582,"['australian hip hop', 'pop']"
34,83,Always Forever,Bryson Tiller,1,2020-10-14,2020-10-14,170.05315,-7.234,147.341,0.438,4.0,1.0,10.0,0.482,0.0,0.54,0.168,0.605,0.489,2.36e-06,0.187,0.174,0.326,"['kentucky hip hop', 'pop', 'r&b', 'rap', 'trap']"
35,64,Another Day,Kid Cudi,1,2020-12-23,2020-12-23,199.78667,-7.75,172.995,0.471,4.0,1.0,4.0,0.508,0.0,0.445,0.556,0.646,0.758,0.00316,0.335,0.0708,0.0642,"['hip hop', 'ohio hip hop', 'rap']"
36,34,Anyone,Demi Lovato,2,2020-02-05,2020-02-12,227.81332,-6.338,129.98,0.089,4.0,0.848,11.0,0.792,1.0,0.769,0.876,0.557,0.387,0.0,0.111,0.0374,0.317,"['dance pop', 'pop', 'post-teen pop']"
37,67,Argentina,Gunna,1,2020-06-03,2020-06-03,149.13333,-9.463,139.967,0.51,4.0,1.0,1.0,0.338,1.0,0.417,0.0912,0.804,0.725,0.0,0.0708,0.0838,0.356,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']"
38,23,August,Taylor Swift,2,2020-08-05,2020-08-12,261.92267,-9.208,89.937,0.331,4.0,1.0,5.0,0.902,1.0,0.669,0.538,0.532,0.623,7.28e-05,0.0925,0.0331,0.403,['pop']
39,94,"Ay, Dios Mio!",Karol G,1,2020-10-07,2020-10-07,189.84,-4.423,179.997,0.18,4.0,0.989,11.0,0.695,1.0,0.622,0.496,0.715,0.706,0.00134,0.106,0.195,0.522,"['reggaeton', 'reggaeton colombiano']"
40,95,B*tch From da Souf,Mulatto,3,2020-08-19,2020-09-02,,,,,,,,,,,,,,,,,,[]
41,31,B.I.T.C.H.,Megan Thee Stallion,10,2020-02-05,2020-04-22,183.1429,-4.362,174.019,0.28,4.0,0.951,11.0,0.303,0.0,0.448,0.0851,0.742,0.731,0.0,0.131,0.306,0.547,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']"
42,24,B.S.,Jhene Aiko ft. H.E.R.,20,2020-03-18,2020-12-23,212.86667,-10.426,135.781,0.159,4.0,1.0,8.0,0.332,0.0,0.415,0.554,0.617,0.525,1.1e-06,0.135,0.12,0.377,"['pop', 'r&b', 'urban contemporary']"
43,46,BEST ON EARTH,Russ & BIA,20,2020-01-01,2020-04-29,160.72,-3.512,90.006,0.036,4.0,1.0,5.0,0.529,0.0,0.612,0.188,0.846,0.748,0.0,0.093,0.078,0.597,"['hawaiian hip hop', 'rap']"
44,64,BLAME IT ON BABY,DaBaby,1,2020-04-29,2020-04-29,181.73334,-7.956,89.977,0.172,4.0,1.0,11.0,0.353,1.0,0.558,0.247,0.746,0.69,0.0,0.101,0.164,0.497,"['north carolina hip hop', 'rap', 'trap']"
45,12,BOP,DaBaby,30,2020-01-01,2020-04-29,159.71497,-3.909,126.77,0.741,4.0,0.58,11.0,0.28,1.0,0.45,0.189,0.769,0.787,0.0,0.129,0.367,0.836,"['north carolina hip hop', 'rap', 'trap']"
46,47,Baby,Lil Baby & DaBaby,21,2020-01-08,2020-01-08,145.54254,-6.903,112.511,0.647,4.0,1.0,1.0,0.351,0.0,0.548,0.0852,0.897,0.662,0.0,0.534,0.292,0.389,"['atl hip hop', 'atl trap', 'rap', 'trap']"
47,45,Baby It's Cold Outside,Dean Martin,1,2020-01-01,2020-01-01,143.73334,-16.093,130.036,0.214,3.0,0.275,0.0,0.52,1.0,0.415,0.882,0.469,0.196,0.0,0.0513,0.0571,0.537,"['adult standards', 'easy listening', 'lounge']"
48,6,Baby Pluto,Lil Uzi Vert,4,2020-03-18,2020-04-08,210.26132,-6.101,160.052,0.165,4.0,1.0,10.0,0.429,0.0,0.491,0.135,0.772,0.634,0.0,0.432,0.212,0.671,"['melodic rap', 'philly rap', 'rap', 'trap']"
49,92,Baby Sitter,DaBaby ft. Offset,20,2020-01-01,2020-01-01,157.69333,-5.803,92.506,0.166,4.0,1.0,1.0,0.107,1.0,0.221,0.0219,0.852,0.73,0.0,0.336,0.0579,0.394,"['north carolina hip hop', 'rap', 'trap']"
50,58,"Baby, I'm Jealous",Bebe Rexha ft. Doja Cat,1,2020-10-21,2020-10-21,175.87347,-2.259,98.05,0.473,4.0,1.0,11.0,0.531,0.0,0.504,0.0398,0.737,0.867,0.0,0.32,0.0458,0.506,"['dance pop', 'edm', 'pop', 'post-teen pop']"
51,76,Back To The Streets,Saweetie ft. Jhene Aiko,5,2020-11-04,2020-12-30,189.49605,-4.207,101.985,0.308,4.0,1.0,4.0,0.506,1.0,0.483,0.168,0.865,0.792,1.46e-05,0.107,0.0677,0.562,"['cali rap', 'dance pop', 'pop', 'rap', 'trap queen']"
52,93,Backdoor,Lil Durk,1,2020-12-30,2020-12-30,200.0,-7.593,81.142,0.076,4.0,0.992,4.0,0.557,0.0,0.436,0.111,0.625,0.552,3.61e-06,0.294,0.325,0.239,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']"
53,59,Bad Bad,YoungBoy Never Broke Again,1,2020-03-04,2020-03-04,138.6834,-4.331,180.088,0.123,4.0,1.0,3.0,0.332,0.0,0.367,0.491,0.682,0.809,0.0,0.217,0.378,0.812,"['baton rouge rap', 'trap']"
54,55,Bad Bitch From Tokyo (Intro),Pop Smoke,1,2020-07-15,2020-07-15,48.0,-6.871,140.248,0.156,4.0,1.0,10.0,0.435,0.0,0.549,0.395,0.645,0.64,1.04e-05,0.286,0.179,0.674,['brooklyn drill']
55,16,Bad Energy,Juice WRLD,2,2020-07-22,2020-07-29,186.74911,-6.36,138.034,0.753,4.0,1.0,7.0,0.0,1.0,0.352,0.17,0.654,0.452,0.0,0.114,0.0439,0.532,"['chicago rap', 'melodic rap']"
56,14,Bad Guy,Billie Eilish,49,2020-01-01,2020-03-11,194.08784,-10.965,135.128,0.474,4.0,0.811,7.0,0.428,1.0,0.474,0.328,0.701,0.425,0.13,0.1,0.375,0.562,"['art pop', 'electropop', 'pop']"
57,11,Ballin',Mustard & Roddy Ricch,44,2020-01-01,2020-05-27,180.43465,-6.678,97.008,0.521,4.0,1.0,7.0,0.606,1.0,0.593,0.392,0.809,0.545,0.0,0.151,0.0735,0.244,"['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
58,22,Bandit,Juice WRLD & YoungBoy Never Broke Again,20,2020-01-01,2020-02-26,189.32254,-5.884,180.051,0.023,4.0,1.0,5.0,0.458,0.0,0.552,0.0687,0.474,0.631,0.0,0.132,0.343,0.425,"['chicago rap', 'melodic rap']"
59,24,Bang!,AJR,25,2020-07-01,2020-12-30,170.85818,-6.233,139.917,0.485,4.0,0.995,1.0,0.588,0.0,0.769,0.0183,0.74,0.517,0.0,0.0558,0.0506,0.698,['modern rock']
60,89,Bat Man,YoungBoy Never Broke Again,1,2020-03-04,2020-03-04,178.65515,-4.332,172.006,0.223,4.0,0.931,1.0,0.561,0.0,0.464,0.118,0.782,0.67,0.0,0.0956,0.358,0.745,"['baton rouge rap', 'trap']"
61,42,Be A Light,"Thomas Rhett ft. Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",22,2020-04-15,2020-09-09,173.96095,-6.676,97.85,0.548,4.0,0.856,0.0,0.587,1.0,0.652,0.0397,0.507,0.493,1.32e-06,0.102,0.0267,0.261,"['contemporary country', 'country', 'country road']"
62,29,Be Kind,Marshmello & Halsey,15,2020-05-13,2020-08-19,172.76154,-7.088,93.995,0.004,4.0,0.81,4.0,0.448,1.0,0.505,0.00776,0.63,0.633,0.0,0.0541,0.0457,0.452,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
63,19,Be Like That,Kane Brown With Swae Lee & Khalid,21,2020-07-22,2020-12-09,191.4063,-8.415,86.97,0.021,4.0,1.0,7.0,0.691,1.0,0.557,0.0469,0.727,0.626,2.58e-05,0.126,0.0726,0.322,"['pop', 'pop r&b']"
64,57,Be Something,Polo G ft. Lil Baby,2,2020-05-27,2020-06-03,194.11765,-10.34,136.103,0.371,4.0,1.0,8.0,0.137,1.0,0.342,0.0232,0.829,0.52,0.0,0.134,0.294,0.248,['chicago rap']
65,19,Bean (Kobe),Lil Uzi Vert ft. Chief Keef,2,2020-03-25,2020-04-01,238.81633,-6.718,75.491,0.184,4.0,0.758,0.0,0.668,1.0,0.555,0.0129,0.733,0.567,0.0,0.382,0.319,0.319,"['melodic rap', 'philly rap', 'rap', 'trap']"
66,92,Beautiful Pain (Losin My Mind),Polo G,1,2020-05-27,2020-05-27,171.44164,-9.638,80.382,0.0,4.0,1.0,1.0,0.551,0.0,0.645,0.137,0.597,0.477,0.0,0.113,0.642,0.512,['chicago rap']
67,42,Beautiful People,Ed Sheeran ft. Khalid,26,2020-01-08,2020-01-15,197.86667,-8.113,92.977,0.342,4.0,1.0,5.0,0.434,0.0,0.378,0.124,0.64,0.648,0.0,0.0802,0.187,0.548,"['pop', 'uk pop']"
68,100,Beautiful Trip,Kid Cudi,1,2020-12-23,2020-12-23,37.01333,-15.392,133.971,0.083,4.0,1.0,11.0,0.34,0.0,0.595,0.972,0.331,0.513,0.953,0.882,0.632,0.42,"['hip hop', 'ohio hip hop', 'rap']"
69,36,Beer Can't Fix,Thomas Rhett ft. Jon Pardi,18,2020-03-25,2020-07-22,209.73334,-4.068,111.016,0.9,4.0,0.978,7.0,0.596,1.0,0.592,0.0317,0.711,0.774,0.0,0.124,0.0308,0.939,"['contemporary country', 'country', 'country road']"
70,93,Beers And Sunshine,Darius Rucker,2,2020-11-18,2020-11-25,178.27869,-5.816,81.084,0.115,4.0,0.996,5.0,0.425,1.0,0.457,0.134,0.57,0.645,0.0,0.147,0.0304,0.677,"['black americana', 'contemporary country', 'country', 'country road']"
71,9,Before You Go,Lewis Capaldi,44,2020-02-05,2020-12-09,215.10667,-4.858,111.881,0.36,4.0,0.736,3.0,0.518,1.0,0.592,0.604,0.459,0.575,0.0,0.0885,0.0573,0.183,"['pop', 'uk pop']"
72,90,Believe,Meek Mill ft. Justin Timberlake,1,2020-02-19,2020-02-19,239.28,-5.209,143.971,0.811,4.0,1.0,9.0,0.198,1.0,0.313,0.00126,0.701,0.71,0.0,0.32,0.068,0.138,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
73,23,Believe It,PARTYNEXTDOOR & Rihanna,14,2020-04-08,2020-07-08,183.21931,-5.35,158.373,0.185,4.0,0.916,6.0,0.471,1.0,0.481,0.0902,0.43,0.7,0.0,0.216,0.264,0.731,"['pop', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
74,89,Better,Zayn,1,2020-10-07,2020-10-07,174.52,-7.135,84.652,0.29,4.0,1.0,2.0,0.181,1.0,0.383,0.354,0.696,0.409,0.0,0.132,0.235,0.0962,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
75,30,Better Together,Luke Combs,12,2020-10-21,2020-12-30,219.57333,-11.501,138.002,0.048,4.0,0.306,0.0,0.673,1.0,0.652,0.827,0.552,0.225,0.0,0.111,0.0477,0.67,"['contemporary country', 'country']"
76,42,Betty,Taylor Swift,2,2020-08-05,2020-08-12,294.52103,-8.761,95.939,0.301,4.0,1.0,0.0,0.572,1.0,0.607,0.6,0.593,0.377,0.0,0.0976,0.0253,0.502,['pop']
77,89,Bichiyal,Bad Bunny & Yaviah,1,2020-03-11,2020-03-11,196.50037,-4.242,93.956,0.661,4.0,1.0,10.0,0.328,0.0,0.473,0.31,0.737,0.766,6.63e-06,0.114,0.0458,0.662,"['reggaeton', 'trap latino']"
78,88,Bichota,Karol G,4,2020-12-02,2020-12-30,178.94667,-4.158,163.908,0.487,4.0,1.0,1.0,0.803,0.0,0.816,0.212,0.863,0.666,0.000493,0.103,0.152,0.838,"['reggaeton', 'reggaeton colombiano']"
79,42,"Big, Big Plans",Chris Lane,12,2020-10-07,2020-12-30,187.30667,-6.091,149.974,0.14,4.0,0.824,7.0,0.44,1.0,0.614,0.076,0.574,0.58,0.0,0.12,0.0278,0.4,"['contemporary country', 'country', 'country road']"
80,33,Bigger Than Life,Lil Uzi Vert,1,2020-03-18,2020-03-18,192.70549,-4.711,140.013,0.246,4.0,1.0,8.0,0.0,0.0,0.098,0.325,0.776,0.752,0.0,0.33,0.193,0.716,"['melodic rap', 'philly rap', 'rap', 'trap']"
81,37,Black Parade,Beyonce,2,2020-07-01,2020-07-08,281.27292,-5.817,120.002,0.837,4.0,1.0,1.0,0.555,1.0,0.593,0.00337,0.824,0.555,6.42e-06,0.217,0.05,0.0611,"['dance pop', 'pop', 'r&b']"
82,57,Black Swan,BTS,1,2020-01-29,2020-01-29,198.26073,-5.167,147.024,0.07,4.0,0.979,2.0,0.628,0.0,0.365,0.137,0.719,0.757,0.0,0.129,0.0849,0.489,"['k-pop', 'k-pop boy group']"
83,79,Blastoff,Internet Money ft. Juice WRLD & Trippie Redd,1,2020-09-09,2020-09-09,174.72975,-6.916,147.912,0.747,4.0,0.553,5.0,0.462,1.0,0.416,0.114,0.761,0.517,0.0,0.157,0.0927,0.46,"['pop rap', 'rap', 'trap', 'viral rap']"
84,57,Bleed,A Boogie Wit da Hoodie,1,2020-07-01,2020-07-01,176.95882,-7.735,71.446,0.119,4.0,0.738,2.0,0.917,1.0,0.646,0.135,0.698,0.572,0.0,0.154,0.198,0.391,"['melodic rap', 'rap', 'trap']"
85,74,Blind,DaBaby ft. Young Thug,9,2020-09-30,2020-11-25,153.46667,-6.503,162.973,0.021,4.0,1.0,11.0,0.359,0.0,0.56,0.0115,0.709,0.679,0.0,0.0971,0.346,0.754,"['north carolina hip hop', 'rap', 'trap']"
86,59,Blindfold,Gunna ft. Lil Baby,1,2020-06-03,2020-06-03,154.66667,-8.74,111.994,0.634,4.0,1.0,2.0,0.142,1.0,0.487,0.0562,0.889,0.507,0.0,0.116,0.162,0.219,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']"
87,1,Blinding Lights,The Weeknd,55,2020-01-01,2020-12-23,200.04,-5.934,171.005,0.875,4.0,1.0,1.0,0.0,1.0,0.152,0.00146,0.514,0.73,9.54e-05,0.0897,0.0598,0.334,"['canadian contemporary r&b', 'canadian pop', 'pop']"
88,12,Blood On My Jeans,Juice WRLD,4,2020-07-22,2020-08-12,154.76726,-6.417,117.943,0.967,4.0,0.959,6.0,0.115,1.0,0.39,0.183,0.868,0.55,0.0,0.109,0.226,0.464,"['chicago rap', 'melodic rap']"
89,50,Bloody Valentine,Machine Gun Kelly,4,2020-10-07,2020-10-28,205.1585,-4.212,160.057,0.155,4.0,0.911,2.0,0.178,1.0,0.311,0.00021,0.533,0.858,0.0,0.148,0.0766,0.506,"['ohio hip hop', 'pop', 'pop rap']"
90,13,Blue & Grey,BTS,1,2020-12-02,2020-12-02,254.95029,-6.755,121.953,0.053,4.0,1.0,8.0,0.863,1.0,0.918,0.42,0.547,0.605,0.0,0.125,0.0415,0.364,"['k-pop', 'k-pop boy group']"
91,33,Blue Christmas,Elvis Presley,3,2020-01-01,2020-12-30,129.17332,-16.661,94.518,0.69,4.0,0.659,4.0,0.99,1.0,0.589,0.9,0.465,0.27,0.00104,0.145,0.0425,0.58,"['rock-and-roll', 'rockabilly']"
92,38,Blue World,Mac Miller,2,2020-01-29,2020-02-05,209.44,-8.98,84.931,0.15,4.0,1.0,8.0,0.052,1.0,0.267,0.389,0.742,0.553,0.0,0.0694,0.419,0.508,"['hip hop', 'pittsburgh rap', 'rap']"
93,8,Blueberry Faygo,Lil Mosey,33,2020-02-19,2020-09-30,162.54668,-7.909,99.034,0.47,4.0,1.0,0.0,0.981,1.0,0.749,0.207,0.774,0.554,0.0,0.132,0.0383,0.349,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap', 'viral rap']"
94,26,Bluebird,Miranda Lambert,20,2020-04-15,2020-08-26,209.76,-5.986,81.984,0.0,4.0,1.0,7.0,0.368,1.0,0.498,0.038,0.661,0.633,2.75e-06,0.124,0.0348,0.613,"['contemporary country', 'country', 'country dawn']"
95,12,Body,Megan Thee Stallion,5,2020-12-02,2020-12-30,171.06712,-6.1,94.066,0.338,4.0,0.928,8.0,0.101,0.0,0.375,0.0166,0.914,0.732,0.0,0.107,0.241,0.469,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']"
96,95,Body Language,Big Sean ft. Ty Dolla $ign & Jhene Aiko,1,2020-09-16,2020-09-16,224.77034,-3.553,80.024,0.16,4.0,1.0,11.0,0.429,0.0,0.433,0.00607,0.711,0.838,0.0,0.0898,0.122,0.53,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
97,78,Booker T,Bad Bunny,1,2020-12-09,2020-12-09,156.43034,-7.188,113.903,0.8,4.0,0.776,7.0,0.438,1.0,0.699,0.114,0.883,0.6,7.94e-06,0.0931,0.37,0.691,"['reggaeton', 'trap latino']"
98,100,Boss Bitch,Doja Cat,1,2020-04-22,2020-04-22,134.2396,-4.593,125.989,0.923,4.0,1.0,10.0,0.512,0.0,0.52,0.127,0.707,0.955,0.0,0.202,0.222,0.575,"['dance pop', 'pop']"
99,100,Bought A Bad Bitch,Future & Lil Uzi Vert,1,2020-11-25,2020-11-25,210.17528,-6.641,136.077,0.729,4.0,1.0,7.0,0.665,0.0,0.481,0.112,0.866,0.72,0.0,0.172,0.0646,0.785,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
100,90,Bout My Business,YoungBoy Never Broke Again ft. Sherhonda Gaulden,1,2020-05-06,2020-05-06,187.14122,-6.901,83.973,0.11,4.0,0.768,11.0,0.389,1.0,0.478,0.466,0.579,0.565,0.0,0.226,0.418,0.631,"['baton rouge rap', 'trap']"
101,59,Boyfriend,Selena Gomez,1,2020-04-22,2020-04-22,161.18813,-6.38,92.025,0.781,4.0,1.0,2.0,0.54,1.0,0.603,0.216,0.811,0.512,0.0266,0.077,0.173,0.336,"['dance pop', 'pop', 'post-teen pop']"
102,57,Brand New Draco,21 Savage & Metro Boomin,1,2020-10-14,2020-10-14,202.42018,-6.642,155.023,0.427,4.0,0.543,11.0,0.656,0.0,0.64,0.041,0.697,0.709,0.000296,0.0886,0.298,0.439,"['atl hip hop', 'rap']"
