,Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week
124,25,I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,17,2008-01-08,2008-01-08
125,26,Misery Business,Paramore,24,2008-01-08,2008-01-08
126,27,Shadow Of The Day,Linkin Park,8,2008-01-08,2008-01-08
127,28,Piece Of Me,Britney Spears,9,2008-01-08,2008-01-08
128,29,The Way I Are,Timbaland ft. Keri Hilson,31,2008-01-08,2008-01-08
129,30,Into The Night,Santana ft. Chad Kroeger,13,2008-01-08,2008-01-08
130,31,Over You,Daughtry,21,2008-01-08,2008-01-08
131,32,I'm So Hood,"DJ Khaled ft. T-Pain, Trick Daddy, Rick Ross & Plies",16,2008-01-08,2008-01-08
132,33,Don't Stop The Music,Rihanna,6,2008-01-08,2008-01-08
133,34,Just Fine,Mary J. Blige,11,2008-01-08,2008-01-08
134,35,Duffle Bag Boy,Playaz Circle ft. Lil Wayne,15,2008-01-08,2008-01-08
135,36,Wake Up Call,Maroon 5,21,2008-01-08,2008-01-08
136,37,Like You'll Never See Me Again,Alicia Keys,8,2008-01-08,2008-01-08
137,38,Pop Bottles,Birdman ft. Lil Wayne,9,2008-01-08,2008-01-08
138,39,Sensual Seduction,Snoop Dogg,5,2008-01-08,2008-01-08
139,40,S.O.S.,Jonas Brothers,21,2008-01-08,2008-01-08
140,41,Stay,Sugarland,12,2008-01-08,2008-01-08
141,42,"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus,15,2008-01-08,2008-01-08
142,43,Hero/Heroine,Boys Like Girls,4,2008-01-08,2008-01-08
143,44,Sorry,Buckcherry,4,2008-01-08,2008-01-08
144,45,Can't Help But Wait,Trey Songz,15,2008-01-08,2008-01-08
145,46,Suffocate,J. Holiday,8,2008-01-08,2008-01-08
146,47,Who Knew,P!nk,30,2008-01-08,2008-01-08
147,48,See You Again,Miley Cyrus,4,2008-01-08,2008-01-08
148,49,Flashing Lights,Kanye West ft. Dwele,6,2008-01-08,2008-01-08
149,50,Soulja Girl,Soulja Boy Tell'em ft. I-15,13,2008-01-08,2008-01-08
150,51,Girlfriend,Bow Wow & Omarion,9,2008-01-08,2008-01-08
151,52,Don't Blink,Kenny Chesney,17,2008-01-08,2008-01-08
152,53,Gimme More,Britney Spears,17,2008-01-08,2008-01-08
153,54,crushcrushcrush,Paramore,3,2008-01-08,2008-01-08
154,55,So Small,Carrie Underwood,20,2008-01-08,2008-01-08
155,56,Get Buck In Here,"DJ Felli Fel ft. Diddy, Akon, Ludacris & Lil Jon",8,2008-01-08,2008-01-08
156,57,Fake It,Seether,13,2008-01-08,2008-01-08
157,58,He Said She Said,Ashley Tisdale,4,2008-01-08,2008-01-08
158,59,1234,Feist,14,2008-01-08,2008-01-08
159,60,Shawty Is A 10,The-Dream,17,2008-01-08,2008-01-08
160,61,If I Had Eyes,Jack Johnson,3,2008-01-08,2008-01-08
161,62,Witch Doctor (2007),Alvin And The Chipmunks ft. Chris Classic,1,2008-01-08,2008-01-08
162,63,Letter To Me,Brad Paisley,7,2008-01-08,2008-01-08
163,64,Stop And Stare,OneRepublic,3,2008-01-08,2008-01-08
164,65,Won't Go Home Without You,Maroon 5,3,2008-01-08,2008-01-08
165,66,The Chipmunk Song (Christmas Don't Be Late) (2007),Alvin And The Chipmunks,2,2008-01-08,2008-01-08
166,67,Bad Day,Alvin And The Chipmunks,1,2008-01-08,2008-01-08
167,68,Independent,Webbie ft. Lil' Phat & Lil' Boosie,6,2008-01-08,2008-01-08
168,69,Shoulda Let You Go,Keyshia Cole Introducing Amina,14,2008-01-08,2008-01-08
169,70,Pictures Of You,The Last Goodnight,12,2008-01-08,2008-01-08
170,71,Superstar,Lupe Fiasco ft. Matthew Santos,3,2008-01-08,2008-01-08
171,72,My Drink N' My 2 Step,Cassidy ft. Swizz Beatz,16,2008-01-08,2008-01-08
172,73,Calabria 2008,Enur ft. Natasja,7,2008-01-08,2008-01-08
173,74,Watching Airplanes,Gary Allan,10,2008-01-08,2008-01-08
174,75,Firecracker,Josh Turner,16,2008-01-08,2008-01-08
175,76,Winner At A Losing Game,Rascal Flatts,10,2008-01-08,2008-01-08
176,77,What Do Ya Think About That,Montgomery Gentry,13,2008-01-08,2008-01-08
177,78,Cleaning This Gun (Come On In Boy),Rodney Atkins,6,2008-01-08,2008-01-08
178,79,How 'Bout Them Cowgirls,George Strait,17,2008-01-08,2008-01-08
179,80,Freaky Gurl,Gucci Mane,15,2008-01-08,2008-01-08
180,81,Baby Don't Go,Fabolous ft. Jermaine Dupri,18,2008-01-08,2008-01-08
181,82,The Way I Am,Ingrid Michaelson,10,2008-01-08,2008-01-08
182,83,Go Girl,Pitbull ft. Trina & Young Bo$$,4,2008-01-08,2008-01-08
183,84,Feedback,Janet,1,2008-01-08,2008-01-08
184,85,International Harvester,Craig Morgan,5,2008-01-08,2008-01-08
185,86,Funkytown,Alvin And The Chipmunks,1,2008-01-08,2008-01-08
186,87,Taking Chances,Celine Dion,5,2008-01-08,2008-01-08
187,88,Crying Out For Me,Mario,5,2008-01-08,2008-01-08
188,89,I Remember,Keyshia Cole,3,2008-01-08,2008-01-08
189,90,Me Love,Sean Kingston,18,2008-01-08,2008-01-08
190,91,Everybody,Keith Urban,13,2008-01-08,2008-01-08
191,92,Work That,Mary J. Blige,5,2008-01-08,2008-01-08
192,93,All Around Me,Flyleaf,1,2008-01-08,2008-01-08
193,94,Stealing Cinderella,Chuck Wicks,7,2008-01-08,2008-01-08
194,95,Falling In Love At A Coffee Shop,Landon Pigg,2,2008-01-08,2008-01-08
195,96,Fall,Clay Walker,17,2008-01-08,2008-01-08
196,97,Fly Like Me,Chingy ft. Amerie,2,2008-01-08,2008-01-08
197,98,Livin' Our Love Song,Jason Michael Carroll,17,2008-01-08,2008-01-08
198,99,Citizen/Soldier,3 Doors Down,1,2008-01-08,2008-01-08
199,100,Leave It All To Me (iCarly Theme Song),Miranda Cosgrove ft. Drake Bell,1,2008-01-08,2008-01-08
200,1,Low,Flo Rida ft. T-Pain,11,2008-01-15,2008-01-15
201,2,No One,Alicia Keys,18,2008-01-15,2008-01-15
202,3,Apologize,Timbaland ft. OneRepublic,23,2008-01-15,2008-01-15
203,4,Kiss Kiss,Chris Brown ft. T-Pain,17,2008-01-15,2008-01-15
204,5,Clumsy,Fergie,13,2008-01-15,2008-01-15
205,6,Bubbly,Colbie Caillat,28,2008-01-15,2008-01-15
206,7,Paralyzer,Finger Eleven,31,2008-01-15,2008-01-15
207,8,Tattoo,Jordin Sparks,15,2008-01-15,2008-01-15
208,9,Love Song,Sara Bareilles,10,2008-01-15,2008-01-15
209,10,Crank That (Soulja Boy),Soulja Boy Tell'em,26,2008-01-15,2008-01-15
210,11,Hate That I Love You,Rihanna ft. Ne-Yo,19,2008-01-15,2008-01-15
211,12,With You,Chris Brown,6,2008-01-15,2008-01-15
212,13,Take You There,Sean Kingston,10,2008-01-15,2008-01-15
213,14,Cyclone,Baby Bash ft. T-Pain,24,2008-01-15,2008-01-15
214,15,Sweetest Girl (Dollar Bill),"Wyclef Jean ft. Akon, Lil Wayne & Niia",17,2008-01-15,2008-01-15
215,16,Our Song,Taylor Swift,15,2008-01-15,2008-01-15
216,17,Love Like This,Natasha Bedingfield ft. Sean Kingston,12,2008-01-15,2008-01-15
217,18,Teardrops On My Guitar,Taylor Swift,31,2008-01-15,2008-01-15
218,19,Good Life,Kanye West ft. T-Pain,17,2008-01-15,2008-01-15
219,20,Big Girls Don't Cry,Fergie,38,2008-01-15,2008-01-15
220,21,Sensual Seduction,Snoop Dogg,6,2008-01-15,2008-01-15
221,22,Stronger,Kanye West,24,2008-01-15,2008-01-15
222,23,Hypnotized,Plies ft. Akon,15,2008-01-15,2008-01-15
223,24,How Far We've Come,matchbox twenty,19,2008-01-15,2008-01-15
224,25,Like You'll Never See Me Again,Alicia Keys,9,2008-01-15,2008-01-15
225,26,Don't Stop The Music,Rihanna,7,2008-01-15,2008-01-15
226,27,Shadow Of The Day,Linkin Park,9,2008-01-15,2008-01-15
227,28,Piece Of Me,Britney Spears,10,2008-01-15,2008-01-15
228,29,I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,18,2008-01-15,2008-01-15
229,30,The Way I Are,Timbaland ft. Keri Hilson,32,2008-01-15,2008-01-15
230,31,Misery Business,Paramore,25,2008-01-15,2008-01-15
231,32,Into The Night,Santana ft. Chad Kroeger,14,2008-01-15,2008-01-15
232,33,Can't Help But Wait,Trey Songz,16,2008-01-15,2008-01-15
233,34,Just Fine,Mary J. Blige,12,2008-01-15,2008-01-15
234,35,Flashing Lights,Kanye West ft. Dwele,7,2008-01-15,2008-01-15
235,36,Over You,Daughtry,22,2008-01-15,2008-01-15
236,37,Suffocate,J. Holiday,9,2008-01-15,2008-01-15
237,38,Rockstar,Nickelback,48,2008-01-15,2008-01-15
238,39,Stay,Sugarland,13,2008-01-15,2008-01-15
239,40,Duffle Bag Boy,Playaz Circle ft. Lil Wayne,16,2008-01-15,2008-01-15
240,41,I'm So Hood,"DJ Khaled ft. T-Pain, Trick Daddy, Rick Ross & Plies",17,2008-01-15,2008-01-15
241,42,Who Knew,P!nk,31,2008-01-15,2008-01-15
242,43,"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus,16,2008-01-15,2008-01-15
243,44,Sorry,Buckcherry,5,2008-01-15,2008-01-15
244,45,Wake Up Call,Maroon 5,22,2008-01-15,2008-01-15
245,46,Pop Bottles,Birdman ft. Lil Wayne,10,2008-01-15,2008-01-15
246,47,See You Again,Miley Cyrus,5,2008-01-15,2008-01-15
247,48,Girlfriend,Bow Wow & Omarion,10,2008-01-15,2008-01-15
248,49,Stop And Stare,OneRepublic,4,2008-01-15,2008-01-15
249,50,Independent,Webbie ft. Lil' Phat & Lil' Boosie,7,2008-01-15,2008-01-15
250,51,Hero/Heroine,Boys Like Girls,5,2008-01-15,2008-01-15
251,52,Feedback,Janet,2,2008-01-15,2008-01-15
252,53,Don't Blink,Kenny Chesney,18,2008-01-15,2008-01-15
253,54,Letter To Me,Brad Paisley,8,2008-01-15,2008-01-15
254,55,Get Buck In Here,"DJ Felli Fel ft. Diddy, Akon, Ludacris & Lil Jon",9,2008-01-15,2008-01-15
255,56,Fake It,Seether,14,2008-01-15,2008-01-15
256,57,Shawty Is A 10,The-Dream,18,2008-01-15,2008-01-15
257,58,Shoulda Let You Go,Keyshia Cole Introducing Amina,15,2008-01-15,2008-01-15
258,59,Winner At A Losing Game,Rascal Flatts,11,2008-01-15,2008-01-15
259,60,Calabria 2008,Enur ft. Natasja,8,2008-01-15,2008-01-15
260,61,Watching Airplanes,Gary Allan,11,2008-01-15,2008-01-15
261,62,What Do Ya Think About That,Montgomery Gentry,14,2008-01-15,2008-01-15
262,63,Gimme More,Britney Spears,18,2008-01-15,2008-01-15
263,64,Witch Doctor (2007),Alvin And The Chipmunks ft. Chris Classic,2,2008-01-15,2008-01-15
264,65,crushcrushcrush,Paramore,4,2008-01-15,2008-01-15
265,66,Soulja Girl,Soulja Boy Tell'em ft. I-15,14,2008-01-15,2008-01-15
266,67,Firecracker,Josh Turner,17,2008-01-15,2008-01-15
267,68,Start All Over,Miley Cyrus,1,2008-01-15,2008-01-15
268,69,Won't Go Home Without You,Maroon 5,4,2008-01-15,2008-01-15
269,70,He Said She Said,Ashley Tisdale,5,2008-01-15,2008-01-15
270,71,I Remember,Keyshia Cole,4,2008-01-15,2008-01-15
271,72,My Drink N' My 2 Step,Cassidy ft. Swizz Beatz,17,2008-01-15,2008-01-15
272,73,Everybody,Keith Urban,14,2008-01-15,2008-01-15
273,74,The Way I Am,Ingrid Michaelson,11,2008-01-15,2008-01-15
274,75,Cleaning This Gun (Come On In Boy),Rodney Atkins,7,2008-01-15,2008-01-15
275,76,Pictures Of You,The Last Goodnight,13,2008-01-15,2008-01-15
276,77,How 'Bout Them Cowgirls,George Strait,18,2008-01-15,2008-01-15
277,78,Crying Out For Me,Mario,6,2008-01-15,2008-01-15
278,79,Bad Day,Alvin And The Chipmunks,2,2008-01-15,2008-01-15
279,80,Baby Don't Go,Fabolous ft. Jermaine Dupri,19,2008-01-15,2008-01-15
280,81,Taking Chances,Celine Dion,6,2008-01-15,2008-01-15
281,82,International Harvester,Craig Morgan,6,2008-01-15,2008-01-15
282,83,Stealing Cinderella,Chuck Wicks,8,2008-01-15,2008-01-15
283,84,All-American Girl,Carrie Underwood,1,2008-01-15,2008-01-15
284,85,1234,Feist,15,2008-01-15,2008-01-15
285,86,Through The Fire And Flames,DragonForce,1,2008-01-15,2008-01-15
286,87,Superstar,Lupe Fiasco ft. Matthew Santos,4,2008-01-15,2008-01-15
287,88,Freaky Gurl,Gucci Mane,16,2008-01-15,2008-01-15
288,89,If I Had Eyes,Jack Johnson,4,2008-01-15,2008-01-15
289,90,Our Time Now,Plain White T's,1,2008-01-15,2008-01-15
290,91,Small Town Southern Man,Alan Jackson,1,2008-01-15,2008-01-15
291,92,Shiftwork,Kenny Chesney Duet With George Strait,1,2008-01-15,2008-01-15
292,93,Work That,Mary J. Blige,6,2008-01-15,2008-01-15
293,94,What Is It,Baby Bash ft. Sean Kingston,2,2008-01-15,2008-01-15
294,95,No Air,Jordin Sparks Duet With Chris Brown,1,2008-01-15,2008-01-15
295,96,Citizen/Soldier,3 Doors Down,2,2008-01-15,2008-01-15
296,97,Go Girl,Pitbull ft. Trina & Young Bo$$,5,2008-01-15,2008-01-15
297,98,Fall,Clay Walker,18,2008-01-15,2008-01-15
298,99,Funkytown,Alvin And The Chipmunks,2,2008-01-15,2008-01-15
299,100,Never,Jaheim,2,2008-01-15,2008-01-15
300,1,Low,Flo Rida ft. T-Pain,12,2008-01-22,2008-01-22
301,2,No One,Alicia Keys,19,2008-01-22,2008-01-22
302,3,Apologize,Timbaland ft. OneRepublic,24,2008-01-22,2008-01-22
303,4,Kiss Kiss,Chris Brown ft. T-Pain,18,2008-01-22,2008-01-22
304,5,Clumsy,Fergie,14,2008-01-22,2008-01-22
305,6,With You,Chris Brown,7,2008-01-22,2008-01-22
306,7,Paralyzer,Finger Eleven,32,2008-01-22,2008-01-22
307,8,Bubbly,Colbie Caillat,29,2008-01-22,2008-01-22
308,9,Tattoo,Jordin Sparks,16,2008-01-22,2008-01-22
309,10,Take You There,Sean Kingston,11,2008-01-22,2008-01-22
310,11,Love Song,Sara Bareilles,11,2008-01-22,2008-01-22
311,12,Sensual Seduction,Snoop Dogg,7,2008-01-22,2008-01-22
312,13,Don't Stop The Music,Rihanna,8,2008-01-22,2008-01-22
313,14,Hate That I Love You,Rihanna ft. Ne-Yo,20,2008-01-22,2008-01-22
314,15,Crank That (Soulja Boy),Soulja Boy Tell'em,27,2008-01-22,2008-01-22
315,16,Like You'll Never See Me Again,Alicia Keys,10,2008-01-22,2008-01-22
316,17,Teardrops On My Guitar,Taylor Swift,32,2008-01-22,2008-01-22
317,18,Sweetest Girl (Dollar Bill),"Wyclef Jean ft. Akon, Lil Wayne & Niia",18,2008-01-22,2008-01-22
318,19,Love Like This,Natasha Bedingfield ft. Sean Kingston,13,2008-01-22,2008-01-22
319,20,Our Song,Taylor Swift,16,2008-01-22,2008-01-22
320,21,Shadow Of The Day,Linkin Park,10,2008-01-22,2008-01-22
321,22,Hypnotized,Plies ft. Akon,16,2008-01-22,2008-01-22
322,23,Piece Of Me,Britney Spears,11,2008-01-22,2008-01-22
323,24,Cyclone,Baby Bash ft. T-Pain,25,2008-01-22,2008-01-22
324,25,Good Life,Kanye West ft. T-Pain,18,2008-01-22,2008-01-22
325,26,Big Girls Don't Cry,Fergie,39,2008-01-22,2008-01-22
326,27,Into The Night,Santana ft. Chad Kroeger,15,2008-01-22,2008-01-22
327,28,Suffocate,J. Holiday,10,2008-01-22,2008-01-22
328,29,Can't Help But Wait,Trey Songz,17,2008-01-22,2008-01-22
329,30,Flashing Lights,Kanye West ft. Dwele,8,2008-01-22,2008-01-22
330,31,How Far We've Come,matchbox twenty,20,2008-01-22,2008-01-22
331,32,Sorry,Buckcherry,6,2008-01-22,2008-01-22
332,33,Misery Business,Paramore,26,2008-01-22,2008-01-22
333,34,Stronger,Kanye West,25,2008-01-22,2008-01-22
334,35,See You Again,Miley Cyrus,6,2008-01-22,2008-01-22
335,36,Stay,Sugarland,14,2008-01-22,2008-01-22
336,37,Just Fine,Mary J. Blige,13,2008-01-22,2008-01-22
337,38,The Way I Are,Timbaland ft. Keri Hilson,33,2008-01-22,2008-01-22
338,39,I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,19,2008-01-22,2008-01-22
339,40,Independent,Webbie ft. Lil' Phat & Lil' Boosie,8,2008-01-22,2008-01-22
340,41,Who Knew,P!nk,32,2008-01-22,2008-01-22
341,42,I'm So Hood,"DJ Khaled ft. T-Pain, Trick Daddy, Rick Ross & Plies",18,2008-01-22,2008-01-22
342,43,Over You,Daughtry,23,2008-01-22,2008-01-22
343,44,Duffle Bag Boy,Playaz Circle ft. Lil Wayne,17,2008-01-22,2008-01-22
344,45,Pop Bottles,Birdman ft. Lil Wayne,11,2008-01-22,2008-01-22
345,46,"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus,17,2008-01-22,2008-01-22
346,47,Girlfriend,Bow Wow & Omarion,11,2008-01-22,2008-01-22
347,48,Stop And Stare,OneRepublic,5,2008-01-22,2008-01-22
348,49,Rockstar,Nickelback,49,2008-01-22,2008-01-22
349,50,Letter To Me,Brad Paisley,9,2008-01-22,2008-01-22
350,51,Feedback,Janet,3,2008-01-22,2008-01-22
351,52,Hero/Heroine,Boys Like Girls,6,2008-01-22,2008-01-22
352,53,Get Buck In Here,"DJ Felli Fel ft. Diddy, Akon, Ludacris & Lil Jon",10,2008-01-22,2008-01-22
353,54,Winner At A Losing Game,Rascal Flatts,12,2008-01-22,2008-01-22
354,55,I Remember,Keyshia Cole,5,2008-01-22,2008-01-22
355,56,Watching Airplanes,Gary Allan,12,2008-01-22,2008-01-22
356,57,What Do Ya Think About That,Montgomery Gentry,15,2008-01-22,2008-01-22
357,58,Don't Blink,Kenny Chesney,19,2008-01-22,2008-01-22
