,Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week
29,30,Safe & Sound,Taylor Swift ft. The Civil Wars,1,2012-01-01,2012-01-01
30,31,You Make Me Feel...,Cobra Starship ft. Sabi,24,2012-01-01,2012-01-01
31,32,Mr. Know It All,Kelly Clarkson,16,2012-01-01,2012-01-01
32,33,International Love,Pitbull ft. Chris Brown,8,2012-01-01,2012-01-01
33,34,It Girl,Jason Derulo,20,2012-01-01,2012-01-01
34,35,Rolling In The Deep,Adele,51,2012-01-01,2012-01-01
35,36,She Will,Lil Wayne ft. Drake,19,2012-01-01,2012-01-01
36,37,Just A Kiss,Lady Antebellum,34,2012-01-01,2012-01-01
37,38,Give Me Everything,"Pitbull ft. Ne-Yo, Afrojack & Nayer",39,2012-01-01,2012-01-01
38,39,Marry The Night,Lady Gaga,7,2012-01-01,2012-01-01
39,40,Tattoos On This Town,Jason Aldean,14,2012-01-01,2012-01-01
40,41,Strange Clouds,B.o.B ft. Lil Wayne,13,2012-01-01,2012-01-01
41,42,Fly,Nicki Minaj ft. Rihanna,18,2012-01-01,2012-01-01
42,43,Paradise,Coldplay,15,2012-01-01,2012-01-01
43,44,Rack City,Tyga,5,2012-01-01,2012-01-01
44,45,Ours,Taylor Swift,7,2012-01-01,2012-01-01
45,46,God Gave Me You,Blake Shelton,24,2012-01-01,2012-01-01
46,47,Blackout,Breathe Carolina,8,2012-01-01,2012-01-01
47,48,Lotus Flower Bomb,Wale ft. Miguel,9,2012-01-01,2012-01-01
48,49,Take Care,Drake ft. Rihanna,6,2012-01-01,2012-01-01
49,50,Easy,Rascal Flatts ft. Natasha Bedingfield,22,2012-01-01,2012-01-01
50,51,Drink In My Hand,Eric Church,14,2012-01-01,2012-01-01
51,52,A Thousand Years,Christina Perri,10,2012-01-01,2012-01-01
52,53,Keep Me In Mind,Zac Brown Band,13,2012-01-01,2012-01-01
53,54,Tonight Is The Night,Outasight,5,2012-01-01,2012-01-01
54,55,The Trouble With Girls,Scotty McCreery,7,2012-01-01,2012-01-01
55,56,Let It Rain,David Nail ft. Sarah Buxton,15,2012-01-01,2012-01-01
56,57,Wild Ones,Flo Rida ft. Sia,1,2012-01-01,2012-01-01
57,58,All Your Life,The Band Perry,16,2012-01-01,2012-01-01
58,59,We Owned The Night,Lady Antebellum,19,2012-01-01,2012-01-01
59,60,You,Chris Young,10,2012-01-01,2012-01-01
60,61,I Do,Young Jeezy ft. Jay-Z & Andre 3000,1,2012-01-01,2012-01-01
61,62,Turn Me On,David Guetta ft. Nicki Minaj,4,2012-01-01,2012-01-01
62,63,Brighter Than The Sun,Colbie Caillat,19,2012-01-01,2012-01-01
63,64,Heartbeat,The Fray,10,2012-01-01,2012-01-01
64,65,Party,Beyonce ft. Andre 3000,12,2012-01-01,2012-01-01
65,66,When We Stand Together,Nickelback,13,2012-01-01,2012-01-01
66,67,Can't Get Enough,J. Cole ft. Trey Songz,4,2012-01-01,2012-01-01
67,68,Wish You Were Here,Avril Lavigne,4,2012-01-01,2012-01-01
68,69,Scary Monsters And Nice Sprites,Skrillex,1,2012-01-01,2012-01-01
69,70,You The Boss,Rick Ross ft. Nicki Minaj,10,2012-01-01,2012-01-01
70,71,Levels,Avicii,6,2012-01-01,2012-01-01
71,72,Blunt Blowin,Lil Wayne,5,2012-01-01,2012-01-01
72,73,Bait A Hook,Justin Moore,4,2012-01-01,2012-01-01
73,74,Mirror,Lil Wayne ft. Bruno Mars,4,2012-01-01,2012-01-01
74,75,Donald Trump,Mac Miller,6,2012-01-01,2012-01-01
75,76,Better Than I Know Myself,Adam Lambert,1,2012-01-01,2012-01-01
76,77,Alone With You,Jake Owen,3,2012-01-01,2012-01-01
77,78,Rumour Has It,Adele,7,2012-01-01,2012-01-01
78,79,I'm Gonna Love You Through It,Martina McBride,12,2012-01-01,2012-01-01
79,80,Countdown,Beyonce,10,2012-01-01,2012-01-01
80,81,Stupid Hoe,Nicki Minaj,1,2012-01-01,2012-01-01
81,82,Lonely Boy,The Black Keys,7,2012-01-01,2012-01-01
82,83,Ass Back Home,Gym Class Heroes ft. Neon Hitch,2,2012-01-01,2012-01-01
83,84,Storm Warning,Hunter Hayes,6,2012-01-01,2012-01-01
84,85,First Of The Year (Equinox),Skrillex,2,2012-01-01,2012-01-01
85,86,Drummer Boy,Justin Bieber ft. Busta Rhymes,2,2012-01-01,2012-01-01
86,87,Nothing,The Script,20,2012-01-01,2012-01-01
87,88,Knock Knock,Mac Miller,1,2012-01-01,2012-01-01
88,89,Love On Top,Beyonce,6,2012-01-01,2012-01-01
89,90,Party On Fifth Ave.,Mac Miller,3,2012-01-01,2012-01-01
90,91,Baggage Claim,Miranda Lambert,20,2012-01-01,2012-01-01
91,92,Strip,Chris Brown ft. Kevin K-MAC McCall,2,2012-01-01,2012-01-01
92,93,Good Good Night,Roscoe Dash,3,2012-01-01,2012-01-01
93,94,Wobble,V.I.C.,1,2012-01-01,2012-01-01
94,95,Home,Dierks Bentley,7,2012-01-01,2012-01-01
95,96,Shake It Out,Florence + The Machine,9,2012-01-01,2012-01-01
96,97,Sail,AWOLNATION,19,2012-01-01,2012-01-01
97,98,Camouflage,Brad Paisley,4,2012-01-01,2012-01-01
98,99,That Way,Wale ft. Jeremih & Rick Ross,17,2012-01-01,2012-01-01
99,100,We Are Young,Glee Cast,3,2012-01-01,2012-01-01
100,1,Sexy And I Know It,LMFAO,18,2012-01-08,2012-01-08
101,2,We Found Love,Rihanna ft. Calvin Harris,15,2012-01-08,2012-01-08
102,3,The One That Got Away,Katy Perry,12,2012-01-08,2012-01-08
103,4,It Will Rain,Bruno Mars,14,2012-01-08,2012-01-08
104,5,Good Feeling,Flo Rida,14,2012-01-08,2012-01-08
105,6,Party Rock Anthem,LMFAO ft. Lauren Bennett & GoonRock,41,2012-01-08,2012-01-08
106,7,Ni**as in Paris,Jay Z Kanye West,21,2012-01-08,2012-01-08
107,8,Set Fire To The Rain,Adele,18,2012-01-08,2012-01-08
108,9,Someone Like You,Adele,26,2012-01-08,2012-01-08
109,10,Stereo Hearts,Gym Class Heroes ft. Adam Levine,29,2012-01-08,2012-01-08
110,11,Moves Like Jagger,Maroon 5 ft. Christina Aguilera,28,2012-01-08,2012-01-08
111,12,Dance (A$$),Big Sean ft. Nicki Minaj,13,2012-01-08,2012-01-08
112,13,Without You,David Guetta ft. Usher,18,2012-01-08,2012-01-08
113,14,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa ft. Bruno Mars,12,2012-01-08,2012-01-08
114,15,Red Solo Cup,Toby Keith,10,2012-01-08,2012-01-08
115,16,5 O'Clock,T-Pain ft. Wiz Khalifa & Lily Allen,14,2012-01-08,2012-01-08
116,17,Work Out,J. Cole,18,2012-01-08,2012-01-08
117,18,Headlines,Drake,21,2012-01-08,2012-01-08
118,19,Pumped Up Kicks,Foster The People,36,2012-01-08,2012-01-08
119,20,Mr. Know It All,Kelly Clarkson,17,2012-01-08,2012-01-08
120,21,Domino,Jessie J,12,2012-01-08,2012-01-08
121,22,You Da One,Rihanna,8,2012-01-08,2012-01-08
122,23,The Motto,Drake ft. Lil Wayne,7,2012-01-08,2012-01-08
123,24,Not Over You,Gavin DeGraw,21,2012-01-08,2012-01-08
124,25,Super Bass,Nicki Minaj,36,2012-01-08,2012-01-08
125,26,I Don't Want This Night To End,Luke Bryan,14,2012-01-08,2012-01-08
126,27,Love You Like A Love Song,Selena Gomez & The Scene,28,2012-01-08,2012-01-08
127,28,I Like It Like That,Hot Chelle Rae ft. New Boyz,13,2012-01-08,2012-01-08
128,29,You Make Me Feel...,Cobra Starship ft. Sabi,25,2012-01-08,2012-01-08
129,30,Rolling In The Deep,Adele,52,2012-01-08,2012-01-08
130,31,Safe & Sound,Taylor Swift ft. The Civil Wars,2,2012-01-08,2012-01-08
131,32,It Girl,Jason Derulo,21,2012-01-08,2012-01-08
132,33,International Love,Pitbull ft. Chris Brown,9,2012-01-08,2012-01-08
133,34,Make Me Proud,Drake ft. Nicki Minaj,12,2012-01-08,2012-01-08
134,35,Give Me Everything,"Pitbull ft. Ne-Yo, Afrojack & Nayer",40,2012-01-08,2012-01-08
135,36,Just A Kiss,Lady Antebellum,35,2012-01-08,2012-01-08
136,37,Marry The Night,Lady Gaga,8,2012-01-08,2012-01-08
137,38,Paradise,Coldplay,16,2012-01-08,2012-01-08
138,39,God Gave Me You,Blake Shelton,25,2012-01-08,2012-01-08
139,40,Rack City,Tyga,6,2012-01-08,2012-01-08
140,41,Strange Clouds,B.o.B ft. Lil Wayne,14,2012-01-08,2012-01-08
141,42,Tattoos On This Town,Jason Aldean,15,2012-01-08,2012-01-08
142,43,Ours,Taylor Swift,8,2012-01-08,2012-01-08
143,44,She Will,Lil Wayne ft. Drake,20,2012-01-08,2012-01-08
144,45,Fly,Nicki Minaj ft. Rihanna,19,2012-01-08,2012-01-08
145,46,Blackout,Breathe Carolina,9,2012-01-08,2012-01-08
146,47,Drink In My Hand,Eric Church,15,2012-01-08,2012-01-08
147,48,Easy,Rascal Flatts ft. Natasha Bedingfield,23,2012-01-08,2012-01-08
148,49,Take Care,Drake ft. Rihanna,7,2012-01-08,2012-01-08
149,50,A Thousand Years,Christina Perri,11,2012-01-08,2012-01-08
150,51,Turn Me On,David Guetta ft. Nicki Minaj,5,2012-01-08,2012-01-08
151,52,Keep Me In Mind,Zac Brown Band,14,2012-01-08,2012-01-08
152,53,Mistletoe,Justin Bieber,10,2012-01-08,2012-01-08
153,54,Lotus Flower Bomb,Wale ft. Miguel,10,2012-01-08,2012-01-08
154,55,Let It Rain,David Nail ft. Sarah Buxton,16,2012-01-08,2012-01-08
155,56,All Your Life,The Band Perry,17,2012-01-08,2012-01-08
156,57,We Owned The Night,Lady Antebellum,20,2012-01-08,2012-01-08
157,58,The Trouble With Girls,Scotty McCreery,8,2012-01-08,2012-01-08
158,59,You,Chris Young,11,2012-01-08,2012-01-08
159,60,Tonight Is The Night,Outasight,6,2012-01-08,2012-01-08
160,61,Brighter Than The Sun,Colbie Caillat,20,2012-01-08,2012-01-08
161,62,When We Stand Together,Nickelback,14,2012-01-08,2012-01-08
162,63,Bait A Hook,Justin Moore,5,2012-01-08,2012-01-08
163,64,The Champ,Nelly,1,2012-01-08,2012-01-08
164,65,Wish You Were Here,Avril Lavigne,5,2012-01-08,2012-01-08
165,66,Party,Beyonce ft. Andre 3000,13,2012-01-08,2012-01-08
166,67,Heartbeat,The Fray,11,2012-01-08,2012-01-08
167,68,Can't Get Enough,J. Cole ft. Trey Songz,5,2012-01-08,2012-01-08
168,69,You The Boss,Rick Ross ft. Nicki Minaj,11,2012-01-08,2012-01-08
169,70,Scary Monsters And Nice Sprites,Skrillex,2,2012-01-08,2012-01-08
170,71,Levels,Avicii,7,2012-01-08,2012-01-08
171,72,Wild Ones,Flo Rida ft. Sia,2,2012-01-08,2012-01-08
172,73,I'm Gonna Love You Through It,Martina McBride,13,2012-01-08,2012-01-08
173,74,Alone With You,Jake Owen,4,2012-01-08,2012-01-08
174,75,Rumour Has It,Adele,8,2012-01-08,2012-01-08
175,76,Mirror,Lil Wayne ft. Bruno Mars,5,2012-01-08,2012-01-08
176,77,I Do,Young Jeezy ft. Jay-Z & Andre 3000,2,2012-01-08,2012-01-08
177,78,Storm Warning,Hunter Hayes,7,2012-01-08,2012-01-08
178,79,Lonely Boy,The Black Keys,8,2012-01-08,2012-01-08
179,80,Blunt Blowin,Lil Wayne,6,2012-01-08,2012-01-08
180,81,Countdown,Beyonce,11,2012-01-08,2012-01-08
181,82,Ass Back Home,Gym Class Heroes ft. Neon Hitch,3,2012-01-08,2012-01-08
182,83,Donald Trump,Mac Miller,7,2012-01-08,2012-01-08
183,84,Party On Fifth Ave.,Mac Miller,4,2012-01-08,2012-01-08
184,85,Strip,Chris Brown ft. Kevin K-MAC McCall,3,2012-01-08,2012-01-08
185,86,Love On Top,Beyonce,7,2012-01-08,2012-01-08
186,87,Camouflage,Brad Paisley,5,2012-01-08,2012-01-08
187,88,Home,Dierks Bentley,8,2012-01-08,2012-01-08
188,89,Shake It Out,Florence + The Machine,10,2012-01-08,2012-01-08
189,90,T.H.E (The Hardest Ever),will.i.am ft. Mick Jagger & Jennifer Lopez,3,2012-01-08,2012-01-08
190,91,Sail,AWOLNATION,20,2012-01-08,2012-01-08
191,92,Reality,Kenny Chesney,8,2012-01-08,2012-01-08
192,93,Amen,Edens Edge,3,2012-01-08,2012-01-08
193,94,Wobble,V.I.C.,2,2012-01-08,2012-01-08
194,95,You Gonna Fly,Keith Urban,3,2012-01-08,2012-01-08
195,96,A Woman Like You,Lee Brice,2,2012-01-08,2012-01-08
196,97,First Of The Year (Equinox),Skrillex,3,2012-01-08,2012-01-08
197,98,Play The Guitar,B.o.B ft. Andre 3000,1,2012-01-08,2012-01-08
198,99,Lights,Ellie Goulding,2,2012-01-08,2012-01-08
199,100,Good Good Night,Roscoe Dash,4,2012-01-08,2012-01-08
200,1,We Found Love,Rihanna ft. Calvin Harris,16,2012-01-15,2012-01-15
201,2,Sexy And I Know It,LMFAO,19,2012-01-15,2012-01-15
202,3,It Will Rain,Bruno Mars,15,2012-01-15,2012-01-15
203,4,Set Fire To The Rain,Adele,19,2012-01-15,2012-01-15
204,5,Good Feeling,Flo Rida,15,2012-01-15,2012-01-15
205,6,The One That Got Away,Katy Perry,13,2012-01-15,2012-01-15
206,7,Ni**as in Paris,Jay Z Kanye West,22,2012-01-15,2012-01-15
207,8,I Won't Give Up,Jason Mraz,1,2012-01-15,2012-01-15
208,9,Party Rock Anthem,LMFAO ft. Lauren Bennett & GoonRock,42,2012-01-15,2012-01-15
209,10,Someone Like You,Adele,27,2012-01-15,2012-01-15
210,11,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa ft. Bruno Mars,13,2012-01-15,2012-01-15
211,12,Moves Like Jagger,Maroon 5 ft. Christina Aguilera,29,2012-01-15,2012-01-15
212,13,Dance (A$$),Big Sean ft. Nicki Minaj,14,2012-01-15,2012-01-15
213,14,Stereo Hearts,Gym Class Heroes ft. Adam Levine,30,2012-01-15,2012-01-15
214,15,Work Out,J. Cole,19,2012-01-15,2012-01-15
215,16,Without You,David Guetta ft. Usher,19,2012-01-15,2012-01-15
216,17,Domino,Jessie J,13,2012-01-15,2012-01-15
217,18,Headlines,Drake,22,2012-01-15,2012-01-15
218,19,The Motto,Drake ft. Lil Wayne,8,2012-01-15,2012-01-15
219,20,Red Solo Cup,Toby Keith,11,2012-01-15,2012-01-15
220,21,Not Over You,Gavin DeGraw,22,2012-01-15,2012-01-15
221,22,5 O'Clock,T-Pain ft. Wiz Khalifa & Lily Allen,15,2012-01-15,2012-01-15
222,23,Rack City,Tyga,7,2012-01-15,2012-01-15
223,24,International Love,Pitbull ft. Chris Brown,10,2012-01-15,2012-01-15
224,25,Turn Me On,David Guetta ft. Nicki Minaj,6,2012-01-15,2012-01-15
225,26,You Da One,Rihanna,9,2012-01-15,2012-01-15
226,27,Mr. Know It All,Kelly Clarkson,18,2012-01-15,2012-01-15
227,28,Love You Like A Love Song,Selena Gomez & The Scene,29,2012-01-15,2012-01-15
228,29,I Don't Want This Night To End,Luke Bryan,15,2012-01-15,2012-01-15
229,30,Pumped Up Kicks,Foster The People,37,2012-01-15,2012-01-15
230,31,Make Me Proud,Drake ft. Nicki Minaj,13,2012-01-15,2012-01-15
231,32,You Make Me Feel...,Cobra Starship ft. Sabi,26,2012-01-15,2012-01-15
232,33,I Like It Like That,Hot Chelle Rae ft. New Boyz,14,2012-01-15,2012-01-15
233,34,Super Bass,Nicki Minaj,37,2012-01-15,2012-01-15
234,35,Give Me Everything,"Pitbull ft. Ne-Yo, Afrojack & Nayer",41,2012-01-15,2012-01-15
235,36,Rolling In The Deep,Adele,53,2012-01-15,2012-01-15
236,37,Just A Kiss,Lady Antebellum,36,2012-01-15,2012-01-15
237,38,Paradise,Coldplay,17,2012-01-15,2012-01-15
238,39,Marry The Night,Lady Gaga,9,2012-01-15,2012-01-15
239,40,Safe & Sound,Taylor Swift ft. The Civil Wars,3,2012-01-15,2012-01-15
240,41,Blackout,Breathe Carolina,10,2012-01-15,2012-01-15
241,42,Drink In My Hand,Eric Church,16,2012-01-15,2012-01-15
242,43,Ours,Taylor Swift,9,2012-01-15,2012-01-15
243,44,Strange Clouds,B.o.B ft. Lil Wayne,15,2012-01-15,2012-01-15
244,45,Lotus Flower Bomb,Wale ft. Miguel,11,2012-01-15,2012-01-15
245,46,Take Care,Drake ft. Rihanna,8,2012-01-15,2012-01-15
246,47,It Girl,Jason Derulo,22,2012-01-15,2012-01-15
247,48,Tattoos On This Town,Jason Aldean,16,2012-01-15,2012-01-15
248,49,Keep Me In Mind,Zac Brown Band,15,2012-01-15,2012-01-15
249,50,She Will,Lil Wayne ft. Drake,21,2012-01-15,2012-01-15
250,51,Let It Rain,David Nail ft. Sarah Buxton,17,2012-01-15,2012-01-15
251,52,A Thousand Years,Christina Perri,12,2012-01-15,2012-01-15
252,53,You,Chris Young,12,2012-01-15,2012-01-15
253,54,Tonight Is The Night,Outasight,7,2012-01-15,2012-01-15
254,55,All Your Life,The Band Perry,18,2012-01-15,2012-01-15
255,56,Brighter Than The Sun,Colbie Caillat,21,2012-01-15,2012-01-15
256,57,Ass Back Home,Gym Class Heroes ft. Neon Hitch,4,2012-01-15,2012-01-15
257,58,Stronger (What Doesn't Kill You),Kelly Clarkson,3,2012-01-15,2012-01-15
258,59,Fly,Nicki Minaj ft. Rihanna,20,2012-01-15,2012-01-15
259,60,Alone With You,Jake Owen,5,2012-01-15,2012-01-15
260,61,The Champ,Nelly,2,2012-01-15,2012-01-15
261,62,T.H.E (The Hardest Ever),will.i.am ft. Mick Jagger & Jennifer Lopez,4,2012-01-15,2012-01-15
262,63,Can't Get Enough,J. Cole ft. Trey Songz,6,2012-01-15,2012-01-15
263,64,Strip,Chris Brown ft. Kevin K-MAC McCall,4,2012-01-15,2012-01-15
264,65,Heartbeat,The Fray,12,2012-01-15,2012-01-15
265,66,The Trouble With Girls,Scotty McCreery,9,2012-01-15,2012-01-15
266,67,You The Boss,Rick Ross ft. Nicki Minaj,12,2012-01-15,2012-01-15
267,68,Party,Beyonce ft. Andre 3000,14,2012-01-15,2012-01-15
268,69,Lonely Boy,The Black Keys,9,2012-01-15,2012-01-15
269,70,Levels,Avicii,8,2012-01-15,2012-01-15
270,71,I'm Gonna Love You Through It,Martina McBride,14,2012-01-15,2012-01-15
271,72,Bait A Hook,Justin Moore,6,2012-01-15,2012-01-15
272,73,Shake It Out,Florence + The Machine,11,2012-01-15,2012-01-15
273,74,Kyoto,Skrillex ft. Sirah,1,2012-01-15,2012-01-15
274,75,I Do,Young Jeezy ft. Jay-Z & Andre 3000,3,2012-01-15,2012-01-15
275,76,You Gonna Fly,Keith Urban,4,2012-01-15,2012-01-15
276,77,When We Stand Together,Nickelback,15,2012-01-15,2012-01-15
277,78,Home,Dierks Bentley,9,2012-01-15,2012-01-15
278,79,Reality,Kenny Chesney,9,2012-01-15,2012-01-15
279,80,Wish You Were Here,Avril Lavigne,6,2012-01-15,2012-01-15
280,81,A Woman Like You,Lee Brice,3,2012-01-15,2012-01-15
281,82,Love On Top,Beyonce,8,2012-01-15,2012-01-15
282,83,Storm Warning,Hunter Hayes,8,2012-01-15,2012-01-15
283,84,Set You Free,3OH!3,1,2012-01-15,2012-01-15
284,85,Party On Fifth Ave.,Mac Miller,5,2012-01-15,2012-01-15
285,86,Amen,Edens Edge,4,2012-01-15,2012-01-15
286,87,Scary Monsters And Nice Sprites,Skrillex,3,2012-01-15,2012-01-15
287,88,We Are Young,fun. ft. Janelle Monae,3,2012-01-15,2012-01-15
288,89,Countdown,Beyonce,12,2012-01-15,2012-01-15
289,90,Wild Ones,Flo Rida ft. Sia,3,2012-01-15,2012-01-15
290,91,Somebody That I Used To Know,Gotye ft. Kimbra,1,2012-01-15,2012-01-15
291,92,Lights,Ellie Goulding,3,2012-01-15,2012-01-15
292,93,Camouflage,Brad Paisley,6,2012-01-15,2012-01-15
293,94,Where I Come From,Montgomery Gentry,1,2012-01-15,2012-01-15
294,95,Rumour Has It,Adele,9,2012-01-15,2012-01-15
295,96,Mirror,Lil Wayne ft. Bruno Mars,6,2012-01-15,2012-01-15
296,97,Round Of Applause,Waka Flocka Flame ft. Drake,3,2012-01-15,2012-01-15
297,98,Gotta Have It,Jay Z Kanye West,1,2012-01-15,2012-01-15
298,99,That Way,Wale ft. Jeremih & Rick Ross,18,2012-01-15,2012-01-15
299,100,Play The Guitar,B.o.B ft. Andre 3000,2,2012-01-15,2012-01-15
300,1,We Found Love,Rihanna ft. Calvin Harris,17,2012-01-22,2012-01-22
301,2,Set Fire To The Rain,Adele,20,2012-01-22,2012-01-22
302,3,Good Feeling,Flo Rida,16,2012-01-22,2012-01-22
303,4,It Will Rain,Bruno Mars,16,2012-01-22,2012-01-22
304,5,Sexy And I Know It,LMFAO,20,2012-01-22,2012-01-22
305,6,The One That Got Away,Katy Perry,14,2012-01-22,2012-01-22
306,7,Ni**as in Paris,Jay Z Kanye West,23,2012-01-22,2012-01-22
307,8,Rack City,Tyga,8,2012-01-22,2012-01-22
308,9,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa ft. Bruno Mars,14,2012-01-22,2012-01-22
309,10,Turn Me On,David Guetta ft. Nicki Minaj,7,2012-01-22,2012-01-22
310,11,Dance (A$$),Big Sean ft. Nicki Minaj,15,2012-01-22,2012-01-22
311,12,Party Rock Anthem,LMFAO ft. Lauren Bennett & GoonRock,43,2012-01-22,2012-01-22
312,13,Work Out,J. Cole,20,2012-01-22,2012-01-22
313,14,Moves Like Jagger,Maroon 5 ft. Christina Aguilera,30,2012-01-22,2012-01-22
314,15,Domino,Jessie J,14,2012-01-22,2012-01-22
315,16,Someone Like You,Adele,28,2012-01-22,2012-01-22
316,17,Stereo Hearts,Gym Class Heroes ft. Adam Levine,31,2012-01-22,2012-01-22
317,18,Without You,David Guetta ft. Usher,20,2012-01-22,2012-01-22
318,19,Not Over You,Gavin DeGraw,23,2012-01-22,2012-01-22
319,20,The Motto,Drake ft. Lil Wayne,9,2012-01-22,2012-01-22
320,21,Stronger (What Doesn't Kill You),Kelly Clarkson,4,2012-01-22,2012-01-22
321,22,I Won't Give Up,Jason Mraz,2,2012-01-22,2012-01-22
322,23,International Love,Pitbull ft. Chris Brown,11,2012-01-22,2012-01-22
323,24,Love You Like A Love Song,Selena Gomez & The Scene,30,2012-01-22,2012-01-22
324,25,Headlines,Drake,23,2012-01-22,2012-01-22
325,26,Red Solo Cup,Toby Keith,12,2012-01-22,2012-01-22
326,27,I Don't Want This Night To End,Luke Bryan,16,2012-01-22,2012-01-22
327,28,You Da One,Rihanna,10,2012-01-22,2012-01-22
328,29,5 O'Clock,T-Pain ft. Wiz Khalifa & Lily Allen,16,2012-01-22,2012-01-22
329,30,I Like It Like That,Hot Chelle Rae ft. New Boyz,15,2012-01-22,2012-01-22
330,31,Make Me Proud,Drake ft. Nicki Minaj,14,2012-01-22,2012-01-22
331,32,Mr. Know It All,Kelly Clarkson,19,2012-01-22,2012-01-22
332,33,Ass Back Home,Gym Class Heroes ft. Neon Hitch,5,2012-01-22,2012-01-22
333,34,You Make Me Feel...,Cobra Starship ft. Sabi,27,2012-01-22,2012-01-22
334,35,Pumped Up Kicks,Foster The People,38,2012-01-22,2012-01-22
335,36,Just A Kiss,Lady Antebellum,37,2012-01-22,2012-01-22
336,37,Give Me Everything,"Pitbull ft. Ne-Yo, Afrojack & Nayer",42,2012-01-22,2012-01-22
337,38,Paradise,Coldplay,18,2012-01-22,2012-01-22
338,39,Take Care,Drake ft. Rihanna,9,2012-01-22,2012-01-22
339,40,Rolling In The Deep,Adele,54,2012-01-22,2012-01-22
340,41,Drink In My Hand,Eric Church,17,2012-01-22,2012-01-22
341,42,Blackout,Breathe Carolina,11,2012-01-22,2012-01-22
342,43,Super Bass,Nicki Minaj,38,2012-01-22,2012-01-22
343,44,Lotus Flower Bomb,Wale ft. Miguel,12,2012-01-22,2012-01-22
344,45,You,Chris Young,13,2012-01-22,2012-01-22
345,46,Tonight Is The Night,Outasight,8,2012-01-22,2012-01-22
346,47,Ours,Taylor Swift,10,2012-01-22,2012-01-22
347,48,Strange Clouds,B.o.B ft. Lil Wayne,16,2012-01-22,2012-01-22
348,49,All Your Life,The Band Perry,19,2012-01-22,2012-01-22
349,50,Keep Me In Mind,Zac Brown Band,16,2012-01-22,2012-01-22
350,51,Brighter Than The Sun,Colbie Caillat,22,2012-01-22,2012-01-22
351,52,Let It Rain,David Nail ft. Sarah Buxton,18,2012-01-22,2012-01-22
352,53,Marry The Night,Lady Gaga,10,2012-01-22,2012-01-22
353,54,A Thousand Years,Christina Perri,13,2012-01-22,2012-01-22
354,55,Strip,Chris Brown ft. Kevin K-MAC McCall,5,2012-01-22,2012-01-22
355,56,Alone With You,Jake Owen,6,2012-01-22,2012-01-22
356,57,Tattoos On This Town,Jason Aldean,17,2012-01-22,2012-01-22
357,58,Somebody That I Used To Know,Gotye ft. Kimbra,2,2012-01-22,2012-01-22
358,59,Can't Get Enough,J. Cole ft. Trey Songz,7,2012-01-22,2012-01-22
359,60,Drive By,Train,1,2012-01-22,2012-01-22
360,61,Heartbeat,The Fray,13,2012-01-22,2012-01-22
361,62,You The Boss,Rick Ross ft. Nicki Minaj,13,2012-01-22,2012-01-22
