,Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week
89,90,Apparently,J. Cole,1,2015-01-01,2015-01-01
90,91,Like A Cowboy,Randy Houser,3,2015-01-01,2015-01-01
91,92,Body Language,Kid Ink ft. Usher & Tinashe,11,2015-01-01,2015-01-01
92,93,No Love,August Alsina,14,2015-01-01,2015-01-01
93,94,Break The Rules,Charli XCX,2,2015-01-01,2015-01-01
94,95,Lonely Eyes,Chris Young,1,2015-01-01,2015-01-01
95,96,Fireball,Pitbull ft. John Ryan,20,2015-01-01,2015-01-01
96,97,Homegrown Honey,Darius Rucker,4,2015-01-01,2015-01-01
97,98,Wet Dreamz,J. Cole,2,2015-01-01,2015-01-01
98,99,Yellow Flicker Beat,Lorde,7,2015-01-01,2015-01-01
99,100,In Your Arms,Nico & Vinz,10,2015-01-01,2015-01-01
100,1,Blank Space,Taylor Swift,9,2015-01-08,2015-01-08
101,2,Uptown Funk!,Mark Ronson ft. Bruno Mars,7,2015-01-08,2015-01-08
102,3,Take Me To Church,Hozier,20,2015-01-08,2015-01-08
103,4,Lips Are Movin,Meghan Trainor,10,2015-01-08,2015-01-08
104,5,All About That Bass,Meghan Trainor,25,2015-01-08,2015-01-08
105,6,I'm Not The Only One,Sam Smith,17,2015-01-08,2015-01-08
106,7,Thinking Out Loud,Ed Sheeran,12,2015-01-08,2015-01-08
107,8,Animals,Maroon 5,19,2015-01-08,2015-01-08
108,9,Shake It Off,Taylor Swift,19,2015-01-08,2015-01-08
109,10,Jealous,Nick Jonas,16,2015-01-08,2015-01-08
110,11,Love Me Harder,Ariana Grande & The Weeknd,12,2015-01-08,2015-01-08
111,12,I Don't F**k With You,Big Sean ft. E-40,14,2015-01-08,2015-01-08
112,13,The Heart Wants What It Wants,Selena Gomez,8,2015-01-08,2015-01-08
113,14,Centuries,Fall Out Boy,16,2015-01-08,2015-01-08
114,15,Only,"Nicki Minaj ft. Drake, Lil Wayne & Chris Brown",9,2015-01-08,2015-01-08
115,16,The Hanging Tree,James Newton Howard ft. Jennifer Lawrence,5,2015-01-08,2015-01-08
116,17,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",22,2015-01-08,2015-01-08
117,18,Tuesday,I LOVE MAKONNEN ft. Drake,14,2015-01-08,2015-01-08
118,19,No Type,Rae Sremmurd,14,2015-01-08,2015-01-08
119,20,Habits (Stay High),Tove Lo,31,2015-01-08,2015-01-08
120,21,Waves,Mr. Probz,19,2015-01-08,2015-01-08
121,22,Don't,Ed Sheeran,29,2015-01-08,2015-01-08
122,23,Hot Boy,Bobby Shmurda,22,2015-01-08,2015-01-08
123,24,Stay With Me,Sam Smith,38,2015-01-08,2015-01-08
124,25,7/11,Beyonce,5,2015-01-08,2015-01-08
125,26,CoCo,O.T. Genasis,6,2015-01-08,2015-01-08
126,27,Beg For It,Iggy Azalea ft. M0,10,2015-01-08,2015-01-08
127,28,Don't Tell 'Em,Jeremih ft. YG,27,2015-01-08,2015-01-08
128,29,Black Widow,Iggy Azalea ft. Rita Ora,26,2015-01-08,2015-01-08
129,30,Trumpets,Jason Derulo,31,2015-01-08,2015-01-08
130,31,Blame,Calvin Harris ft. John Newman,16,2015-01-08,2015-01-08
131,32,Riptide,Vance Joy,27,2015-01-08,2015-01-08
132,33,I Don't Mind,Usher ft. Juicy J,6,2015-01-08,2015-01-08
133,34,Night Changes,One Direction,6,2015-01-08,2015-01-08
134,35,Rude,MAGIC!,36,2015-01-08,2015-01-08
135,36,Heroes (We Could Be),Alesso ft. Tove Lo,13,2015-01-08,2015-01-08
136,37,Something In The Water,Carrie Underwood,13,2015-01-08,2015-01-08
137,38,L.A.LOVE (la la),Fergie,12,2015-01-08,2015-01-08
138,39,Chandelier,Sia,34,2015-01-08,2015-01-08
139,40,Sledgehammer,Fifth Harmony,5,2015-01-08,2015-01-08
140,41,Shotgun Rider,Tim McGraw,13,2015-01-08,2015-01-08
141,42,Lifestyle,Rich Gang ft. Young Thug & Rich Homie Quan,24,2015-01-08,2015-01-08
142,43,Ghost,Ella Henderson,9,2015-01-08,2015-01-08
143,44,Rather Be,Clean Bandit ft. Jess Glynne,29,2015-01-08,2015-01-08
144,45,Try Me,DeJ Loaf,10,2015-01-08,2015-01-08
145,46,Time Of Our Lives,Pitbull & Ne-Yo,3,2015-01-08,2015-01-08
146,47,Stolen Dance,Milky Chance,23,2015-01-08,2015-01-08
147,48,Anaconda,Nicki Minaj,21,2015-01-08,2015-01-08
148,49,Earned It (Fifty Shades Of Grey),The Weeknd,1,2015-01-08,2015-01-08
149,50,Santa Tell Me,Ariana Grande,5,2015-01-08,2015-01-08
150,51,Steal My Girl,One Direction,13,2015-01-08,2015-01-08
151,52,Talladega,Eric Church,10,2015-01-08,2015-01-08
152,53,Sun Daze,Florida Georgia Line,10,2015-01-08,2015-01-08
153,54,I Bet My Life,Imagine Dragons,8,2015-01-08,2015-01-08
154,55,Hold You Down,"DJ Khaled ft. Chris Brown, August Alsina, Future & Jeremih",17,2015-01-08,2015-01-08
155,56,"Touchin, Lovin",Trey Songz ft. Nicki Minaj,17,2015-01-08,2015-01-08
156,57,I See You,Luke Bryan,5,2015-01-08,2015-01-08
157,58,G.D.F.R.,Flo Rida ft. Sage The Gemini & Lookas,7,2015-01-08,2015-01-08
158,59,Feeling Myself,Nicki Minaj ft. Beyonce,2,2015-01-08,2015-01-08
159,60,Drinking Class,Lee Brice,11,2015-01-08,2015-01-08
160,61,God Made Girls,RaeLynn,10,2015-01-08,2015-01-08
161,62,I Lived,OneRepublic,5,2015-01-08,2015-01-08
162,63,Perfect Storm,Brad Paisley,12,2015-01-08,2015-01-08
163,64,Dear Future Husband,Meghan Trainor,6,2015-01-08,2015-01-08
164,65,Often,The Weeknd,11,2015-01-08,2015-01-08
165,66,Try,Colbie Caillat,19,2015-01-08,2015-01-08
166,67,"Mary, Did You Know?",Pentatonix,6,2015-01-08,2015-01-08
167,68,Masterpiece,Jessie J,2,2015-01-08,2015-01-08
168,69,Lonely Tonight,Blake Shelton ft. Ashley Monroe,4,2015-01-08,2015-01-08
169,70,Dangerous,David Guetta ft. Sam Martin,10,2015-01-08,2015-01-08
170,71,Prayer In C,Lillywood & Robin Schulz,4,2015-01-08,2015-01-08
171,72,Body Language,Kid Ink ft. Usher & Tinashe,12,2015-01-08,2015-01-08
172,73,She Knows,Ne-Yo ft. Juicy J,6,2015-01-08,2015-01-08
173,74,Just Gettin' Started,Jason Aldean,5,2015-01-08,2015-01-08
174,75,***Flawless,Beyonce ft. Nicki Minaj Or Chimamanda Ngozi Adichie,14,2015-01-08,2015-01-08
175,76,Make Me Wanna,Thomas Rhett,7,2015-01-08,2015-01-08
176,77,Lonely Eyes,Chris Young,2,2015-01-08,2015-01-08
177,78,Bad Blood,Taylor Swift ft. Kendrick Lamar,2,2015-01-08,2015-01-08
178,79,In Your Arms,Nico & Vinz,11,2015-01-08,2015-01-08
179,80,Bed Of Lies,Nicki Minaj ft. Skylar Grey,5,2015-01-08,2015-01-08
180,81,Til It's Gone,Kenny Chesney,9,2015-01-08,2015-01-08
181,82,Somewhere In My Car,Keith Urban,18,2015-01-08,2015-01-08
182,83,Mean To Me,Brett Eldredge,8,2015-01-08,2015-01-08
183,84,Style,Taylor Swift,3,2015-01-08,2015-01-08
184,85,Close Your Eyes,Parmalee,14,2015-01-08,2015-01-08
185,86,Homegrown Honey,Darius Rucker,5,2015-01-08,2015-01-08
186,87,Burnin' Up,Jessie J ft. 2 Chainz,6,2015-01-08,2015-01-08
187,88,No Love,August Alsina,15,2015-01-08,2015-01-08
188,89,Shut Up And Dance,WALK THE MOON,7,2015-01-08,2015-01-08
189,90,Yellow Flicker Beat,Lorde,8,2015-01-08,2015-01-08
190,91,Break The Rules,Charli XCX,3,2015-01-08,2015-01-08
191,92,Something Big,Shawn Mendes,2,2015-01-08,2015-01-08
192,93,Stuck On A Feeling,Prince Royce ft. Snoop Dogg,1,2015-01-08,2015-01-08
193,94,Apparently,J. Cole,2,2015-01-08,2015-01-08
194,95,Bad B*tch,French Montana ft. Jeremih,1,2015-01-08,2015-01-08
195,96,Like A Cowboy,Randy Houser,4,2015-01-08,2015-01-08
196,97,Neon Light,Blake Shelton,18,2015-01-08,2015-01-08
197,98,Can't Stop Dancin',Becky G,1,2015-01-08,2015-01-08
198,99,Shell Shocked,"Juicy J, Wiz Khalifa & Ty Dolla $ign ft. Kill The Noise & Madsonik",3,2015-01-08,2015-01-08
199,100,Title,Meghan Trainor,1,2015-01-08,2015-01-08
200,1,Uptown Funk!,Mark Ronson ft. Bruno Mars,8,2015-01-15,2015-01-15
201,2,Blank Space,Taylor Swift,10,2015-01-15,2015-01-15
202,3,Take Me To Church,Hozier,21,2015-01-15,2015-01-15
203,4,Thinking Out Loud,Ed Sheeran,13,2015-01-15,2015-01-15
204,5,Lips Are Movin,Meghan Trainor,11,2015-01-15,2015-01-15
205,6,All About That Bass,Meghan Trainor,26,2015-01-15,2015-01-15
206,7,Shake It Off,Taylor Swift,20,2015-01-15,2015-01-15
207,8,I'm Not The Only One,Sam Smith,18,2015-01-15,2015-01-15
208,9,Jealous,Nick Jonas,17,2015-01-15,2015-01-15
209,10,Animals,Maroon 5,20,2015-01-15,2015-01-15
210,11,Love Me Harder,Ariana Grande & The Weeknd,13,2015-01-15,2015-01-15
211,12,I Don't F**k With You,Big Sean ft. E-40,15,2015-01-15,2015-01-15
212,13,Centuries,Fall Out Boy,17,2015-01-15,2015-01-15
213,14,The Heart Wants What It Wants,Selena Gomez,9,2015-01-15,2015-01-15
214,15,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",23,2015-01-15,2015-01-15
215,16,Only,"Nicki Minaj ft. Drake, Lil Wayne & Chris Brown",10,2015-01-15,2015-01-15
216,17,The Hanging Tree,James Newton Howard ft. Jennifer Lawrence,6,2015-01-15,2015-01-15
217,18,Tuesday,I LOVE MAKONNEN ft. Drake,15,2015-01-15,2015-01-15
218,19,Stay With Me,Sam Smith,39,2015-01-15,2015-01-15
219,20,Habits (Stay High),Tove Lo,32,2015-01-15,2015-01-15
220,21,No Type,Rae Sremmurd,15,2015-01-15,2015-01-15
221,22,Waves,Mr. Probz,20,2015-01-15,2015-01-15
222,23,Don't,Ed Sheeran,30,2015-01-15,2015-01-15
223,24,7/11,Beyonce,6,2015-01-15,2015-01-15
224,25,Hot Boy,Bobby Shmurda,23,2015-01-15,2015-01-15
225,26,CoCo,O.T. Genasis,7,2015-01-15,2015-01-15
226,27,Rude,MAGIC!,37,2015-01-15,2015-01-15
227,28,I Don't Mind,Usher ft. Juicy J,7,2015-01-15,2015-01-15
228,29,Beg For It,Iggy Azalea ft. M0,11,2015-01-15,2015-01-15
229,30,Don't Tell 'Em,Jeremih ft. YG,28,2015-01-15,2015-01-15
230,31,Black Widow,Iggy Azalea ft. Rita Ora,27,2015-01-15,2015-01-15
231,32,Blame,Calvin Harris ft. John Newman,17,2015-01-15,2015-01-15
232,33,Time Of Our Lives,Pitbull & Ne-Yo,4,2015-01-15,2015-01-15
233,34,Night Changes,One Direction,7,2015-01-15,2015-01-15
234,35,Only One,Kanye West ft. Paul McCartney,1,2015-01-15,2015-01-15
235,36,Riptide,Vance Joy,28,2015-01-15,2015-01-15
236,37,Chandelier,Sia,35,2015-01-15,2015-01-15
237,38,L.A.LOVE (la la),Fergie,13,2015-01-15,2015-01-15
238,39,Heroes (We Could Be),Alesso ft. Tove Lo,14,2015-01-15,2015-01-15
239,40,Trumpets,Jason Derulo,32,2015-01-15,2015-01-15
240,41,Ghost,Ella Henderson,10,2015-01-15,2015-01-15
241,42,Something In The Water,Carrie Underwood,14,2015-01-15,2015-01-15
242,43,Shotgun Rider,Tim McGraw,14,2015-01-15,2015-01-15
243,44,Rather Be,Clean Bandit ft. Jess Glynne,30,2015-01-15,2015-01-15
244,45,Stolen Dance,Milky Chance,24,2015-01-15,2015-01-15
245,46,Sledgehammer,Fifth Harmony,6,2015-01-15,2015-01-15
246,47,Try Me,DeJ Loaf,11,2015-01-15,2015-01-15
247,48,Anaconda,Nicki Minaj,22,2015-01-15,2015-01-15
248,49,Talladega,Eric Church,11,2015-01-15,2015-01-15
249,50,Lifestyle,Rich Gang ft. Young Thug & Rich Homie Quan,25,2015-01-15,2015-01-15
250,51,Sun Daze,Florida Georgia Line,11,2015-01-15,2015-01-15
251,52,"Touchin, Lovin",Trey Songz ft. Nicki Minaj,18,2015-01-15,2015-01-15
252,53,I Lived,OneRepublic,6,2015-01-15,2015-01-15
253,54,G.D.F.R.,Flo Rida ft. Sage The Gemini & Lookas,8,2015-01-15,2015-01-15
254,55,Steal My Girl,One Direction,14,2015-01-15,2015-01-15
255,56,I See You,Luke Bryan,6,2015-01-15,2015-01-15
256,57,Perfect Storm,Brad Paisley,13,2015-01-15,2015-01-15
257,58,I Bet My Life,Imagine Dragons,9,2015-01-15,2015-01-15
258,59,Feeling Myself,Nicki Minaj ft. Beyonce,3,2015-01-15,2015-01-15
259,60,Prayer In C,Lillywood & Robin Schulz,5,2015-01-15,2015-01-15
260,61,She Knows,Ne-Yo ft. Juicy J,7,2015-01-15,2015-01-15
261,62,Lonely Tonight,Blake Shelton ft. Ashley Monroe,5,2015-01-15,2015-01-15
262,63,Drinking Class,Lee Brice,12,2015-01-15,2015-01-15
263,64,Hold You Down,"DJ Khaled ft. Chris Brown, August Alsina, Future & Jeremih",18,2015-01-15,2015-01-15
264,65,Try,Colbie Caillat,20,2015-01-15,2015-01-15
265,66,Just Gettin' Started,Jason Aldean,6,2015-01-15,2015-01-15
266,67,God Made Girls,RaeLynn,11,2015-01-15,2015-01-15
267,68,Til It's Gone,Kenny Chesney,10,2015-01-15,2015-01-15
268,69,Often,The Weeknd,12,2015-01-15,2015-01-15
269,70,Dangerous,David Guetta ft. Sam Martin,11,2015-01-15,2015-01-15
270,71,Style,Taylor Swift,4,2015-01-15,2015-01-15
271,72,Make Me Wanna,Thomas Rhett,8,2015-01-15,2015-01-15
272,73,Lonely Eyes,Chris Young,3,2015-01-15,2015-01-15
273,74,Close Your Eyes,Parmalee,15,2015-01-15,2015-01-15
274,75,Mean To Me,Brett Eldredge,9,2015-01-15,2015-01-15
275,76,Body Language,Kid Ink ft. Usher & Tinashe,13,2015-01-15,2015-01-15
276,77,Shut Up And Dance,WALK THE MOON,8,2015-01-15,2015-01-15
277,78,Stuck On A Feeling,Prince Royce ft. Snoop Dogg,2,2015-01-15,2015-01-15
278,79,Somewhere In My Car,Keith Urban,19,2015-01-15,2015-01-15
279,80,Something Big,Shawn Mendes,3,2015-01-15,2015-01-15
280,81,***Flawless,Beyonce ft. Nicki Minaj Or Chimamanda Ngozi Adichie,15,2015-01-15,2015-01-15
281,82,Homegrown Honey,Darius Rucker,6,2015-01-15,2015-01-15
282,83,Like A Cowboy,Randy Houser,5,2015-01-15,2015-01-15
283,84,Dear Future Husband,Meghan Trainor,7,2015-01-15,2015-01-15
284,85,In Your Arms,Nico & Vinz,12,2015-01-15,2015-01-15
285,86,Apparently,J. Cole,3,2015-01-15,2015-01-15
286,87,Earned It (Fifty Shades Of Grey),The Weeknd,2,2015-01-15,2015-01-15
287,88,No Love,August Alsina,16,2015-01-15,2015-01-15
288,89,Neon Light,Blake Shelton,19,2015-01-15,2015-01-15
289,90,Outside,Calvin Harris ft. Ellie Goulding,4,2015-01-15,2015-01-15
290,91,Bed Of Lies,Nicki Minaj ft. Skylar Grey,6,2015-01-15,2015-01-15
291,92,Throw Sum Mo,Rae Sremmurd ft. Nicki Minaj & Young Thug,1,2015-01-15,2015-01-15
292,93,Take Your Time,Sam Hunt,1,2015-01-15,2015-01-15
293,94,Yellow Flicker Beat,Lorde,9,2015-01-15,2015-01-15
294,95,What We Ain't Got,Jake Owen,1,2015-01-15,2015-01-15
295,96,Geronimo,Sheppard,2,2015-01-15,2015-01-15
296,97,A Guy Walks Into A Bar,Tyler Farr,1,2015-01-15,2015-01-15
297,98,Take It On Back,Chase Bryant,1,2015-01-15,2015-01-15
298,99,Ain't Worth The Whiskey,Cole Swindell,1,2015-01-15,2015-01-15
299,100,I Mean It,G-Eazy ft. Remo,1,2015-01-15,2015-01-15
300,1,Uptown Funk!,Mark Ronson ft. Bruno Mars,9,2015-01-22,2015-01-22
301,2,Blank Space,Taylor Swift,11,2015-01-22,2015-01-22
302,3,Take Me To Church,Hozier,22,2015-01-22,2015-01-22
303,4,Thinking Out Loud,Ed Sheeran,14,2015-01-22,2015-01-22
304,5,I'm Not The Only One,Sam Smith,19,2015-01-22,2015-01-22
305,6,Lips Are Movin,Meghan Trainor,12,2015-01-22,2015-01-22
306,7,Jealous,Nick Jonas,18,2015-01-22,2015-01-22
307,8,Love Me Harder,Ariana Grande & The Weeknd,14,2015-01-22,2015-01-22
308,9,Shake It Off,Taylor Swift,21,2015-01-22,2015-01-22
309,10,All About That Bass,Meghan Trainor,27,2015-01-22,2015-01-22
310,11,Animals,Maroon 5,21,2015-01-22,2015-01-22
311,12,I Don't F**k With You,Big Sean ft. E-40,16,2015-01-22,2015-01-22
312,13,The Heart Wants What It Wants,Selena Gomez,10,2015-01-22,2015-01-22
313,14,The Hanging Tree,James Newton Howard ft. Jennifer Lawrence,7,2015-01-22,2015-01-22
314,15,Centuries,Fall Out Boy,18,2015-01-22,2015-01-22
315,16,Only,"Nicki Minaj ft. Drake, Lil Wayne & Chris Brown",11,2015-01-22,2015-01-22
316,17,Elastic Heart,Sia,1,2015-01-22,2015-01-22
317,18,No Type,Rae Sremmurd,16,2015-01-22,2015-01-22
318,19,Tuesday,I LOVE MAKONNEN ft. Drake,16,2015-01-22,2015-01-22
319,20,7/11,Beyonce,7,2015-01-22,2015-01-22
320,21,Stay With Me,Sam Smith,40,2015-01-22,2015-01-22
321,22,Waves,Mr. Probz,21,2015-01-22,2015-01-22
322,23,I Don't Mind,Usher ft. Juicy J,8,2015-01-22,2015-01-22
323,24,Habits (Stay High),Tove Lo,33,2015-01-22,2015-01-22
324,25,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",24,2015-01-22,2015-01-22
325,26,CoCo,O.T. Genasis,8,2015-01-22,2015-01-22
326,27,Don't,Ed Sheeran,31,2015-01-22,2015-01-22
327,28,Ghost,Ella Henderson,11,2015-01-22,2015-01-22
328,29,Hot Boy,Bobby Shmurda,24,2015-01-22,2015-01-22
329,30,Chandelier,Sia,36,2015-01-22,2015-01-22
330,31,Heroes (We Could Be),Alesso ft. Tove Lo,15,2015-01-22,2015-01-22
331,32,Blame,Calvin Harris ft. John Newman,18,2015-01-22,2015-01-22
332,33,Riptide,Vance Joy,29,2015-01-22,2015-01-22
333,34,I Lived,OneRepublic,7,2015-01-22,2015-01-22
334,35,Time Of Our Lives,Pitbull & Ne-Yo,5,2015-01-22,2015-01-22
335,36,Don't Tell 'Em,Jeremih ft. YG,29,2015-01-22,2015-01-22
336,37,Black Widow,Iggy Azalea ft. Rita Ora,28,2015-01-22,2015-01-22
337,38,Rude,MAGIC!,38,2015-01-22,2015-01-22
338,39,Night Changes,One Direction,8,2015-01-22,2015-01-22
339,40,Ayo,Chris Brown & Tyga,1,2015-01-22,2015-01-22
340,41,Something In The Water,Carrie Underwood,15,2015-01-22,2015-01-22
341,42,Beg For It,Iggy Azalea ft. M0,12,2015-01-22,2015-01-22
342,43,Stolen Dance,Milky Chance,25,2015-01-22,2015-01-22
343,44,Sledgehammer,Fifth Harmony,7,2015-01-22,2015-01-22
344,45,Love Me Like You Do,Ellie Goulding,1,2015-01-22,2015-01-22
345,46,Rather Be,Clean Bandit ft. Jess Glynne,31,2015-01-22,2015-01-22
346,47,Try Me,DeJ Loaf,12,2015-01-22,2015-01-22
347,48,Shotgun Rider,Tim McGraw,15,2015-01-22,2015-01-22
348,49,G.D.F.R.,Flo Rida ft. Sage The Gemini & Lookas,9,2015-01-22,2015-01-22
349,50,Talladega,Eric Church,12,2015-01-22,2015-01-22
350,51,I See You,Luke Bryan,7,2015-01-22,2015-01-22
351,52,Sun Daze,Florida Georgia Line,12,2015-01-22,2015-01-22
352,53,Prayer In C,Lillywood & Robin Schulz,6,2015-01-22,2015-01-22
353,54,Only One,Kanye West ft. Paul McCartney,2,2015-01-22,2015-01-22
354,55,L.A.LOVE (la la),Fergie,14,2015-01-22,2015-01-22
355,56,She Knows,Ne-Yo ft. Juicy J,8,2015-01-22,2015-01-22
356,57,Perfect Storm,Brad Paisley,14,2015-01-22,2015-01-22
357,58,"Touchin, Lovin",Trey Songz ft. Nicki Minaj,19,2015-01-22,2015-01-22
358,59,Lonely Tonight,Blake Shelton ft. Ashley Monroe,6,2015-01-22,2015-01-22
359,60,Hold You Down,"DJ Khaled ft. Chris Brown, August Alsina, Future & Jeremih",19,2015-01-22,2015-01-22
360,61,Feeling Myself,Nicki Minaj ft. Beyonce,4,2015-01-22,2015-01-22
