,Top_Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week,Duration,Loudness,Tempo,Tempo_Confidence,Meter,Meter_Confidence,Key,Key_Confidence,Mode,Mode_Confidence,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Speechiness,Valence,Artist_Genres
283,53,Higher Power,Coldplay,2,2021-05-21,2021-05-28,211.29497,-6.023,178.032,0.168,4.0,0.964,10.0,0.0,1.0,0.104,0.00711,0.507,0.828,2.44e-05,0.261,0.0449,0.489,"['permanent wave', 'pop']"
284,67,His & Hers,"Internet Money, Don Toliver & Lil Uzi Vert ft. Gunna",1,2021-05-28,2021-05-28,224.0424,-5.218,134.997,0.685,4.0,0.851,7.0,0.596,0.0,0.582,0.116,0.792,0.707,0.0,0.12,0.0623,0.408,"['pop rap', 'rap', 'trap', 'viral rap']"
285,67,Hit Bout It,Lil Yachty ft. Kodak Black,1,2021-03-05,2021-03-05,177.15828,-5.262,180.899,0.131,4.0,1.0,1.0,0.512,1.0,0.239,0.0779,0.631,0.72,0.00737,0.135,0.0617,0.123,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']"
286,62,Hit Different,SZA ft. Ty Dolla $ign,20,2021-01-01,2021-02-05,202.00784,-6.371,120.074,0.269,4.0,1.0,0.0,0.771,0.0,0.76,0.199,0.679,0.516,0.0,0.0965,0.0452,0.716,"['pop', 'r&b', 'rap']"
287,53,Hold Me Down,YoungBoy Never Broke Again,1,2021-10-08,2021-10-08,178.2857,-7.024,139.575,0.267,4.0,0.784,2.0,0.2,1.0,0.462,0.256,0.558,0.635,0.0,0.12,0.476,0.58,"['baton rouge rap', 'trap']"
288,49,Hold On,Adele,1,2021-12-03,2021-12-03,366.0041,-7.814,165.902,0.028,4.0,1.0,0.0,0.0,1.0,0.024,0.858,0.366,0.364,1.15e-05,0.165,0.0433,0.459,"['british soul', 'pop', 'pop soul', 'uk pop']"
289,20,Hold On,Justin Bieber,13,2021-03-19,2021-06-11,170.8132,-6.068,140.002,0.375,4.0,1.0,1.0,0.619,0.0,0.618,0.0104,0.658,0.634,0.0,0.12,0.0431,0.302,"['canadian pop', 'pop']"
290,39,Hole In The Bottle,Kelsea Ballerini,20,2021-01-01,2021-03-12,155.66844,-3.637,104.365,0.451,4.0,0.94,4.0,0.811,1.0,0.611,0.0486,0.478,0.873,0.0,0.374,0.122,0.739,"['contemporary country', 'country', 'pop']"
291,43,Holiday,Lil Nas X,12,2021-01-01,2021-02-12,154.9977,-6.924,151.947,0.9,4.0,0.324,5.0,0.885,0.0,0.711,0.12,0.81,0.511,0.0,0.0832,0.164,0.837,"['lgbtq+ hip hop', 'pop']"
292,4,Holy,Justin Bieber ft. Chance The Rapper,25,2021-01-01,2021-03-19,212.09348,-8.056,86.919,0.119,4.0,0.969,6.0,0.619,1.0,0.667,0.196,0.673,0.704,0.0,0.0898,0.36,0.372,"['canadian pop', 'pop']"
293,76,Holy Ground (Taylor's Version),Taylor Swift,1,2021-11-26,2021-11-26,202.96,-5.623,156.894,0.8,4.0,1.0,9.0,0.411,1.0,0.322,0.0288,0.622,0.809,0.00218,0.109,0.0638,0.511,['pop']
294,50,Holy Smokes,Trippie Redd ft. Lil Uzi Vert,3,2021-07-30,2021-09-03,181.7143,-5.703,184.344,0.029,5.0,0.675,6.0,0.329,1.0,0.578,0.195,0.422,0.491,0.0,0.142,0.368,0.67,"['melodic rap', 'rap', 'trap']"
295,29,Hope Ur OK,Olivia Rodrigo,3,2021-06-04,2021-06-18,209.56,-12.181,77.253,0.029,4.0,0.894,0.0,0.058,1.0,0.38,0.388,0.443,0.298,1e-05,0.103,0.0644,0.172,['pop']
296,60,Hot,Meek Mill ft. Moneybagg Yo,1,2021-10-15,2021-10-15,150.52734,-5.267,153.1,0.367,4.0,0.992,2.0,0.008,1.0,0.287,0.00194,0.773,0.623,0.0,0.133,0.196,0.13,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
297,48,Hot Wind Blows,"Tyler, The Creator ft. Lil Wayne",1,2021-07-09,2021-07-09,155.2926,-5.382,173.456,0.205,4.0,0.556,7.0,0.23,0.0,0.248,0.601,0.371,0.75,0.0,0.482,0.402,0.729,"['hip hop', 'rap']"
298,34,How It Feels,Lil Baby & Lil Durk,3,2021-06-18,2021-07-02,166.91107,-5.746,104.083,0.094,4.0,1.0,11.0,0.72,0.0,0.56,0.00715,0.788,0.628,0.0,0.132,0.12,0.479,"['atl hip hop', 'atl trap', 'rap', 'trap']"
299,88,How The Game Go,Rod Wave,1,2021-04-09,2021-04-09,133.27197,-6.449,85.003,0.479,4.0,1.0,8.0,0.426,1.0,0.56,0.137,0.741,0.735,0.0,0.107,0.0968,0.636,['florida rap']
300,89,How They Remember You,Rascal Flatts,2,2021-02-26,2021-05-07,211.70667,-5.12,152.004,0.069,4.0,0.986,2.0,0.621,1.0,0.735,0.0124,0.442,0.8,0.0,0.0785,0.0368,0.498,"['contemporary country', 'country', 'country road']"
301,6,Hurricane,Kanye West,11,2021-09-10,2021-11-19,243.18748,-6.569,80.009,0.068,4.0,0.825,0.0,0.174,1.0,0.366,0.0466,0.587,0.561,0.0,0.109,0.146,0.351,"['chicago rap', 'rap']"
302,59,I Almost Do (Taylor's Version),Taylor Swift,1,2021-11-26,2021-11-26,244.58667,-6.587,145.88,0.383,4.0,0.624,4.0,0.721,1.0,0.552,0.0167,0.511,0.559,0.0,0.113,0.0264,0.248,['pop']
303,64,"I Am Not A Woman, I'm A God",Halsey,1,2021-09-10,2021-09-10,176.41333,-6.568,179.986,0.089,4.0,1.0,6.0,0.0,0.0,0.0,0.00375,0.517,0.7,0.0385,0.0634,0.0452,0.518,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']"
304,22,I Bet You Think About Me (Taylor's Version) (From The Vault),Taylor Swift ft. Chris Stapleton,2,2021-11-26,2021-12-03,285.10666,-4.516,149.654,0.195,3.0,0.986,0.0,0.646,1.0,0.751,0.167,0.391,0.715,0.0,0.183,0.0495,0.473,['pop']
305,69,I Can't Take It Back,YoungBoy Never Broke Again,1,2021-10-08,2021-10-08,177.77779,-7.417,107.981,0.089,5.0,0.478,5.0,0.372,0.0,0.448,0.0824,0.607,0.565,0.0,0.185,0.412,0.373,"['baton rouge rap', 'trap']"
306,43,I Did It,"DJ Khaled ft. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby",2,2021-05-14,2021-05-21,165.36626,-2.906,124.036,0.696,4.0,1.0,4.0,0.465,0.0,0.417,0.00196,0.757,0.721,0.0,0.647,0.0691,0.364,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
307,80,I Didn't Change My Number,Billie Eilish,1,2021-08-13,2021-08-13,158.46317,-5.835,142.021,0.577,4.0,1.0,9.0,0.558,1.0,0.415,0.612,0.849,0.48,0.269,0.295,0.226,0.677,"['art pop', 'electropop', 'pop']"
308,57,I Don't Do Drugs,Doja Cat ft. Ariana Grande,1,2021-07-09,2021-07-09,188.89333,-5.737,77.014,0.319,4.0,1.0,5.0,0.479,1.0,0.389,0.222,0.683,0.615,8.25e-06,0.154,0.0966,0.45,"['dance pop', 'pop']"
309,18,I Drink Wine,Adele,2,2021-12-03,2021-12-10,376.16913,-5.596,115.389,0.203,4.0,0.773,10.0,0.267,1.0,0.418,0.697,0.437,0.565,0.0,0.119,0.0466,0.306,"['british soul', 'pop', 'pop soul', 'uk pop']"
310,90,I Guess I'm In Love,Clinton Kane,1,2021-09-03,2021-09-03,204.09383,-6.577,77.213,0.233,4.0,0.537,0.0,0.692,1.0,0.732,0.877,0.422,0.34,1.77e-05,0.149,0.0351,0.223,"['alt z', 'gen z singer-songwriter', 'pop', 'post-teen pop']"
311,7,I Hate U,SZA,3,2021-12-17,2021-12-31,174.0,-9.805,106.703,0.007,5.0,0.946,7.0,0.409,0.0,0.472,0.507,0.535,0.388,0.0,0.11,0.155,0.412,"['pop', 'r&b', 'rap']"
312,8,I Hope,Gabby Barrett ft. Charlie Puth,62,2021-01-01,2021-03-12,210.77287,-6.227,75.998,0.027,4.0,0.723,6.0,0.49,1.0,0.594,0.0951,0.466,0.536,0.0,0.114,0.0429,0.377,"['contemporary country', 'country', 'country pop']"
313,88,I Hope Ur Miserable Until Ur Dead,Nessa Barrett,1,2021-08-20,2021-08-20,177.5826,-7.275,115.935,0.794,4.0,0.994,2.0,0.536,1.0,0.628,0.0273,0.706,0.544,0.0,0.087,0.0306,0.477,"['alt z', 'pop', 'social media pop']"
314,46,I Knew You Were Trouble (Taylor's Version),Taylor Swift,1,2021-11-26,2021-11-26,219.72,-6.798,77.019,0.049,4.0,0.918,3.0,0.0,0.0,0.114,0.00454,0.622,0.469,2.25e-06,0.0335,0.0363,0.679,['pop']
315,97,I Like Dat,T-Pain & Kehlani,1,2021-08-27,2021-08-27,242.08511,-6.902,175.694,0.249,4.0,0.793,1.0,0.43,1.0,0.496,0.0049,0.565,0.491,0.0,0.137,0.221,0.337,"['dance pop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
316,28,I Should Probably Go To Bed,Dan + Shay,24,2021-01-08,2021-01-29,171.82668,-7.128,131.935,0.093,4.0,1.0,1.0,0.373,1.0,0.576,0.634,0.721,0.277,0.0,0.112,0.0365,0.309,"['canadian contemporary r&b', 'pop', 'r&b']"
317,37,I Was On A Boat That Day,Old Dominion,19,2021-07-16,2021-11-19,178.68,-4.746,139.981,0.599,4.0,0.981,11.0,0.646,1.0,0.593,0.00546,0.541,0.903,0.0,0.205,0.0901,0.767,"['contemporary country', 'country', 'country road']"
318,50,I'll Be Home For Christmas,Bing Crosby,1,2021-01-01,2021-01-01,177.02667,-15.167,84.759,0.324,4.0,0.172,7.0,0.499,1.0,0.462,0.707,0.24,0.0967,8.44e-05,0.367,0.0336,0.178,"['adult standards', 'easy listening']"
319,71,I'll Be Home For Christmas,Camila Cabello,3,2021-12-17,2021-12-31,178.42735,-5.998,165.844,0.201,4.0,0.929,7.0,0.563,1.0,0.514,0.551,0.259,0.389,0.0,0.309,0.0297,0.405,"['dance pop', 'pop', 'post-teen pop']"
320,22,IMY2,Drake ft. Kid Cudi,2,2021-09-17,2021-09-24,252.37865,-8.704,150.026,0.328,4.0,0.995,7.0,0.195,0.0,0.385,0.402,0.59,0.493,0.00504,0.129,0.0367,0.0498,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
321,15,If I Didn't Love You,Jason Aldean & Carrie Underwood,20,2021-08-06,2021-12-17,212.0304,-4.802,184.075,0.005,4.0,0.971,1.0,0.4,1.0,0.591,0.176,0.456,0.679,0.0,0.103,0.0324,0.483,"['contemporary country', 'country', 'country road']"
322,54,If Pain Was A Person,Moneybagg Yo,2,2021-05-07,2021-05-14,240.91791,-8.692,144.347,0.209,4.0,1.0,0.0,0.415,1.0,0.436,0.0694,0.584,0.611,0.0,0.453,0.52,0.798,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
323,99,If You Want To,Lil Baby & Lil Durk,1,2021-06-18,2021-06-18,195.4538,-7.819,97.033,0.557,4.0,1.0,6.0,0.142,1.0,0.356,0.0414,0.795,0.599,0.0,0.193,0.123,0.351,"['atl hip hop', 'atl trap', 'rap', 'trap']"
324,90,In Da Getto,J Balvin & Skrillex,3,2021-09-10,2021-10-01,130.66667,-3.142,126.998,0.962,4.0,1.0,8.0,0.187,1.0,0.264,0.0177,0.924,0.723,2.61e-05,0.113,0.0466,0.643,"['reggaeton', 'reggaeton colombiano', 'trap latino']"
325,7,In The Bible,Drake ft. Lil Durk & Giveon,8,2021-09-17,2021-11-05,296.56848,-8.35,143.07,0.411,4.0,0.97,7.0,0.356,0.0,0.496,0.614,0.686,0.385,0.0,0.131,0.297,0.147,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
326,1,Industry Baby,Lil Nas X & Jack Harlow,22,2021-08-06,2021-12-31,212.0,-7.409,149.995,0.643,4.0,1.0,3.0,0.037,0.0,0.126,0.0203,0.736,0.704,0.0,0.0501,0.0615,0.894,"['lgbtq+ hip hop', 'pop']"
327,52,Insane,Summer Walker,1,2021-11-19,2021-11-19,189.90594,-8.056,161.625,0.337,4.0,0.991,3.0,0.519,1.0,0.594,0.632,0.39,0.607,0.000162,0.138,0.303,0.347,"['pop', 'r&b', 'rap']"
328,36,Intro (Hate On Me),Meek Mill,1,2021-10-15,2021-10-15,174.8054,-4.074,150.995,0.497,4.0,0.824,2.0,0.493,1.0,0.432,0.0387,0.647,0.823,0.0,0.74,0.0478,0.309,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
329,20,It's Beginning To Look A Lot Like Christmas,Michael Buble,9,2021-01-01,2021-12-31,206.63986,-11.714,94.775,0.224,3.0,0.308,4.0,0.625,1.0,0.583,0.908,0.339,0.214,7.47e-06,0.341,0.0375,0.363,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']"
330,15,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,11,2021-01-01,2021-12-31,155.93333,-12.25,112.874,0.507,4.0,1.0,7.0,0.744,1.0,0.608,0.76,0.724,0.276,0.0,0.116,0.0599,0.718,
331,5,It's The Most Wonderful Time Of The Year,Andy Williams,26,2021-01-01,2021-12-31,151.93333,-8.435,201.629,0.493,3.0,1.0,7.0,0.0,1.0,0.014,0.766,0.24,0.598,0.0,0.117,0.0369,0.776,"['adult standards', 'easy listening']"
332,82,Itty Bitty Piggy,Nicki Minaj,1,2021-05-28,2021-05-28,246.75266,-4.343,92.45,0.463,4.0,0.991,7.0,0.173,1.0,0.191,0.12,0.761,0.722,0.0,0.0649,0.391,0.798,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']"
333,10,Jail,Kanye West,3,2021-09-10,2021-09-24,297.0,-6.739,110.013,0.194,4.0,1.0,4.0,0.635,1.0,0.601,0.535,0.458,0.571,0.000305,0.0846,0.0949,0.586,"['chicago rap', 'rap']"
334,63,Jail Pt 2,Kanye West,1,2021-09-10,2021-09-10,297.0,-6.459,109.985,0.125,4.0,0.896,4.0,0.583,1.0,0.544,0.453,0.7,0.572,0.0,0.0871,0.0515,0.686,"['chicago rap', 'rap']"
335,24,"Jealousy, Jealousy",Olivia Rodrigo,9,2021-06-04,2021-07-30,173.16,-6.334,163.929,0.158,4.0,1.0,10.0,0.0,0.0,0.038,0.198,0.695,0.575,0.0,0.0614,0.116,0.699,['pop']
336,26,Jesus Lord,Kanye West,2,2021-09-10,2021-09-17,538.53656,-6.805,106.137,0.029,5.0,1.0,1.0,0.553,1.0,0.476,0.0984,0.477,0.713,0.00844,0.0879,0.126,0.113,"['chicago rap', 'rap']"
337,3,Jingle Bell Rock,Bobby Helms,41,2021-01-01,2021-12-31,130.97333,-8.463,119.705,0.765,4.0,1.0,2.0,0.581,1.0,0.623,0.643,0.754,0.424,0.0,0.0652,0.0363,0.806,['adult standards']
338,33,Jingle Bells,Frank Sinatra,3,2021-12-31,2021-12-31,120.69333,-13.119,174.609,0.167,4.0,0.968,8.0,0.304,1.0,0.503,0.727,0.512,0.339,0.0,0.0977,0.0498,0.951,"['adult standards', 'easy listening', 'lounge']"
339,27,Jonah,Kanye West,2,2021-09-10,2021-09-17,195.17043,-8.375,177.3,0.061,4.0,0.879,9.0,0.308,0.0,0.329,0.795,0.459,0.431,0.0,0.274,0.256,0.128,"['chicago rap', 'rap']"
340,69,Jugaste y Sufri,Eslabon Armado ft. DannyLux,7,2021-10-15,2021-12-03,275.19415,-7.778,200.156,0.038,1.0,0.732,7.0,0.131,1.0,0.502,0.632,0.39,0.499,0.000497,0.115,0.0381,0.34,"['corrido', 'corridos tumbados', 'nueva musica mexicana', 'sad sierreno', 'sierreno']"
341,40,Juggernaut,"Tyler, The Creator ft. Lil Uzi Vert & Pharrell Williams",2,2021-07-09,2021-07-16,146.41905,-7.949,142.034,0.487,4.0,1.0,11.0,0.0,1.0,0.045,0.0195,0.827,0.571,0.0,0.166,0.366,0.62,"['hip hop', 'rap']"
342,89,Jumpin,NLE Choppa ft. Polo G,1,2021-11-19,2021-11-19,181.19864,-5.479,127.925,0.622,4.0,1.0,2.0,0.068,1.0,0.117,0.241,0.826,0.616,0.0,0.287,0.328,0.612,"['memphis hip hop', 'viral rap']"
343,16,Junya,Kanye West,2,2021-09-10,2021-09-17,147.66888,-3.948,148.07,0.217,4.0,1.0,7.0,0.029,1.0,0.383,0.27,0.752,0.69,0.0,0.303,0.0642,0.396,"['chicago rap', 'rap']"
344,81,Just About Over You,Priscilla Block,6,2021-10-22,2021-12-17,179.21397,-5.751,150.05,0.414,4.0,1.0,4.0,0.771,1.0,0.454,0.544,0.53,0.524,0.0,0.11,0.0327,0.514,"['contemporary country', 'country', 'country pop']"
345,82,Just Say Det,Moneybagg Yo,1,2021-05-07,2021-05-07,144.03261,-8.501,140.022,0.751,4.0,1.0,1.0,0.0,1.0,0.0,0.0625,0.855,0.576,0.0,0.213,0.38,0.324,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
346,31,Just The Way,Parmalee x Blanco Brown,20,2021-01-08,2021-05-21,193.88,-2.84,90.048,0.026,4.0,0.986,9.0,0.573,1.0,0.575,0.107,0.544,0.829,0.0,0.317,0.0404,0.815,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern uplift']"
347,90,Kacey Talk,YoungBoy Never Broke Again,16,2021-01-15,2021-02-05,151.24898,-7.818,127.055,0.758,4.0,1.0,10.0,0.084,0.0,0.406,0.535,0.877,0.607,0.0,0.138,0.15,0.773,"['baton rouge rap', 'trap']"
348,91,Kanye Krazy,Lil Durk,1,2021-02-12,2021-02-12,145.96494,-6.469,85.419,0.1,4.0,1.0,8.0,0.092,1.0,0.343,0.0537,0.653,0.586,1.45e-06,0.0961,0.1,0.353,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']"
349,59,Keep My Spirit Alive,Kanye West,1,2021-09-10,2021-09-10,221.24998,-6.387,166.35,0.114,4.0,1.0,0.0,0.479,1.0,0.502,0.201,0.513,0.644,0.00033,0.194,0.344,0.087,"['chicago rap', 'rap']"
350,62,Killer,Eminem ft. Jack Harlow & Cordae,1,2021-06-11,2021-06-11,236.66553,-6.125,99.01,0.741,4.0,1.0,11.0,0.392,0.0,0.47,0.0525,0.924,0.73,0.0,0.113,0.274,0.848,"['detroit hip hop', 'hip hop', 'rap']"
351,15,Kings & Queens,Ava Max,27,2021-01-01,2021-02-19,162.39882,-4.057,129.857,0.751,4.0,0.962,1.0,0.403,0.0,0.504,0.00786,0.637,0.69,0.0,0.124,0.0405,0.457,"['dance pop', 'pop']"
352,3,Kiss Me More,Doja Cat ft. SZA,36,2021-04-23,2021-12-24,208.66667,-3.463,110.97,0.902,4.0,0.995,8.0,0.727,1.0,0.675,0.259,0.764,0.705,8.92e-05,0.12,0.0284,0.781,"['dance pop', 'pop']"
353,4,Knife Talk,Drake ft. 21 Savage & Project Pat,16,2021-09-17,2021-12-31,242.96553,-9.579,145.887,0.417,4.0,0.996,5.0,0.596,0.0,0.598,0.0635,0.849,0.424,0.0,0.0834,0.324,0.153,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
354,57,Knowing You,Kenny Chesney,19,2021-08-20,2021-12-31,226.26666,-6.12,125.956,0.495,3.0,1.0,7.0,0.661,1.0,0.764,0.229,0.557,0.565,3.9e-06,0.119,0.026,0.187,"['contemporary country', 'country', 'country road']"
355,94,La Fama,Rosalia ft. The Weeknd,1,2021-11-26,2021-11-26,188.10667,-7.893,136.016,0.5,4.0,0.993,0.0,0.585,0.0,0.726,0.947,0.766,0.295,4.44e-05,0.119,0.0464,0.805,['r&b en espanol']
356,58,La Noche de Anoche,Bad Bunny & Rosalia,17,2021-01-15,2021-05-28,203.20062,-4.892,81.993,0.313,4.0,0.962,7.0,0.254,1.0,0.406,0.0303,0.856,0.618,0.0,0.0866,0.286,0.391,"['reggaeton', 'trap latino']"
357,52,Lady,Brett Young,19,2021-01-15,2021-05-28,194.29333,-7.983,170.015,0.115,4.0,1.0,7.0,0.683,1.0,0.674,0.449,0.403,0.516,1.26e-05,0.0937,0.0343,0.428,"['contemporary country', 'country', 'country road']"
358,84,Lalisa,Lisa,1,2021-09-24,2021-09-24,168.22757,-9.998,140.026,0.728,4.0,0.989,1.0,0.0,0.0,0.149,0.161,0.831,0.554,6.12e-05,0.152,0.218,0.396,['k-pop']
359,7,Last Christmas,Wham!,24,2021-01-01,2021-12-31,262.96,-12.472,107.682,0.635,4.0,0.551,2.0,0.294,1.0,0.382,0.189,0.735,0.478,2.48e-06,0.355,0.0293,0.947,"['dance pop', 'disco', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
360,78,Last One Standing,"Skylar Grey, Polo G, Mozzy & Eminem",1,2021-10-15,2021-10-15,257.36935,-4.128,154.924,0.098,4.0,1.0,1.0,0.634,0.0,0.578,0.237,0.664,0.692,0.0,0.0798,0.127,0.233,"['piano rock', 'viral pop']"
361,20,Late At Night,Roddy Ricch,20,2021-06-18,2021-10-29,174.54942,-11.26,98.427,0.175,4.0,1.0,1.0,0.539,0.0,0.665,0.382,0.621,0.405,0.0,0.152,0.437,0.141,"['melodic rap', 'rap', 'trap']"
362,7,Laugh Now Cry Later,Drake ft. Lil Durk,29,2021-01-01,2021-03-12,261.49252,-8.871,133.976,0.097,4.0,0.629,0.0,0.158,1.0,0.368,0.244,0.761,0.518,3.47e-05,0.107,0.134,0.522,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
363,19,Leave Before You Love Me,Marshmello X Jonas Brothers,22,2021-06-04,2021-10-29,154.98312,-4.77,119.976,0.808,4.0,1.0,7.0,0.481,1.0,0.56,0.00226,0.721,0.738,4.41e-06,0.118,0.0403,0.637,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
364,1,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),38,2021-03-19,2021-12-03,242.09642,-7.964,148.088,0.247,4.0,0.919,5.0,0.162,1.0,0.256,0.182,0.586,0.616,0.0,0.0927,0.0324,0.719,"['dance pop', 'pop']"
365,3,Lemon Pepper Freestyle,Drake ft. Rick Ross,5,2021-03-19,2021-04-16,383.03693,-5.53,94.966,0.288,4.0,0.993,1.0,0.595,1.0,0.516,0.103,0.77,0.637,0.0,0.171,0.345,0.431,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
366,12,Lemonade,Internet Money & Gunna ft. Don Toliver & NAV,29,2021-01-01,2021-03-12,195.42857,-6.142,140.042,0.609,4.0,1.0,1.0,0.799,0.0,0.763,0.25,0.8,0.658,0.0,0.111,0.079,0.462,"['pop rap', 'rap', 'trap', 'viral rap']"
367,42,Lemonhead,"Tyler, The Creator ft. 42 Dugg",1,2021-07-09,2021-07-09,130.98013,-6.612,137.131,0.579,4.0,0.62,1.0,0.662,1.0,0.536,0.155,0.62,0.586,0.0,0.535,0.212,0.487,"['hip hop', 'rap']"
368,54,Let It Go,DJ Khaled ft. Justin Bieber & 21 Savage,2,2021-05-14,2021-05-21,165.52689,-7.547,129.06,0.781,4.0,1.0,8.0,0.631,1.0,0.758,0.24,0.877,0.444,0.0,0.169,0.172,0.658,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
369,8,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,18,2021-01-01,2021-12-31,117.14667,-14.014,134.009,0.367,4.0,1.0,1.0,0.645,1.0,0.402,0.912,0.451,0.24,2.45e-06,0.175,0.0351,0.701,"['adult standards', 'easy listening', 'lounge']"
370,91,Let Somebody Go,Coldplay X Selena Gomez,1,2021-10-29,2021-10-29,241.59525,-8.93,130.953,0.484,4.0,0.914,0.0,0.752,1.0,0.712,0.193,0.592,0.342,0.00245,0.11,0.0339,0.155,"['permanent wave', 'pop']"
371,28,Let's Go Brandon,Bryson Gray ft. Tyson James & Chandler Crump,2,2021-11-05,2021-11-12,224.6971,-3.688,137.013,0.842,4.0,1.0,1.0,0.0,0.0,0.157,0.0248,0.908,0.702,0.0,0.0877,0.339,0.522,['maga rap']
372,38,Lets Go Brandon,Loza Alexander,3,2021-10-29,2021-11-12,140.97995,-8.044,176.056,0.176,4.0,1.0,1.0,0.006,1.0,0.305,0.00102,0.693,0.54,0.0261,0.128,0.0519,0.0654,['maga rap']
373,2,Levitating,Dua Lipa,60,2021-01-01,2021-12-03,203.06416,-3.787,102.977,0.925,4.0,0.994,6.0,0.263,0.0,0.22,0.00883,0.702,0.825,0.0,0.0674,0.0601,0.915,"['dance pop', 'pop', 'uk pop']"
374,89,Lick Back,EST Gee,1,2021-08-06,2021-08-06,93.79932,-5.667,160.963,0.653,4.0,1.0,0.0,1.0,1.0,0.769,0.0496,0.838,0.573,0.0,0.121,0.275,0.687,"['kentucky hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
375,81,Life Goes On,Oliver Tree,3,2021-10-22,2021-12-31,161.803,-5.187,79.982,0.323,4.0,0.923,0.0,0.238,1.0,0.423,0.186,0.7,0.49,0.0,0.117,0.076,0.569,['alternative hip hop']
376,48,Life Support,YoungBoy Never Broke Again,5,2021-09-24,2021-10-22,233.5135,-5.58,147.97,0.689,4.0,1.0,5.0,0.407,1.0,0.355,0.225,0.715,0.625,0.0,0.103,0.152,0.588,"['baton rouge rap', 'trap']"
377,97,Life's A Mess II,"Juice WRLD, Clever & Post Malone",1,2021-03-19,2021-03-19,206.7335,-9.989,140.061,0.553,4.0,0.829,6.0,0.254,1.0,0.445,0.806,0.53,0.37,0.0,0.112,0.0279,0.701,"['chicago rap', 'melodic rap']"
378,71,Lifestyle,Jason Derulo ft. Adam Levine,5,2021-02-19,2021-03-19,153.86522,-5.128,123.055,0.867,4.0,0.963,10.0,0.486,0.0,0.628,0.0209,0.749,0.674,0.0,0.169,0.0366,0.711,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']"
379,85,Like A Lady,Lady A,3,2021-10-22,2021-11-05,181.2,-3.545,95.511,0.043,4.0,1.0,8.0,0.834,1.0,0.734,0.06,0.637,0.932,3.23e-06,0.138,0.0354,0.771,"['art pop', 'dance pop', 'pop']"
380,87,Like I Want You,Giveon,4,2021-02-26,2021-03-26,260.77628,-7.757,119.772,0.521,3.0,1.0,10.0,0.12,0.0,0.32,0.759,0.678,0.355,7.06e-05,0.114,0.0627,0.438,"['pop', 'r&b']"
381,23,Lil Bit,Nelly & Florida Georgia Line,23,2021-03-19,2021-09-03,195.96245,-7.097,119.987,0.684,4.0,1.0,4.0,0.169,0.0,0.257,0.0255,0.707,0.689,0.0,0.383,0.0387,0.41,"['dance pop', 'hip hop', 'pop rap', 'southern hip hop', 'st louis rap', 'urban contemporary']"
382,37,Linus And Lucy (Peanuts Theme),Vince Guaraldi Trio,1,2021-12-31,2021-12-31,184.44,-15.948,81.06,0.38,4.0,0.996,1.0,0.337,1.0,0.577,0.804,0.381,0.37,0.247,0.14,0.0391,0.814,"['adult standards', 'jazz trio']"
383,43,Little Saint Nick,The Beach Boys,2,2021-01-01,2021-12-31,118.84,-9.336,130.594,0.378,4.0,1.0,11.0,0.0,1.0,0.219,0.108,0.602,0.553,0.0,0.0512,0.0328,0.971,"['baroque pop', 'brill building pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']"
