,Top_Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week,Duration,Loudness,Tempo,Tempo_Confidence,Meter,Meter_Confidence,Key,Key_Confidence,Mode,Mode_Confidence,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Speechiness,Valence,Artist_Genres
25,31,All To Myself,Dan + Shay,20,2019-05-14,2019-09-24,169.92,-4.616,94.975,0.735,4.0,1.0,1.0,0.228,1.0,0.412,0.208,0.646,0.781,0.0,0.125,0.0313,0.565,"['canadian contemporary r&b', 'pop', 'r&b']"
26,37,Allergic,Post Malone,2,2019-09-17,2019-09-24,156.89333,-3.694,144.968,0.333,4.0,1.0,0.0,0.458,1.0,0.489,0.154,0.665,0.741,3.02e-05,0.345,0.0787,0.57,"['dfw rap', 'melodic rap', 'rap']"
27,28,Alone,Marshmello,11,2019-02-12,2019-02-12,273.8028,-3.739,141.99,0.853,4.0,1.0,2.0,0.256,1.0,0.537,0.0241,0.631,0.953,0.0155,0.108,0.0343,0.422,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
28,47,Always Remember Us This Way,Lady Gaga,9,2019-03-05,2019-03-19,210.2,-5.972,129.976,0.231,4.0,0.894,0.0,0.451,1.0,0.62,0.299,0.553,0.502,0.0,0.764,0.0409,0.296,"['art pop', 'dance pop', 'pop']"
29,92,Amor Genuino,Ozuna,1,2019-06-18,2019-06-18,178.16,-7.78,175.077,0.032,4.0,0.864,10.0,0.7,0.0,0.751,0.786,0.434,0.314,0.0,0.163,0.0577,0.347,"['puerto rican pop', 'reggaeton', 'trap latino']"
30,37,Antisocial,Ed Sheeran & Travis Scott,4,2019-07-23,2019-08-13,161.74667,-5.313,151.957,0.5,4.0,1.0,5.0,0.481,0.0,0.563,0.132,0.716,0.823,0.0,0.361,0.0495,0.91,"['pop', 'uk pop']"
31,54,Armed And Dangerous,Juice WRLD,17,2019-01-01,2019-03-12,169.99908,-6.702,130.032,0.415,4.0,1.0,10.0,0.649,1.0,0.476,0.186,0.736,0.67,0.0,0.114,0.311,0.845,"['chicago rap', 'melodic rap']"
32,55,Arms Around You,XXXTENTACION x Lil Pump ft. Maluma & Swae Lee,17,2019-01-01,2019-02-26,198.9025,-5.45,104.969,0.719,4.0,1.0,9.0,0.684,0.0,0.48,0.0302,0.703,0.723,2.06e-06,0.126,0.0412,0.288,"['emo rap', 'miami hip hop']"
33,68,BAD!,XXXTENTACION,11,2019-01-01,2019-02-05,150.47523,-5.153,129.874,0.338,4.0,1.0,8.0,0.228,1.0,0.417,0.334,0.8,0.526,0.00174,0.0571,0.0716,0.746,"['emo rap', 'miami hip hop']"
34,92,BEST ON EARTH,Russ & BIA,3,2019-12-17,2019-12-31,160.72,-3.512,90.006,0.036,4.0,1.0,5.0,0.529,0.0,0.612,0.188,0.846,0.748,0.0,0.093,0.078,0.597,"['hawaiian hip hop', 'rap']"
35,60,BLOW,Ed Sheeran With Chris Stapleton & Bruno Mars,2,2019-07-16,2019-07-23,209.12,-5.35,92.469,0.077,4.0,1.0,1.0,0.827,1.0,0.56,0.000245,0.631,0.796,0.0115,0.38,0.0401,0.596,
36,11,BOP,DaBaby,13,2019-10-08,2019-12-31,159.71497,-3.909,126.77,0.741,4.0,0.58,11.0,0.28,1.0,0.45,0.189,0.769,0.787,0.0,0.129,0.367,0.836,"['north carolina hip hop', 'rap', 'trap']"
37,69,Babushka Boi,A$AP Rocky,1,2019-09-10,2019-09-10,187.10526,-5.446,134.979,0.833,4.0,1.0,10.0,0.462,0.0,0.525,0.304,0.897,0.743,4.44e-05,0.137,0.222,0.905,"['east coast hip hop', 'hip hop', 'rap']"
38,21,Baby,Lil Baby & DaBaby,20,2019-07-30,2019-12-10,145.54254,-6.903,112.511,0.647,4.0,1.0,1.0,0.351,0.0,0.548,0.0852,0.897,0.662,0.0,0.534,0.292,0.389,"['atl hip hop', 'atl trap', 'rap', 'trap']"
39,45,Baby It's Cold Outside,Dean Martin,1,2019-12-31,2019-12-31,143.73334,-16.093,130.036,0.214,3.0,0.275,0.0,0.52,1.0,0.415,0.882,0.469,0.196,0.0,0.0513,0.0571,0.537,"['adult standards', 'easy listening', 'lounge']"
40,32,Baby Shark,Pinkfong,20,2019-01-08,2019-05-21,80.92735,-1.746,115.056,0.672,4.0,1.0,8.0,0.034,1.0,0.206,0.259,0.829,0.886,0.0,0.0559,0.112,0.777,"['cartoon', ""children's music"", 'dong-yo']"
41,59,Baby Sitter,DaBaby ft. Offset,20,2019-08-20,2019-12-31,157.69333,-5.803,92.506,0.166,4.0,1.0,1.0,0.107,1.0,0.221,0.0219,0.852,0.73,0.0,0.336,0.0579,0.394,"['north carolina hip hop', 'rap', 'trap']"
42,78,Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",6,2019-06-04,2019-07-09,228.18567,-5.725,135.985,0.955,4.0,1.0,8.0,0.544,0.0,0.465,0.00126,0.95,0.624,1.23e-06,0.0715,0.168,0.86,"['dfw rap', 'gangster rap', 'houston rap', 'pop rap', 'southern hip hop', 'trap']"
43,40,Backin' It Up,Pardison Fontaine ft. Cardi B,20,2019-01-01,2019-03-05,190.46603,-4.853,164.932,0.311,4.0,1.0,10.0,0.738,0.0,0.751,0.0886,0.796,0.68,0.0,0.268,0.353,0.565,"['rap', 'upstate ny rap']"
44,32,Bad Bad Bad,Young Thug ft. Lil Baby,9,2019-08-27,2019-10-22,149.04,-8.888,111.959,0.79,4.0,1.0,6.0,0.392,1.0,0.513,0.0976,0.974,0.596,0.0,0.151,0.184,0.892,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
45,1,Bad Guy,Billie Eilish,39,2019-04-09,2019-12-31,194.08784,-10.965,135.128,0.474,4.0,0.811,7.0,0.428,1.0,0.474,0.328,0.701,0.425,0.13,0.1,0.375,0.562,"['art pop', 'electropop', 'pop']"
46,27,Bad Idea,Ariana Grande,3,2019-02-19,2019-03-05,267.10666,-5.314,137.998,0.827,4.0,1.0,1.0,0.418,1.0,0.451,0.0268,0.847,0.579,0.0545,0.102,0.0719,0.569,"['dance pop', 'pop']"
47,56,Bad Liar,Imagine Dragons,9,2019-03-12,2019-04-30,260.77332,-6.993,177.913,0.04,4.0,1.0,3.0,0.294,1.0,0.542,0.0722,0.383,0.637,0.0,0.368,0.0703,0.0827,"['modern rock', 'rock']"
48,87,Bad Luck,Khalid,1,2019-04-16,2019-04-16,231.65334,-5.515,164.047,0.288,4.0,0.998,1.0,0.39,0.0,0.592,0.277,0.432,0.52,0.371,0.138,0.0548,0.303,"['pop', 'pop r&b']"
49,85,Bad Vibes Forever,XXXTENTACION ft. PnB Rock & Trippie Redd,1,2019-12-17,2019-12-17,150.47523,-5.153,129.874,0.338,4.0,1.0,8.0,0.228,1.0,0.417,0.334,0.8,0.526,0.00174,0.0571,0.0716,0.746,"['emo rap', 'miami hip hop']"
50,81,Baguettes In The Face,"Mustard ft. NAV, Playboi Carti & A Boogie Wit da Hoodie",6,2019-07-23,2019-09-17,174.10023,-8.054,99.978,0.438,4.0,1.0,2.0,0.0,0.0,0.242,0.189,0.883,0.525,0.0,0.0971,0.0633,0.312,"['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
51,69,Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,9,2019-05-07,2019-07-02,235.28413,-7.504,100.016,0.283,4.0,1.0,2.0,0.081,1.0,0.351,0.0598,0.785,0.572,0.0,0.218,0.123,0.49,"['puerto rican pop', 'reggaeton', 'trap latino']"
52,14,Ballin',Mustard & Roddy Ricch,23,2019-07-30,2019-12-31,180.43465,-6.678,97.008,0.521,4.0,1.0,7.0,0.606,1.0,0.593,0.392,0.809,0.545,0.0,0.151,0.0735,0.244,"['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
53,10,Bandit,Juice WRLD & YoungBoy Never Broke Again,12,2019-10-15,2019-12-31,189.32254,-5.884,180.051,0.023,4.0,1.0,5.0,0.458,0.0,0.552,0.0687,0.474,0.631,0.0,0.132,0.343,0.425,"['chicago rap', 'melodic rap']"
54,23,Be Alright,Dean Lewis,29,2019-01-01,2019-05-21,196.37334,-6.319,126.684,0.429,4.0,0.486,11.0,0.633,1.0,0.65,0.697,0.553,0.586,0.0,0.0813,0.0362,0.443,"['australian pop', 'pop']"
55,72,Be Like Me,Lil Pump ft. Lil Wayne,1,2019-03-05,2019-03-05,240.0,-8.08,104.006,0.455,4.0,1.0,5.0,0.241,0.0,0.321,0.00335,0.948,0.396,0.0,0.192,0.173,0.593,"['emo rap', 'miami hip hop', 'rap', 'trap', 'vapor trap', 'viral rap']"
56,26,Beautiful,Bazzi ft. Camila Cabello,27,2019-01-01,2019-02-12,180.0,-4.722,100.027,0.226,4.0,1.0,2.0,0.601,1.0,0.689,0.346,0.638,0.717,0.0,0.105,0.0337,0.249,"['dance pop', 'electropop', 'pop']"
57,21,Beautiful Crazy,Luke Combs,31,2019-01-01,2019-06-18,193.2,-7.431,103.313,0.0,4.0,1.0,11.0,0.801,1.0,0.734,0.676,0.551,0.402,0.0,0.0928,0.0262,0.382,"['contemporary country', 'country']"
58,13,Beautiful People,Ed Sheeran ft. Khalid,24,2019-07-09,2019-12-17,197.86667,-8.113,92.977,0.342,4.0,1.0,5.0,0.434,0.0,0.378,0.124,0.64,0.648,0.0,0.0802,0.187,0.548,"['pop', 'uk pop']"
59,87,Beauty In The Benz,Tory Lanez ft. Snoop Dogg,1,2019-11-26,2019-11-26,237.45242,-9.191,119.952,0.028,5.0,0.96,10.0,0.341,1.0,0.304,0.199,0.72,0.517,0.0,0.164,0.369,0.445,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']"
60,21,Beer Never Broke My Heart,Luke Combs,21,2019-05-14,2019-10-01,186.73334,-4.483,77.001,0.307,4.0,0.946,1.0,0.784,1.0,0.65,0.0139,0.538,0.863,0.0,0.0874,0.0481,0.637,"['contemporary country', 'country']"
61,65,Before I Let Go,Beyonce,16,2019-04-30,2019-08-13,240.77669,-5.424,102.994,0.407,4.0,1.0,6.0,0.263,0.0,0.346,0.0686,0.71,0.842,0.0,0.337,0.0944,0.435,"['dance pop', 'pop', 'r&b']"
62,75,Behind Barz,Drake,2,2019-09-24,2019-10-01,163.12059,-4.684,142.069,0.658,4.0,0.989,8.0,0.703,1.0,0.646,0.769,0.854,0.554,1.84e-06,0.0749,0.172,0.272,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
63,99,Best Part Of Me,Ed Sheeran ft. YEBBA,1,2019-07-23,2019-07-23,243.26666,-8.367,81.655,0.184,4.0,0.905,2.0,0.639,1.0,0.608,0.758,0.565,0.243,8.82e-06,0.285,0.0317,0.239,"['pop', 'uk pop']"
64,37,Best Shot,Jimmie Allen,20,2019-01-01,2019-02-05,195.05333,-8.72,156.051,0.504,4.0,1.0,4.0,0.65,1.0,0.594,0.75,0.629,0.464,0.0,0.0853,0.0334,0.523,"['black americana', 'contemporary country', 'country', 'country road']"
65,8,Better,Khalid,48,2019-01-01,2019-08-20,229.32,-10.278,97.949,0.731,4.0,0.984,0.0,0.792,0.0,0.768,0.0765,0.596,0.552,0.334,0.104,0.097,0.112,"['pop', 'pop r&b']"
66,10,Better Now,Post Malone,52,2019-01-01,2019-04-30,231.26666,-5.804,145.038,0.484,4.0,0.994,10.0,0.652,1.0,0.416,0.331,0.68,0.578,0.0,0.135,0.04,0.341,"['dfw rap', 'melodic rap', 'rap']"
67,72,Better Together,Luke Combs,1,2019-11-19,2019-11-19,219.57333,-11.501,138.002,0.048,4.0,0.306,0.0,0.673,1.0,0.652,0.827,0.552,0.225,0.0,0.111,0.0477,0.67,"['contemporary country', 'country']"
68,89,Bezerk,Big Sean ft. A$AP Ferg & Hit-Boy,1,2019-09-10,2019-09-10,151.06667,-4.673,184.026,0.038,4.0,1.0,2.0,0.76,1.0,0.871,0.0164,0.684,0.687,0.0,0.253,0.2,0.265,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
69,100,Big Boy Diamonds,Gucci Mane ft. Kodak Black & London On Da Track,1,2019-11-12,2019-11-12,151.48167,-6.284,129.042,0.756,4.0,0.858,0.0,0.642,0.0,0.431,0.0307,0.883,0.635,0.0,0.114,0.299,0.542,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
70,65,Big Ole Freak,Megan Thee Stallion,12,2019-04-16,2019-07-02,214.85066,-7.694,142.979,0.619,4.0,1.0,2.0,0.199,1.0,0.234,0.00867,0.799,0.699,0.0,0.132,0.204,0.627,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']"
71,98,Big Stepper,Roddy Ricch,1,2019-12-17,2019-12-17,175.16966,-8.469,76.997,0.015,4.0,0.972,8.0,0.744,1.0,0.574,0.0477,0.753,0.597,0.0,0.197,0.292,0.616,"['melodic rap', 'rap', 'trap']"
72,11,Blinding Lights,The Weeknd,4,2019-12-10,2019-12-31,200.04,-5.934,171.005,0.875,4.0,1.0,1.0,0.0,1.0,0.152,0.00146,0.514,0.73,9.54e-05,0.0897,0.0598,0.334,"['canadian contemporary r&b', 'canadian pop', 'pop']"
73,22,Bloodline,Ariana Grande,3,2019-02-19,2019-03-05,216.89333,-5.188,151.976,0.19,4.0,1.0,2.0,0.0,0.0,0.078,0.0815,0.758,0.665,0.000157,0.216,0.0774,0.643,"['dance pop', 'pop']"
74,40,Blue Christmas,Elvis Presley,2,2019-01-01,2019-12-31,129.17332,-16.661,94.518,0.69,4.0,0.659,4.0,0.99,1.0,0.589,0.9,0.465,0.27,0.00104,0.145,0.0425,0.58,"['rock-and-roll', 'rockabilly']"
75,66,Blue On Black,"Five Finger Death Punch ft. Kenny Wayne Shepherd, Brantley Gilbert & Brian May",1,2019-04-23,2019-04-23,274.61536,-4.911,156.049,0.136,4.0,1.0,7.0,0.781,1.0,0.732,0.00182,0.448,0.871,1.72e-05,0.0832,0.0349,0.404,"['alternative metal', 'groove metal', 'nu metal']"
76,79,Blue Tacoma,Russell Dickerson,19,2019-01-08,2019-02-05,212.06667,-4.879,160.131,0.271,4.0,0.818,9.0,0.57,1.0,0.486,0.0183,0.458,0.897,0.0,0.174,0.0402,0.728,"['contemporary country', 'country', 'country road']"
77,80,Body,Loud Luxury ft. Brando,8,2019-01-08,2019-02-26,163.21628,-4.399,121.958,0.752,4.0,1.0,1.0,0.464,1.0,0.488,0.0476,0.752,0.764,9.44e-05,0.0543,0.038,0.582,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']"
78,73,Body,Summer Walker,1,2019-10-15,2019-10-15,193.84,-6.099,137.875,0.228,4.0,1.0,11.0,0.752,0.0,0.605,0.25,0.555,0.507,0.0,0.283,0.167,0.339,"['pop', 'r&b', 'rap']"
79,8,Boy With Luv,BTS ft. Halsey,8,2019-04-23,2019-06-11,229.77347,-4.761,119.947,0.732,4.0,1.0,11.0,0.518,0.0,0.563,0.0933,0.645,0.862,0.0,0.193,0.0845,0.803,"['k-pop', 'k-pop boy group']"
80,8,Boyfriend,Ariana Grande & Social House,12,2019-08-13,2019-10-29,186.10667,-3.731,190.097,0.301,4.0,1.0,10.0,0.436,0.0,0.618,0.119,0.4,0.795,0.0,0.159,0.461,0.702,"['dance pop', 'pop']"
81,70,Break Da Law,21 Savage,1,2019-01-01,2019-01-01,177.74794,-7.823,141.037,0.839,4.0,1.0,1.0,0.613,1.0,0.443,0.0493,0.904,0.575,0.0,0.256,0.346,0.359,"['atl hip hop', 'rap']"
82,2,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,20,2019-02-19,2019-07-02,190.44,-5.29,169.999,0.333,4.0,0.994,5.0,0.662,0.0,0.595,0.0421,0.726,0.554,0.0,0.106,0.0917,0.335,"['dance pop', 'pop']"
83,15,Breathin,Ariana Grande,25,2019-01-01,2019-02-12,198.16,-5.413,100.049,0.0,4.0,1.0,8.0,0.432,1.0,0.559,0.0211,0.568,0.656,1.37e-05,0.213,0.0433,0.364,"['dance pop', 'pop']"
84,76,Brown Skin Girl,"Beyonce, SAINt JHN & Wizkid ft. Blue Ivy Carter",1,2019-07-30,2019-07-30,248.47224,-7.083,119.703,0.054,5.0,0.866,6.0,0.954,1.0,0.817,0.049,0.603,0.602,0.0,0.279,0.23,0.595,"['melodic rap', 'rap', 'slap house', 'trap']"
85,63,Burn Out,Midland,9,2019-01-08,2019-03-12,188.61333,-5.61,99.976,0.095,4.0,1.0,7.0,0.622,1.0,0.841,0.292,0.671,0.724,0.0,0.231,0.0244,0.801,"['neo-traditional country', 'texas country']"
86,45,Burning Man,Dierks Bentley ft. Brothers Osborne,17,2019-01-01,2019-02-19,238.49333,-7.221,119.073,0.772,4.0,0.865,5.0,0.241,1.0,0.294,0.00403,0.609,0.807,5.42e-06,0.0926,0.0972,0.492,"['contemporary country', 'country', 'country road']"
87,14,Bury A Friend,Billie Eilish,20,2019-02-05,2019-06-18,193.14331,-14.505,120.046,0.092,4.0,0.989,8.0,0.61,1.0,0.615,0.74,0.905,0.389,0.162,0.106,0.332,0.196,"['art pop', 'electropop', 'pop']"
88,81,Butterfly Doors,Lil Pump,2,2019-01-15,2019-01-22,132.92308,-11.265,130.008,0.859,4.0,1.0,5.0,0.06,1.0,0.269,0.0889,0.925,0.397,5.12e-05,0.144,0.169,0.429,"['emo rap', 'miami hip hop', 'rap', 'trap', 'vapor trap', 'viral rap']"
89,88,Buy My Own Drinks,Runaway June,5,2019-08-20,2019-09-17,206.29333,-4.406,155.963,0.925,4.0,0.984,5.0,0.811,1.0,0.527,0.068,0.686,0.9,0.0,0.0985,0.0614,0.962,"['contemporary country', 'country pop']"
90,86,By My Lonely,Kevin Gates,1,2019-10-08,2019-10-08,130.61224,-4.947,147.014,0.299,4.0,1.0,5.0,0.442,0.0,0.528,0.0222,0.725,0.696,1.2e-06,0.108,0.041,0.443,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
91,85,CHopstix,ScHoolboy Q + Travis Scott,1,2019-05-07,2019-05-07,180.45332,-7.092,127.931,0.563,4.0,1.0,9.0,0.839,0.0,0.608,0.0457,0.958,0.597,0.0,0.138,0.111,0.619,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
92,100,Call The Coroner,Future,1,2019-01-29,2019-01-29,131.75574,-3.331,134.55,0.819,4.0,1.0,11.0,0.492,0.0,0.468,0.146,0.853,0.805,0.0515,0.204,0.202,0.879,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
93,56,Call You Mine,The Chainsmokers & Bebe Rexha,14,2019-06-11,2019-09-10,217.64,-5.6,104.01,0.557,4.0,1.0,4.0,0.287,0.0,0.351,0.204,0.585,0.696,0.0,0.344,0.0307,0.522,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
94,52,Callaita,Bad Bunny & Tainy,20,2019-06-18,2019-10-29,250.53397,-4.773,176.086,0.222,4.0,1.0,2.0,0.453,1.0,0.706,0.597,0.608,0.626,2.16e-06,0.25,0.301,0.246,"['reggaeton', 'trap latino']"
95,55,Calling My Spirit,Kodak Black,17,2019-01-01,2019-04-02,152.0,-9.954,119.985,0.9,4.0,1.0,1.0,0.273,1.0,0.49,0.0996,0.91,0.366,0.0,0.261,0.0941,0.74,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']"
96,71,Calma,Pedro Capo X Farruko,20,2019-03-19,2019-08-06,238.2,-4.218,126.899,0.544,4.0,1.0,11.0,0.33,0.0,0.465,0.323,0.826,0.773,0.0,0.143,0.0524,0.761,"['latin pop', 'puerto rican pop']"
97,37,Camelot,NLE Choppa,15,2019-09-24,2019-12-31,148.75919,-5.252,175.046,0.196,4.0,0.94,7.0,0.482,1.0,0.456,0.0849,0.787,0.713,0.0,0.717,0.401,0.761,"['memphis hip hop', 'viral rap']"
98,58,Can't Leave Without It,21 Savage,4,2019-01-01,2019-01-22,205.3517,-6.952,131.982,0.146,4.0,0.876,6.0,0.37,0.0,0.459,0.111,0.872,0.591,0.0,0.144,0.359,0.696,"['atl hip hop', 'rap']"
99,86,Candy,Doja Cat,5,2019-12-03,2019-12-31,190.92,-5.857,124.876,0.262,4.0,0.99,8.0,0.775,1.0,0.79,0.513,0.689,0.516,0.0,0.163,0.0444,0.209,"['dance pop', 'pop']"
