,Rank,Title,Artist,Weeks_in_hot-100,First_Week,Last_Week
45,46,Nasty Girl,"The Notorious B.I.G. ft. Diddy, Nelly, Jagged Edge & Avery Storm",4,2006-01-01,2006-01-01
46,47,I Should Have Cheated,Keyshia Cole,14,2006-01-01,2006-01-01
47,48,Better Days,Goo Goo Dolls,14,2006-01-01,2006-01-01
48,49,Come A Little Closer,Dierks Bentley,16,2006-01-01,2006-01-01
49,50,Tequila Makes Her Clothes Fall Off,Joe Nichols,13,2006-01-01,2006-01-01
50,51,Window Shopper,50 Cent,9,2006-01-01,2006-01-01
51,52,Girl Tonite,Twista ft. Trey Songz,18,2006-01-01,2006-01-01
52,53,Everytime We Touch,Cascada,4,2006-01-01,2006-01-01
53,54,Shake That,Eminem ft. Nate Dogg,3,2006-01-01,2006-01-01
54,55,Unbreakable,Alicia Keys,15,2006-01-01,2006-01-01
55,56,L.O.V.E.,Ashlee Simpson,3,2006-01-01,2006-01-01
56,57,Boondocks,Little Big Town,11,2006-01-01,2006-01-01
57,58,Like We Never Loved At All,Faith Hill,14,2006-01-01,2006-01-01
58,59,She Let Herself Go,George Strait,10,2006-01-01,2006-01-01
59,60,Hypnotize,System Of A Down,9,2006-01-01,2006-01-01
60,61,Pump It,The Black Eyed Peas,5,2006-01-01,2006-01-01
61,62,Perfect Situation,Weezer,3,2006-01-01,2006-01-01
62,63,Soul Meets Body,Death Cab For Cutie,14,2006-01-01,2006-01-01
63,64,Shake,Ying Yang Twins ft. Pitbull,19,2006-01-01,2006-01-01
64,65,When I Get Where I'm Going,Brad Paisley ft. Dolly Parton,6,2006-01-01,2006-01-01
65,66,Who You'd Be Today,Kenny Chesney,14,2006-01-01,2006-01-01
66,67,Touch It,Busta Rhymes,3,2006-01-01,2006-01-01
67,68,Fresh Azimiz,Bow Wow ft. J-Kwon & Jermaine Dupri,3,2006-01-01,2006-01-01
68,69,Rodeo,Juvenile,5,2006-01-01,2006-01-01
69,70,Bat Country,Avenged Sevenfold,9,2006-01-01,2006-01-01
70,71,Yo (Excuse Me Miss),Chris Brown,2,2006-01-01,2006-01-01
71,72,Rompe,Daddy Yankee,6,2006-01-01,2006-01-01
72,73,I'm N Luv (Wit A Stripper),T-Pain ft. Mike Jones,2,2006-01-01,2006-01-01
73,74,Twisted Transistor,Korn,7,2006-01-01,2006-01-01
74,75,Boyfriend,Ashlee Simpson,16,2006-01-01,2006-01-01
75,76,Have A Nice Day,Bon Jovi,11,2006-01-01,2006-01-01
76,77,Gotta Go,Trey Songz,6,2006-01-01,2006-01-01
77,78,DOA,Foo Fighters,9,2006-01-01,2006-01-01
78,79,Miss Me Baby,Chris Cagle,10,2006-01-01,2006-01-01
79,80,Don't Bother,Shakira,8,2006-01-01,2006-01-01
80,81,Better Life,Keith Urban,18,2006-01-01,2006-01-01
81,82,Save Me,Shinedown,8,2006-01-01,2006-01-01
82,83,Remedy,Seether,4,2006-01-01,2006-01-01
83,84,Good Ride Cowboy,Garth Brooks,12,2006-01-01,2006-01-01
84,85,Just Might (Make Me Believe),Sugarland,6,2006-01-01,2006-01-01
85,86,Kerosene,Miranda Lambert,3,2006-01-01,2006-01-01
86,87,Looking For You,Kirk Franklin,5,2006-01-01,2006-01-01
87,88,More Than Words,Frankie J,17,2006-01-01,2006-01-01
88,89,Seasons Of Love,Cast Of Rent,10,2006-01-01,2006-01-01
89,90,Tonight I Wanna Cry,Keith Urban,2,2006-01-01,2006-01-01
90,91,Believe,Brooks & Dunn,3,2006-01-01,2006-01-01
91,92,Who I Am Hates Who I've Been,Relient K,1,2006-01-01,2006-01-01
92,93,Presidential,YoungBloodZ,11,2006-01-01,2006-01-01
93,94,Hit The Floor,Twista ft. Pitbull,4,2006-01-01,2006-01-01
94,95,My Old Friend,Tim McGraw,6,2006-01-01,2006-01-01
95,96,Rakata,Wisin & Yandel,5,2006-01-01,2006-01-01
96,97,Dare,Gorillaz ft. Shaun Ryder,1,2006-01-01,2006-01-01
97,98,Skin (Sarabeth),Rascal Flatts,15,2006-01-01,2006-01-01
98,99,My Hood,Young Jeezy,1,2006-01-01,2006-01-01
99,100,Your Man,Josh Turner,3,2006-01-01,2006-01-01
100,1,Laffy Taffy,D4L,16,2006-01-08,2006-01-08
101,2,Run It!,Chris Brown,21,2006-01-08,2006-01-08
102,3,Photograph,Nickelback,19,2006-01-08,2006-01-08
103,4,Gold Digger,Kanye West ft. Jamie Foxx,25,2006-01-08,2006-01-08
104,5,Grillz,"Nelly ft. Paul Wall, Ali & Gipp",9,2006-01-08,2006-01-08
105,6,My Humps,The Black Eyed Peas,22,2006-01-08,2006-01-08
106,7,Don't Forget About Us,Mariah Carey,13,2006-01-08,2006-01-08
107,8,Stickwitu,The Pussycat Dolls,13,2006-01-08,2006-01-08
108,9,"Dance, Dance",Fall Out Boy,11,2006-01-08,2006-01-08
109,10,Check On It,Beyonce ft. Slim Thug,9,2006-01-08,2006-01-08
110,11,Dirty Little Secret,The All-American Rejects,23,2006-01-08,2006-01-08
111,12,There It Go! (The Whistle Song),Juelz Santana,14,2006-01-08,2006-01-08
112,13,"Sugar, We're Goin' Down",Fall Out Boy,29,2006-01-08,2006-01-08
113,14,Soul Survivor,Young Jeezy ft. Akon,20,2006-01-08,2006-01-08
114,15,Beverly Hills,Weezer,40,2006-01-08,2006-01-08
115,16,Because Of You,Kelly Clarkson,20,2006-01-08,2006-01-08
116,17,When I'm Gone,Eminem,8,2006-01-08,2006-01-08
117,18,Stay Fly,Three 6 Mafia ft. Young Buck & Eightball & MJG,17,2006-01-08,2006-01-08
118,19,Wake Me Up When September Ends,Green Day,24,2006-01-08,2006-01-08
119,20,We Be Burnin',Sean Paul,18,2006-01-08,2006-01-08
120,21,One Wish,Ray J,15,2006-01-08,2006-01-08
121,22,I'm Sprung,T-Pain,21,2006-01-08,2006-01-08
122,23,Hung Up,Madonna,11,2006-01-08,2006-01-08
123,24,I Think They Like Me,"Dem Franchize Boyz ft. Jermaine Dupri, Da Brat & Bow Wow",17,2006-01-08,2006-01-08
124,25,You're Beautiful,James Blunt,10,2006-01-08,2006-01-08
125,26,You And Me,Lifehouse,48,2006-01-08,2006-01-08
126,27,Be Without You,Mary J. Blige,8,2006-01-08,2006-01-08
127,28,Feel Good Inc,Gorillaz,34,2006-01-08,2006-01-08
128,29,Don't Cha,The Pussycat Dolls ft. Busta Rhymes,37,2006-01-08,2006-01-08
129,30,Honky Tonk Badonkadonk,Trace Adkins,11,2006-01-08,2006-01-08
130,31,"Jesus, Take The Wheel",Carrie Underwood,9,2006-01-08,2006-01-08
131,32,Unwritten,Natasha Bedingfield,6,2006-01-08,2006-01-08
132,33,Unpredictable,Jamie Foxx ft. Ludacris,7,2006-01-08,2006-01-08
133,34,Boyfriend,Ashlee Simpson,17,2006-01-08,2006-01-08
134,35,Luxurious,Gwen Stefani,11,2006-01-08,2006-01-08
135,36,L.O.V.E.,Ashlee Simpson,4,2006-01-08,2006-01-08
136,37,We Belong Together,Mariah Carey,40,2006-01-08,2006-01-08
137,38,Fireman,Lil Wayne,9,2006-01-08,2006-01-08
138,39,Georgia,Ludacris & Field Mob ft. Jamie Foxx,3,2006-01-08,2006-01-08
139,40,Heard 'Em Say,Kanye West ft. Adam Levine,12,2006-01-08,2006-01-08
140,41,Here We Go,Trina ft. Kelly Rowland,15,2006-01-08,2006-01-08
141,42,Shake It Off,Mariah Carey,25,2006-01-08,2006-01-08
142,43,If It's Lovin' That You Want,Rihanna,13,2006-01-08,2006-01-08
143,44,Turn It Up,Chamillionaire ft. Lil' Flip,11,2006-01-08,2006-01-08
144,45,So Sick,Ne-Yo,6,2006-01-08,2006-01-08
145,46,Must Be Doin' Somethin' Right,Billy Currington,13,2006-01-08,2006-01-08
146,47,Window Shopper,50 Cent,10,2006-01-08,2006-01-08
147,48,Nasty Girl,"The Notorious B.I.G. ft. Diddy, Nelly, Jagged Edge & Avery Storm",5,2006-01-08,2006-01-08
148,49,Tequila Makes Her Clothes Fall Off,Joe Nichols,14,2006-01-08,2006-01-08
149,50,Better Days,Goo Goo Dolls,15,2006-01-08,2006-01-08
150,51,Come A Little Closer,Dierks Bentley,17,2006-01-08,2006-01-08
151,52,Pump It,The Black Eyed Peas,6,2006-01-08,2006-01-08
152,53,Kryptonite (I'm On It),Purple Ribbon All-Stars,8,2006-01-08,2006-01-08
153,54,Perfect Situation,Weezer,4,2006-01-08,2006-01-08
154,55,Boondocks,Little Big Town,12,2006-01-08,2006-01-08
155,56,Everytime We Touch,Cascada,5,2006-01-08,2006-01-08
156,57,Hypnotize,System Of A Down,10,2006-01-08,2006-01-08
157,58,Have A Nice Day,Bon Jovi,12,2006-01-08,2006-01-08
158,59,Like We Never Loved At All,Faith Hill,15,2006-01-08,2006-01-08
159,60,Bat Country,Avenged Sevenfold,10,2006-01-08,2006-01-08
160,61,Shake That,Eminem ft. Nate Dogg,4,2006-01-08,2006-01-08
161,62,Confessions Of A Broken Heart (Daughter To Father),Lindsay Lohan,7,2006-01-08,2006-01-08
162,63,I Should Have Cheated,Keyshia Cole,15,2006-01-08,2006-01-08
163,64,Yo (Excuse Me Miss),Chris Brown,3,2006-01-08,2006-01-08
164,65,Seasons Of Love,Cast Of Rent,11,2006-01-08,2006-01-08
165,66,Twisted Transistor,Korn,8,2006-01-08,2006-01-08
166,67,Soul Meets Body,Death Cab For Cutie,15,2006-01-08,2006-01-08
167,68,Unbreakable,Alicia Keys,16,2006-01-08,2006-01-08
168,69,Fresh Azimiz,Bow Wow ft. J-Kwon & Jermaine Dupri,4,2006-01-08,2006-01-08
169,70,Remedy,Seether,5,2006-01-08,2006-01-08
170,71,She Let Herself Go,George Strait,11,2006-01-08,2006-01-08
171,72,Girl Tonite,Twista ft. Trey Songz,19,2006-01-08,2006-01-08
172,73,Don't Bother,Shakira,9,2006-01-08,2006-01-08
173,74,When I Get Where I'm Going,Brad Paisley ft. Dolly Parton,7,2006-01-08,2006-01-08
174,75,I'm N Luv (Wit A Stripper),T-Pain ft. Mike Jones,3,2006-01-08,2006-01-08
175,76,Who You'd Be Today,Kenny Chesney,15,2006-01-08,2006-01-08
176,77,Skin (Sarabeth),Rascal Flatts,16,2006-01-08,2006-01-08
177,78,Kerosene,Miranda Lambert,4,2006-01-08,2006-01-08
178,79,Who I Am Hates Who I've Been,Relient K,2,2006-01-08,2006-01-08
179,80,Touch It,Busta Rhymes,4,2006-01-08,2006-01-08
180,81,Miss Me Baby,Chris Cagle,11,2006-01-08,2006-01-08
181,82,DOA,Foo Fighters,10,2006-01-08,2006-01-08
182,83,Rodeo,Juvenile,6,2006-01-08,2006-01-08
183,84,The Ghost Of You,My Chemical Romance,1,2006-01-08,2006-01-08
184,85,Rompe,Daddy Yankee,7,2006-01-08,2006-01-08
185,86,Presidential,YoungBloodZ,12,2006-01-08,2006-01-08
186,87,Dare,Gorillaz ft. Shaun Ryder,2,2006-01-08,2006-01-08
187,88,Better Life,Keith Urban,19,2006-01-08,2006-01-08
188,89,Comin' To Your City,Big & Rich,6,2006-01-08,2006-01-08
189,90,More Than Words,Frankie J,18,2006-01-08,2006-01-08
190,91,Shake,Ying Yang Twins ft. Pitbull,20,2006-01-08,2006-01-08
191,92,Just Might (Make Me Believe),Sugarland,7,2006-01-08,2006-01-08
192,93,Save Me,Shinedown,9,2006-01-08,2006-01-08
193,94,Best I Ever Had,Gary Allan,18,2006-01-08,2006-01-08
194,95,Stricken,Disturbed,3,2006-01-08,2006-01-08
195,96,Tonight I Wanna Cry,Keith Urban,3,2006-01-08,2006-01-08
196,97,Fix You,Coldplay,7,2006-01-08,2006-01-08
197,98,Pretty Vegas,INXS,6,2006-01-08,2006-01-08
198,99,Looking For You,Kirk Franklin,6,2006-01-08,2006-01-08
199,100,Gotta Go,Trey Songz,7,2006-01-08,2006-01-08
200,1,Grillz,"Nelly ft. Paul Wall, Ali & Gipp",10,2006-01-15,2006-01-15
201,2,Run It!,Chris Brown,22,2006-01-15,2006-01-15
202,3,Check On It,Beyonce ft. Slim Thug,10,2006-01-15,2006-01-15
203,4,Don't Forget About Us,Mariah Carey,14,2006-01-15,2006-01-15
204,5,Photograph,Nickelback,20,2006-01-15,2006-01-15
205,6,Laffy Taffy,D4L,17,2006-01-15,2006-01-15
206,7,Gold Digger,Kanye West ft. Jamie Foxx,26,2006-01-15,2006-01-15
207,8,Stickwitu,The Pussycat Dolls,14,2006-01-15,2006-01-15
208,9,Dirty Little Secret,The All-American Rejects,24,2006-01-15,2006-01-15
209,10,There It Go! (The Whistle Song),Juelz Santana,15,2006-01-15,2006-01-15
210,11,My Humps,The Black Eyed Peas,23,2006-01-15,2006-01-15
211,12,"Dance, Dance",Fall Out Boy,12,2006-01-15,2006-01-15
212,13,One Wish,Ray J,16,2006-01-15,2006-01-15
213,14,Because Of You,Kelly Clarkson,21,2006-01-15,2006-01-15
214,15,Be Without You,Mary J. Blige,9,2006-01-15,2006-01-15
215,16,"Sugar, We're Goin' Down",Fall Out Boy,30,2006-01-15,2006-01-15
216,17,You're Beautiful,James Blunt,11,2006-01-15,2006-01-15
217,18,Soul Survivor,Young Jeezy ft. Akon,21,2006-01-15,2006-01-15
218,19,Stay Fly,Three 6 Mafia ft. Young Buck & Eightball & MJG,18,2006-01-15,2006-01-15
219,20,Beverly Hills,Weezer,41,2006-01-15,2006-01-15
220,21,I Think They Like Me,"Dem Franchize Boyz ft. Jermaine Dupri, Da Brat & Bow Wow",18,2006-01-15,2006-01-15
221,22,We Be Burnin',Sean Paul,19,2006-01-15,2006-01-15
222,23,When I'm Gone,Eminem,9,2006-01-15,2006-01-15
223,24,I'm Sprung,T-Pain,22,2006-01-15,2006-01-15
224,25,You And Me,Lifehouse,49,2006-01-15,2006-01-15
225,26,So Sick,Ne-Yo,7,2006-01-15,2006-01-15
226,27,Unpredictable,Jamie Foxx ft. Ludacris,8,2006-01-15,2006-01-15
227,28,Wake Me Up When September Ends,Green Day,25,2006-01-15,2006-01-15
228,29,"Jesus, Take The Wheel",Carrie Underwood,10,2006-01-15,2006-01-15
229,30,Hung Up,Madonna,12,2006-01-15,2006-01-15
230,31,Feel Good Inc,Gorillaz,35,2006-01-15,2006-01-15
231,32,Unwritten,Natasha Bedingfield,7,2006-01-15,2006-01-15
232,33,Don't Cha,The Pussycat Dolls ft. Busta Rhymes,38,2006-01-15,2006-01-15
233,34,Honky Tonk Badonkadonk,Trace Adkins,12,2006-01-15,2006-01-15
234,35,Here We Go,Trina ft. Kelly Rowland,16,2006-01-15,2006-01-15
235,36,L.O.V.E.,Ashlee Simpson,5,2006-01-15,2006-01-15
236,37,Fireman,Lil Wayne,10,2006-01-15,2006-01-15
237,38,Luxurious,Gwen Stefani,12,2006-01-15,2006-01-15
238,39,We Belong Together,Mariah Carey,41,2006-01-15,2006-01-15
239,40,Pump It,The Black Eyed Peas,7,2006-01-15,2006-01-15
240,41,If It's Lovin' That You Want,Rihanna,14,2006-01-15,2006-01-15
241,42,Kryptonite (I'm On It),Purple Ribbon All-Stars,9,2006-01-15,2006-01-15
242,43,Turn It Up,Chamillionaire ft. Lil' Flip,12,2006-01-15,2006-01-15
243,44,Must Be Doin' Somethin' Right,Billy Currington,14,2006-01-15,2006-01-15
244,45,Heard 'Em Say,Kanye West ft. Adam Levine,13,2006-01-15,2006-01-15
245,46,Boondocks,Little Big Town,13,2006-01-15,2006-01-15
246,47,Shake It Off,Mariah Carey,26,2006-01-15,2006-01-15
247,48,I'm N Luv (Wit A Stripper),T-Pain ft. Mike Jones,4,2006-01-15,2006-01-15
248,49,Everytime We Touch,Cascada,6,2006-01-15,2006-01-15
249,50,Shake That,Eminem ft. Nate Dogg,5,2006-01-15,2006-01-15
250,51,Tequila Makes Her Clothes Fall Off,Joe Nichols,15,2006-01-15,2006-01-15
251,52,Georgia,Ludacris & Field Mob ft. Jamie Foxx,4,2006-01-15,2006-01-15
252,53,Better Days,Goo Goo Dolls,16,2006-01-15,2006-01-15
253,54,Like We Never Loved At All,Faith Hill,16,2006-01-15,2006-01-15
254,55,Boyfriend,Ashlee Simpson,18,2006-01-15,2006-01-15
255,56,Nasty Girl,"The Notorious B.I.G. ft. Diddy, Nelly, Jagged Edge & Avery Storm",6,2006-01-15,2006-01-15
256,57,Perfect Situation,Weezer,5,2006-01-15,2006-01-15
257,58,Come A Little Closer,Dierks Bentley,18,2006-01-15,2006-01-15
258,59,Yo (Excuse Me Miss),Chris Brown,4,2006-01-15,2006-01-15
259,60,I Should Have Cheated,Keyshia Cole,16,2006-01-15,2006-01-15
260,61,She Let Herself Go,George Strait,12,2006-01-15,2006-01-15
261,62,Unbreakable,Alicia Keys,17,2006-01-15,2006-01-15
262,63,Hypnotize,System Of A Down,11,2006-01-15,2006-01-15
263,64,Rompe,Daddy Yankee,8,2006-01-15,2006-01-15
264,65,When I Get Where I'm Going,Brad Paisley ft. Dolly Parton,8,2006-01-15,2006-01-15
265,66,Who I Am Hates Who I've Been,Relient K,3,2006-01-15,2006-01-15
266,67,Bat Country,Avenged Sevenfold,11,2006-01-15,2006-01-15
267,68,Girl Tonite,Twista ft. Trey Songz,20,2006-01-15,2006-01-15
268,69,Have A Nice Day,Bon Jovi,13,2006-01-15,2006-01-15
269,70,Soul Meets Body,Death Cab For Cutie,16,2006-01-15,2006-01-15
270,71,Fresh Azimiz,Bow Wow ft. J-Kwon & Jermaine Dupri,5,2006-01-15,2006-01-15
271,72,Rodeo,Juvenile,7,2006-01-15,2006-01-15
272,73,Window Shopper,50 Cent,11,2006-01-15,2006-01-15
273,74,Temperature,Sean Paul,1,2006-01-15,2006-01-15
274,75,Touch It,Busta Rhymes,5,2006-01-15,2006-01-15
275,76,Who You'd Be Today,Kenny Chesney,16,2006-01-15,2006-01-15
276,77,Kerosene,Miranda Lambert,5,2006-01-15,2006-01-15
277,78,Miss Me Baby,Chris Cagle,12,2006-01-15,2006-01-15
278,79,Twisted Transistor,Korn,9,2006-01-15,2006-01-15
279,80,Tonight I Wanna Cry,Keith Urban,4,2006-01-15,2006-01-15
280,81,Just Might (Make Me Believe),Sugarland,8,2006-01-15,2006-01-15
281,82,Looking For You,Kirk Franklin,7,2006-01-15,2006-01-15
282,83,Gotta Go,Trey Songz,8,2006-01-15,2006-01-15
283,84,Seasons Of Love,Cast Of Rent,12,2006-01-15,2006-01-15
284,85,My Old Friend,Tim McGraw,7,2006-01-15,2006-01-15
285,86,Your Man,Josh Turner,4,2006-01-15,2006-01-15
286,87,Better Life,Keith Urban,20,2006-01-15,2006-01-15
287,88,DOA,Foo Fighters,11,2006-01-15,2006-01-15
288,89,Good Ride Cowboy,Garth Brooks,13,2006-01-15,2006-01-15
289,90,Believe,Brooks & Dunn,4,2006-01-15,2006-01-15
290,91,"Lean Wit It, Rock Wit It",Dem Franchize Boyz ft. Lil Peanut & Charlay,1,2006-01-15,2006-01-15
291,92,Ever The Same,Rob Thomas,1,2006-01-15,2006-01-15
292,93,Get Drunk And Be Somebody,Toby Keith,1,2006-01-15,2006-01-15
293,94,Save Me,Shinedown,10,2006-01-15,2006-01-15
294,95,Skin (Sarabeth),Rascal Flatts,17,2006-01-15,2006-01-15
295,96,Remedy,Seether,6,2006-01-15,2006-01-15
296,97,Walk Away,Kelly Clarkson,1,2006-01-15,2006-01-15
297,98,My Hood,Young Jeezy,2,2006-01-15,2006-01-15
298,99,Hit The Floor,Twista ft. Pitbull,5,2006-01-15,2006-01-15
299,100,She Don't Tell Me To,Montgomery Gentry,2,2006-01-15,2006-01-15
300,1,Grillz,"Nelly ft. Paul Wall, Ali & Gipp",11,2006-01-22,2006-01-22
301,2,Check On It,Beyonce ft. Slim Thug,11,2006-01-22,2006-01-22
302,3,Run It!,Chris Brown,23,2006-01-22,2006-01-22
303,4,Don't Forget About Us,Mariah Carey,15,2006-01-22,2006-01-22
304,5,Stickwitu,The Pussycat Dolls,15,2006-01-22,2006-01-22
305,6,There It Go! (The Whistle Song),Juelz Santana,16,2006-01-22,2006-01-22
306,7,Laffy Taffy,D4L,18,2006-01-22,2006-01-22
307,8,Photograph,Nickelback,21,2006-01-22,2006-01-22
308,9,Dirty Little Secret,The All-American Rejects,25,2006-01-22,2006-01-22
309,10,Be Without You,Mary J. Blige,10,2006-01-22,2006-01-22
310,11,One Wish,Ray J,17,2006-01-22,2006-01-22
311,12,Gold Digger,Kanye West ft. Jamie Foxx,27,2006-01-22,2006-01-22
312,13,"Dance, Dance",Fall Out Boy,13,2006-01-22,2006-01-22
313,14,Because Of You,Kelly Clarkson,22,2006-01-22,2006-01-22
314,15,You're Beautiful,James Blunt,12,2006-01-22,2006-01-22
315,16,So Sick,Ne-Yo,8,2006-01-22,2006-01-22
316,17,My Humps,The Black Eyed Peas,24,2006-01-22,2006-01-22
317,18,Stay Fly,Three 6 Mafia ft. Young Buck & Eightball & MJG,19,2006-01-22,2006-01-22
318,19,Unpredictable,Jamie Foxx ft. Ludacris,9,2006-01-22,2006-01-22
319,20,When I'm Gone,Eminem,10,2006-01-22,2006-01-22
320,21,"Sugar, We're Goin' Down",Fall Out Boy,31,2006-01-22,2006-01-22
321,22,I Think They Like Me,"Dem Franchize Boyz ft. Jermaine Dupri, Da Brat & Bow Wow",19,2006-01-22,2006-01-22
322,23,Soul Survivor,Young Jeezy ft. Akon,22,2006-01-22,2006-01-22
323,24,We Be Burnin',Sean Paul,20,2006-01-22,2006-01-22
324,25,"Jesus, Take The Wheel",Carrie Underwood,11,2006-01-22,2006-01-22
325,26,Beverly Hills,Weezer,42,2006-01-22,2006-01-22
326,27,I'm Sprung,T-Pain,23,2006-01-22,2006-01-22
327,28,Unwritten,Natasha Bedingfield,8,2006-01-22,2006-01-22
328,29,You And Me,Lifehouse,50,2006-01-22,2006-01-22
329,30,Yo (Excuse Me Miss),Chris Brown,5,2006-01-22,2006-01-22
330,31,I'm N Luv (Wit A Stripper),T-Pain ft. Mike Jones,5,2006-01-22,2006-01-22
331,32,Honky Tonk Badonkadonk,Trace Adkins,13,2006-01-22,2006-01-22
332,33,L.O.V.E.,Ashlee Simpson,6,2006-01-22,2006-01-22
333,34,Shake That,Eminem ft. Nate Dogg,6,2006-01-22,2006-01-22
334,35,Pump It,The Black Eyed Peas,8,2006-01-22,2006-01-22
335,36,Here We Go,Trina ft. Kelly Rowland,17,2006-01-22,2006-01-22
336,37,Kryptonite (I'm On It),Purple Ribbon All-Stars,10,2006-01-22,2006-01-22
337,38,We Belong Together,Gavin DeGraw,1,2006-01-22,2006-01-22
338,39,Don't Cha,The Pussycat Dolls ft. Busta Rhymes,39,2006-01-22,2006-01-22
339,40,Feel Good Inc,Gorillaz,36,2006-01-22,2006-01-22
340,41,Wake Me Up When September Ends,Green Day,26,2006-01-22,2006-01-22
341,42,Fireman,Lil Wayne,11,2006-01-22,2006-01-22
342,43,Hung Up,Madonna,13,2006-01-22,2006-01-22
343,44,We Belong Together,Mariah Carey,42,2006-01-22,2006-01-22
344,45,Everytime We Touch,Cascada,7,2006-01-22,2006-01-22
345,46,Luxurious,Gwen Stefani,13,2006-01-22,2006-01-22
346,47,If It's Lovin' That You Want,Rihanna,15,2006-01-22,2006-01-22
347,48,Must Be Doin' Somethin' Right,Billy Currington,15,2006-01-22,2006-01-22
348,49,Temperature,Sean Paul,2,2006-01-22,2006-01-22
349,50,Turn It Up,Chamillionaire ft. Lil' Flip,13,2006-01-22,2006-01-22
350,51,Rompe,Daddy Yankee,9,2006-01-22,2006-01-22
351,52,Boondocks,Little Big Town,14,2006-01-22,2006-01-22
352,53,Nasty Girl,"The Notorious B.I.G. ft. Diddy, Nelly, Jagged Edge & Avery Storm",7,2006-01-22,2006-01-22
353,54,Perfect Situation,Weezer,6,2006-01-22,2006-01-22
354,55,Like We Never Loved At All,Faith Hill,17,2006-01-22,2006-01-22
355,56,When I Get Where I'm Going,Brad Paisley ft. Dolly Parton,9,2006-01-22,2006-01-22
356,57,She Let Herself Go,George Strait,13,2006-01-22,2006-01-22
357,58,Heard 'Em Say,Kanye West ft. Adam Levine,14,2006-01-22,2006-01-22
358,59,Better Days,Goo Goo Dolls,17,2006-01-22,2006-01-22
